strategy,family,ticker,start_date,end_date,initial_cash_brl,final_equity_brl,final_profit_brl,final_return_pct,completed_trades,max_trade_gain_pct,max_trade_loss_pct
donchian_breakout_55_20_trend200,rompimento,CMIG4,2000-01-03,2026-09-10,1000.0,695.5324,-304.4676,-30.4468,49,82.5445,-23.9131
donchian_breakout_55_20_trend200,rompimento,CPFE3,2000-01-03,2026-09-10,1000.0,1423.3344,423.3344,42.3334,31,70.5885,-36.0
donchian_breakout_55_20_trend200,rompimento,CPLE3,2000-01-03,2026-09-10,1000.0,6085.9836,5085.9836,508.5984,41,53.8462,-14.366
donchian_breakout_55_20_trend200,rompimento,CSMG3,2006-02-08,2026-09-10,1000.0,1983.4513,983.4513,98.3451,36,93.8986,-15.6788
donchian_breakout_55_20_trend200,rompimento,CSNA3,2000-01-03,2026-09-10,1000.0,12784.5552,11784.5552,1178.4555,42,227.7311,-20.4769
donchian_breakout_55_20_trend200,rompimento,CYRE3,2000-01-03,2026-09-10,1000.0,8795.5648,7795.5648,779.5565,42,112.5,-20.5851
donchian_breakout_55_20_trend200,rompimento,EGIE3,2002-03-01,2026-09-10,1000.0,865.3233,-134.6767,-13.4677,48,71.7277,-10.2967
donchian_breakout_55_20_trend200,rompimento,ENEV3,2007-12-14,2026-09-10,1000.0,3009.6252,2009.6252,200.9625,25,110.4209,-19.0199
donchian_breakout_55_20_trend200,rompimento,ENGI11,2009-11-03,2026-09-10,1000.0,623.9698,-376.0302,-37.603,36,33.971,-17.0909
donchian_breakout_55_20_trend200,rompimento,EQTL3,2008-04-07,2026-09-10,1000.0,1259.2638,259.2638,25.9264,34,34.9423,-33.631
donchian_breakout_55_20_trend200,rompimento,GGBR4,2000-01-03,2026-09-10,1000.0,1009.8045,9.8045,0.9805,48,37.1724,-54.9168
donchian_breakout_55_20_trend200,rompimento,GOAU4,2000-01-03,2026-09-10,1000.0,17100.0234,16100.0234,1610.0023,43,301.4853,-26.5372
donchian_breakout_55_20_trend200,rompimento,HYPE3,2008-04-18,2026-09-10,1000.0,1487.4246,487.4246,48.7425,33,124.6,-13.8499
donchian_breakout_55_20_trend200,rompimento,ITSA4,2000-01-03,2026-09-10,1000.0,2564.279,1564.279,156.4279,50,29.156,-16.1656
donchian_breakout_55_20_trend200,rompimento,ITUB4,2000-12-21,2026-09-10,1000.0,1427.4035,427.4035,42.7404,51,28.0457,-16.5807
donchian_breakout_55_20_trend200,rompimento,KLBN11,2014-01-23,2026-09-10,1000.0,1213.5338,213.5338,21.3534,17,22.1701,-14.5665
donchian_breakout_55_20_trend200,rompimento,LREN3,2000-01-04,2026-09-10,1000.0,1206.7189,206.7189,20.6719,35,48.3314,-21.9609
donchian_breakout_55_20_trend200,rompimento,MGLU3,2011-05-02,2026-09-10,1000.0,9024.9015,8024.9015,802.4901,21,229.6217,-30.5284
donchian_breakout_55_20_trend200,rompimento,MULT3,2007-07-27,2026-09-10,1000.0,1303.3677,303.3677,30.3368,30,53.9018,-13.3358
donchian_breakout_55_20_trend200,rompimento,PETR4,2000-01-03,2026-09-10,1000.0,1381.2631,381.2631,38.1263,48,38.312,-19.8595
donchian_breakout_55_20_trend200,rompimento,PSSA3,2004-11-22,2026-09-10,1000.0,3686.4475,2686.4475,268.6448,35,69.5652,-17.5738
donchian_breakout_55_20_trend200,rompimento,RADL3,2000-01-06,2026-09-10,1000.0,122903.6065,121903.6065,12190.3606,35,917.4459,-14.3183
donchian_breakout_55_20_trend200,rompimento,RAIL3,2015-04-02,2026-09-10,1000.0,828.8796,-171.1204,-17.112,20,32.1138,-14.602
donchian_breakout_55_20_trend200,rompimento,RENT3,2005-05-23,2026-09-10,1000.0,4147.8159,3147.8159,314.7816,33,70.5283,-15.0969
donchian_breakout_55_20_trend200,rompimento,SANB11,2009-10-07,2026-09-10,1000.0,814.2296,-185.7704,-18.577,29,29.9203,-13.1943
donchian_breakout_55_20_trend200,rompimento,SBSP3,2000-01-03,2026-09-10,1000.0,2154.6095,1154.6095,115.461,47,115.841,-16.022
donchian_breakout_55_20_trend200,rompimento,SMTO3,2007-02-12,2026-09-10,1000.0,1612.8434,612.8434,61.2843,28,42.1657,-10.5185
donchian_breakout_55_20_trend200,rompimento,SUZB3,2004-08-05,2026-09-10,1000.0,1521.04,521.04,52.104,17,91.6854,-17.987
donchian_breakout_55_20_trend200,rompimento,TOTS3,2006-03-09,2026-09-10,1000.0,1765.6429,765.6429,76.5643,31,135.9348,-13.8939
donchian_breakout_55_20_trend200,rompimento,UGPA3,2002-12-11,2026-09-10,1000.0,4505.7048,3505.7048,350.5705,21,95.9126,-7.7991
donchian_breakout_55_20_trend200,rompimento,USIM5,2000-01-03,2026-09-10,1000.0,12130.7352,11130.7352,1113.0735,41,172.7274,-39.0658
donchian_breakout_55_20_trend200,rompimento,VALE3,2000-01-03,2026-09-10,1000.0,6643.2816,5643.2816,564.3282,42,55.03,-28.5455
donchian_breakout_55_20_trend200,rompimento,WEGE3,2000-01-03,2026-09-10,1000.0,14906.6076,13906.6076,1390.6608,43,119.0678,-22.3836
ema_cross_100_200,tendencia,ABEV3,2000-01-05,2026-09-10,1000.0,3576.6575,2576.6575,257.6658,13,280.4265,-20.5594
ema_cross_100_200,tendencia,B3SA3,2007-10-26,2026-09-10,1000.0,603.66,-396.34,-39.634,14,45.3929,-24.8826
ema_cross_100_200,tendencia,BBAS3,2000-01-03,2026-09-10,1000.0,2838.4487,1838.4487,183.8449,14,599.8183,-27.3256
ema_cross_100_200,tendencia,BBDC4,2008-01-02,2026-09-10,1000.0,311.0576,-688.9424,-68.8942,12,24.9451,-25.0375
ema_cross_100_200,tendencia,BBSE3,2013-04-29,2026-09-10,1000.0,985.3301,-14.6699,-1.467,8,32.3668,-13.8816
ema_cross_100_200,tendencia,BPAC11,2017-02-24,2026-09-10,1000.0,3273.59,2273.59,227.359,5,95.9799,-13.0537
ema_cross_100_200,tendencia,BRAP4,2000-01-03,2026-09-10,1000.0,17229.1016,16229.1016,1622.9102,10,705.0913,-29.0556
ema_cross_100_200,tendencia,CMIG4,2000-01-03,2026-09-10,1000.0,81.5812,-918.4188,-91.8419,17,46.4811,-94.4263
ema_cross_100_200,tendencia,CPFE3,2000-01-03,2026-09-10,1000.0,14114.6825,13114.6825,1311.4682,16,3479.3125,-32.6667
ema_cross_100_200,tendencia,CPLE3,2000-01-03,2026-09-10,1000.0,6807.9277,5807.9277,580.7928,12,226.9231,-23.5211
ema_cross_100_200,tendencia,CSMG3,2006-02-08,2026-09-10,1000.0,5384.1684,4384.1684,438.4168,8,113.149,-20.4014
ema_cross_100_200,tendencia,CSNA3,2000-01-03,2026-09-10,1000.0,3422.1751,2422.1751,242.2175,16,638.1874,-30.1869
ema_cross_100_200,tendencia,CYRE3,2000-01-03,2026-09-10,1000.0,9597.7983,8597.7983,859.7798,14,1900.0,-24.1685
ema_cross_100_200,tendencia,EGIE3,2002-03-01,2026-09-10,1000.0,1581.6775,581.6775,58.1678,18,95.4348,-18.0457
ema_cross_100_200,tendencia,ENEV3,2007-12-14,2026-09-10,1000.0,9655.3943,8655.3943,865.5394,5,301.9858,-15.248
ema_cross_100_200,tendencia,ENGI11,2009-11-03,2026-09-10,1000.0,1609.1969,609.1969,60.9197,10,228.2788,-18.3677
ema_cross_100_200,tendencia,EQTL3,2008-04-07,2026-09-10,1000.0,3892.7114,2892.7114,289.2711,9,376.4687,-35.3448
ema_cross_100_200,tendencia,GGBR4,2000-01-03,2026-09-10,1000.0,3156.1631,2156.1631,215.6163,13,238.9837,-41.5073
ema_cross_100_200,tendencia,GOAU4,2000-01-03,2026-09-10,1000.0,16405.652,15405.652,1540.5652,12,1356.5325,-24.6011
ema_cross_100_200,tendencia,HYPE3,2008-04-18,2026-09-10,1000.0,583.4549,-416.5451,-41.6545,14,81.6317,-20.9441
ema_cross_100_200,tendencia,ITSA4,2000-01-03,2026-09-10,1000.0,3180.8649,2180.8649,218.0865,15,312.0828,-16.5584
ema_cross_100_200,tendencia,ITUB4,2000-12-21,2026-09-10,1000.0,4600.3611,3600.3611,360.0361,14,369.9253,-18.1418
ema_cross_100_200,tendencia,KLBN11,2014-01-23,2026-09-10,1000.0,1515.1128,515.1128,51.5113,5,47.4277,-13.9304
ema_cross_100_200,tendencia,LREN3,2000-01-04,2026-09-10,1000.0,485.056,-514.944,-51.4944,9,65.5732,-99.6939
ema_cross_100_200,tendencia,MGLU3,2011-05-02,2026-09-10,1000.0,75204.4317,74204.4317,7420.4432,4,13708.9496,-20.5343
ema_cross_100_200,tendencia,MULT3,2007-07-27,2026-09-10,1000.0,1326.0269,326.0269,32.6027,11,67.9467,-17.7578
ema_cross_100_200,tendencia,PETR4,2000-01-03,2026-09-10,1000.0,2478.0385,1478.0385,147.8039,11,390.5192,-32.4548
ema_cross_100_200,tendencia,PSSA3,2004-11-22,2026-09-10,1000.0,6925.1502,5925.1502,592.515,9,121.2341,-15.2978
ema_cross_100_200,tendencia,RADL3,2000-01-06,2026-09-10,1000.0,122487.0674,121487.0674,12148.7067,13,1100.0169,-24.7256
ema_cross_100_200,tendencia,RAIL3,2015-04-02,2026-09-10,1000.0,2023.7802,1023.7802,102.378,4,184.6715,-18.1818
ema_cross_100_200,tendencia,RENT3,2005-05-23,2026-09-10,1000.0,3365.8964,2365.8964,236.5896,12,193.4866,-21.1213
ema_cross_100_200,tendencia,SANB11,2009-10-07,2026-09-10,1000.0,523.595,-476.405,-47.6405,11,123.8543,-20.9312
ema_cross_100_200,tendencia,SBSP3,2000-01-03,2026-09-10,1000.0,13179.8105,12179.8105,1217.9811,10,122.1249,-23.5824
ema_cross_100_200,tendencia,SMTO3,2007-02-12,2026-09-10,1000.0,793.7369,-206.2631,-20.6263,12,54.7834,-27.2397
ema_cross_100_200,tendencia,SUZB3,2004-08-05,2026-09-10,1000.0,144.152,-855.848,-85.5848,8,33.573,-86.5229
ema_cross_100_200,tendencia,TOTS3,2006-03-09,2026-09-10,1000.0,1432.2255,432.2255,43.2226,15,125.9814,-30.9041
ema_cross_100_200,tendencia,UGPA3,2002-12-11,2026-09-10,1000.0,741.3211,-258.6789,-25.8679,11,62.2776,-48.1053
ema_cross_100_200,tendencia,USIM5,2000-01-03,2026-09-10,1000.0,3386.326,2386.326,238.6326,13,405.2494,-45.046
ema_cross_100_200,tendencia,VALE3,2000-01-03,2026-09-10,1000.0,17374.3987,16374.3987,1637.4399,10,497.2728,-32.4137
ema_cross_100_200,tendencia,WEGE3,2000-01-03,2026-09-10,1000.0,152783.0478,151783.0478,15178.3048,7,1467.7983,-11.173
ema_cross_10_30,tendencia,ABEV3,2000-01-05,2026-09-10,1000.0,10375.5412,9375.5412,937.5541,114,152.5249,-13.9568
ema_cross_10_30,tendencia,B3SA3,2007-10-26,2026-09-10,1000.0,3915.8793,2915.8793,291.5879,72,62.029,-12.5981
ema_cross_10_30,tendencia,BBAS3,2000-01-03,2026-09-10,1000.0,6144.0601,5144.0601,514.406,128,95.1557,-18.3056
ema_cross_10_30,tendencia,BBDC4,2008-01-02,2026-09-10,1000.0,1032.7014,32.7014,3.2701,82,40.382,-20.2685
ema_cross_10_30,tendencia,BBSE3,2013-04-29,2026-09-10,1000.0,1951.5391,951.5391,95.1539,61,36.875,-9.5984
ema_cross_10_30,tendencia,BPAC11,2017-02-24,2026-09-10,1000.0,10190.2202,9190.2202,919.022,31,155.8259,-10.987
ema_cross_10_30,tendencia,BRAP4,2000-01-03,2026-09-10,1000.0,22627.2656,21627.2656,2162.7266,102,106.7559,-16.7267
ema_cross_10_30,tendencia,CMIG4,2000-01-03,2026-09-10,1000.0,113.302,-886.698,-88.6698,127,54.6426,-98.1021
ema_cross_10_30,tendencia,CPFE3,2000-01-03,2026-09-10,1000.0,256.3534,-743.6466,-74.3647,106,55.914,-38.4
ema_cross_10_30,tendencia,CPLE3,2000-01-03,2026-09-10,1000.0,11839.0685,10839.0685,1083.9069,119,62.1252,-16.092
ema_cross_10_30,tendencia,CSMG3,2006-02-08,2026-09-10,1000.0,7903.8715,6903.8715,690.3871,85,132.6614,-18.1682
ema_cross_10_30,tendencia,CSNA3,2000-01-03,2026-09-10,1000.0,148145.2555,147145.2555,14714.5255,93,297.669,-20.8456
ema_cross_10_30,tendencia,CYRE3,2000-01-03,2026-09-10,1000.0,13706.1651,12706.1651,1270.6165,112,481.9672,-21.3146
ema_cross_10_30,tendencia,EGIE3,2002-03-01,2026-09-10,1000.0,1408.0742,408.0742,40.8074,124,74.7801,-10.9444
ema_cross_10_30,tendencia,ENEV3,2007-12-14,2026-09-10,1000.0,2135.5155,1135.5155,113.5516,81,123.262,-38.8889
ema_cross_10_30,tendencia,ENGI11,2009-11-03,2026-09-10,1000.0,775.7142,-224.2858,-22.4286,79,35.5541,-17.0909
ema_cross_10_30,tendencia,EQTL3,2008-04-07,2026-09-10,1000.0,6128.1441,5128.1441,512.8144,76,39.3588,-27.5974
ema_cross_10_30,tendencia,GGBR4,2000-01-03,2026-09-10,1000.0,3365.7611,2365.7611,236.5761,114,65.4762,-19.1304
ema_cross_10_30,tendencia,GOAU4,2000-01-03,2026-09-10,1000.0,15467.5046,14467.5046,1446.7505,113,309.1326,-77.8505
ema_cross_10_30,tendencia,HYPE3,2008-04-18,2026-09-10,1000.0,4226.0652,3226.0652,322.6065,75,150.7622,-20.8333
ema_cross_10_30,tendencia,ITSA4,2000-01-03,2026-09-10,1000.0,3874.9514,2874.9514,287.4951,122,77.7563,-16.3775
ema_cross_10_30,tendencia,ITUB4,2000-12-21,2026-09-10,1000.0,3304.1898,2304.1898,230.419,122,46.1977,-11.1561
ema_cross_10_30,tendencia,KLBN11,2014-01-23,2026-09-10,1000.0,956.9847,-43.0153,-4.3015,57,30.7861,-12.3529
ema_cross_10_30,tendencia,LREN3,2000-01-04,2026-09-10,1000.0,2462.2349,1462.2349,146.2235,84,99.533,-14.9179
ema_cross_10_30,tendencia,MGLU3,2011-05-02,2026-09-10,1000.0,52454.7497,51454.7497,5145.475,49,466.4674,-17.8
ema_cross_10_30,tendencia,MULT3,2007-07-27,2026-09-10,1000.0,2739.8919,1739.8919,173.9892,67,58.0247,-16.081
ema_cross_10_30,tendencia,PETR4,2000-01-03,2026-09-10,1000.0,10750.205,9750.205,975.0205,114,51.4048,-20.4624
ema_cross_10_30,tendencia,PSSA3,2004-11-22,2026-09-10,1000.0,4926.3296,3926.3296,392.633,91,76.0116,-9.7959
ema_cross_10_30,tendencia,RADL3,2000-01-06,2026-09-10,1000.0,553823.76,552823.76,55282.376,82,962.5109,-10.469
ema_cross_10_30,tendencia,RAIL3,2015-04-02,2026-09-10,1000.0,1216.9693,216.9693,21.6969,56,102.9032,-14.9652
ema_cross_10_30,tendencia,RENT3,2005-05-23,2026-09-10,1000.0,16686.5597,15686.5597,1568.656,93,179.0699,-15.6406
ema_cross_10_30,tendencia,SANB11,2009-10-07,2026-09-10,1000.0,1358.474,358.474,35.8474,68,42.439,-13.2597
ema_cross_10_30,tendencia,SBSP3,2000-01-03,2026-09-10,1000.0,3289.767,2289.767,228.9767,115,53.3333,-14.3299
ema_cross_10_30,tendencia,SMTO3,2007-02-12,2026-09-10,1000.0,2999.6532,1999.6532,199.9653,78,52.9221,-12.7143
ema_cross_10_30,tendencia,SUZB3,2004-08-05,2026-09-10,1000.0,3025.2363,2025.2363,202.5236,37,127.3009,-13.2948
ema_cross_10_30,tendencia,TOTS3,2006-03-09,2026-09-10,1000.0,6074.842,5074.842,507.4842,80,165.8589,-16.9889
ema_cross_10_30,tendencia,UGPA3,2002-12-11,2026-09-10,1000.0,3029.5335,2029.5335,202.9534,66,45.3709,-17.6871
ema_cross_10_30,tendencia,USIM5,2000-01-03,2026-09-10,1000.0,268087.2292,267087.2292,26708.7229,99,484.6604,-21.0657
ema_cross_10_30,tendencia,VALE3,2000-01-03,2026-09-10,1000.0,13792.9508,12792.9508,1279.2951,119,76.4301,-18.1268
ema_cross_10_30,tendencia,WEGE3,2000-01-03,2026-09-10,1000.0,75229.0227,74229.0227,7422.9023,97,293.9399,-13.0278
ema_cross_20_50,tendencia,ABEV3,2000-01-05,2026-09-10,1000.0,14840.2878,13840.2878,1384.0288,66,211.3435,-12.518
ema_cross_20_50,tendencia,B3SA3,2007-10-26,2026-09-10,1000.0,2715.873,1715.873,171.5873,42,84.5299,-26.078
ema_cross_20_50,tendencia,BBAS3,2000-01-03,2026-09-10,1000.0,3575.3172,2575.3172,257.5317,67,114.5001,-23.1467
ema_cross_20_50,tendencia,BBDC4,2008-01-02,2026-09-10,1000.0,641.7728,-358.2272,-35.8227,48,55.0143,-26.3749
ema_cross_20_50,tendencia,BBSE3,2013-04-29,2026-09-10,1000.0,1532.4702,532.4702,53.247,33,31.3169,-10.1889
ema_cross_20_50,tendencia,BPAC11,2017-02-24,2026-09-10,1000.0,6156.185,5156.185,515.6185,23,147.5238,-13.4364
ema_cross_20_50,tendencia,BRAP4,2000-01-03,2026-09-10,1000.0,23021.6207,22021.6207,2202.1621,53,91.1938,-20.5318
ema_cross_20_50,tendencia,CMIG4,2000-01-03,2026-09-10,1000.0,182.543,-817.457,-81.7457,75,54.6342,-98.2
ema_cross_20_50,tendencia,CPFE3,2000-01-03,2026-09-10,1000.0,238.201,-761.799,-76.1799,67,70.5885,-38.4
ema_cross_20_50,tendencia,CPLE3,2000-01-03,2026-09-10,1000.0,4297.688,3297.688,329.7688,66,68.5701,-36.4508
ema_cross_20_50,tendencia,CSMG3,2006-02-08,2026-09-10,1000.0,5851.5729,4851.5729,485.1573,41,128.8615,-15.3146
ema_cross_20_50,tendencia,CSNA3,2000-01-03,2026-09-10,1000.0,60358.5517,59358.5517,5935.8552,57,670.3247,-29.4521
ema_cross_20_50,tendencia,CYRE3,2000-01-03,2026-09-10,1000.0,12710.3077,11710.3077,1171.0308,58,463.9345,-21.0526
ema_cross_20_50,tendencia,EGIE3,2002-03-01,2026-09-10,1000.0,2283.7403,1283.7403,128.374,67,93.6986,-10.0
ema_cross_20_50,tendencia,ENEV3,2007-12-14,2026-09-10,1000.0,11101.7881,10101.7881,1010.1788,36,205.4033,-22.8571
ema_cross_20_50,tendencia,ENGI11,2009-11-03,2026-09-10,1000.0,835.3284,-164.6716,-16.4672,46,31.2005,-15.3846
ema_cross_20_50,tendencia,EQTL3,2008-04-07,2026-09-10,1000.0,4943.162,3943.162,394.3162,39,51.9678,-29.8461
ema_cross_20_50,tendencia,GGBR4,2000-01-03,2026-09-10,1000.0,3277.2978,2277.2978,227.7298,58,118.2365,-37.9167
ema_cross_20_50,tendencia,GOAU4,2000-01-03,2026-09-10,1000.0,69593.7554,68593.7554,6859.3755,58,1211.0967,-18.7758
ema_cross_20_50,tendencia,HYPE3,2008-04-18,2026-09-10,1000.0,4747.8899,3747.8899,374.789,38,237.2781,-18.6764
ema_cross_20_50,tendencia,ITSA4,2000-01-03,2026-09-10,1000.0,7055.5761,6055.5761,605.5576,62,72.7749,-17.5824
ema_cross_20_50,tendencia,ITUB4,2000-12-21,2026-09-10,1000.0,2354.8501,1354.8501,135.485,63,51.8382,-19.5098
ema_cross_20_50,tendencia,KLBN11,2014-01-23,2026-09-10,1000.0,897.6011,-102.3989,-10.2399,32,75.3846,-12.081
ema_cross_20_50,tendencia,LREN3,2000-01-04,2026-09-10,1000.0,4563.4993,3563.4993,356.3499,46,251.2195,-22.4556
ema_cross_20_50,tendencia,MGLU3,2011-05-02,2026-09-10,1000.0,37096.1068,36096.1068,3609.6107,26,2331.4597,-25.4902
ema_cross_20_50,tendencia,MULT3,2007-07-27,2026-09-10,1000.0,2383.4571,1383.4571,138.3457,44,115.5,-15.9725
ema_cross_20_50,tendencia,PETR4,2000-01-03,2026-09-10,1000.0,2481.5709,1481.5709,148.1571,67,85.2564,-17.9141
ema_cross_20_50,tendencia,PSSA3,2004-11-22,2026-09-10,1000.0,3169.5638,2169.5638,216.9564,56,85.641,-11.9462
ema_cross_20_50,tendencia,RADL3,2000-01-06,2026-09-10,1000.0,1127294.4124,1126294.4124,112629.4412,49,1525.0159,-25.6637
ema_cross_20_50,tendencia,RAIL3,2015-04-02,2026-09-10,1000.0,1537.2893,537.2893,53.7289,27,65.0667,-17.3252
ema_cross_20_50,tendencia,RENT3,2005-05-23,2026-09-10,1000.0,12828.5241,11828.5241,1182.8524,45,182.5465,-19.2925
ema_cross_20_50,tendencia,SANB11,2009-10-07,2026-09-10,1000.0,1987.1895,987.1895,98.719,35,82.1656,-11.9844
ema_cross_20_50,tendencia,SBSP3,2000-01-03,2026-09-10,1000.0,7559.7788,6559.7788,655.9779,59,76.0086,-14.6001
ema_cross_20_50,tendencia,SMTO3,2007-02-12,2026-09-10,1000.0,394.1535,-605.8465,-60.5846,57,49.6129,-24.2187
ema_cross_20_50,tendencia,SUZB3,2004-08-05,2026-09-10,1000.0,243.3401,-756.6599,-75.666,23,90.0,-85.7143
ema_cross_20_50,tendencia,TOTS3,2006-03-09,2026-09-10,1000.0,3861.5526,2861.5526,286.1553,49,173.887,-18.7123
ema_cross_20_50,tendencia,UGPA3,2002-12-11,2026-09-10,1000.0,1230.197,230.197,23.0197,43,65.1492,-21.821
ema_cross_20_50,tendencia,USIM5,2000-01-03,2026-09-10,1000.0,57144.8249,56144.8249,5614.4825,54,520.2271,-27.4157
ema_cross_20_50,tendencia,VALE3,2000-01-03,2026-09-10,1000.0,16649.8756,15649.8756,1564.9876,64,81.773,-22.4552
ema_cross_20_50,tendencia,WEGE3,2000-01-03,2026-09-10,1000.0,58221.9429,57221.9429,5722.1943,51,278.7882,-11.4612
ema_cross_50_100,tendencia,ABEV3,2000-01-05,2026-09-10,1000.0,22866.7529,21866.7529,2186.6753,23,186.0446,-12.4333
ema_cross_50_100,tendencia,B3SA3,2007-10-26,2026-09-10,1000.0,638.6934,-361.3066,-36.1307,20,33.7143,-22.0906
ema_cross_50_100,tendencia,BBAS3,2000-01-03,2026-09-10,1000.0,1318.3608,318.3608,31.8361,33,84.1852,-22.2951
ema_cross_50_100,tendencia,BBDC4,2008-01-02,2026-09-10,1000.0,263.2866,-736.7134,-73.6713,25,30.1859,-33.4642
ema_cross_50_100,tendencia,BBSE3,2013-04-29,2026-09-10,1000.0,1221.7898,221.7898,22.179,14,40.0641,-15.8768
ema_cross_50_100,tendencia,BPAC11,2017-02-24,2026-09-10,1000.0,2095.3976,1095.3976,109.5398,10,63.781,-20.728
ema_cross_50_100,tendencia,BRAP4,2000-01-03,2026-09-10,1000.0,8642.379,7642.379,764.2379,27,247.1516,-18.7769
ema_cross_50_100,tendencia,CMIG4,2000-01-03,2026-09-10,1000.0,13.8589,-986.1411,-98.6141,35,50.5208,-96.3627
ema_cross_50_100,tendencia,CPFE3,2000-01-03,2026-09-10,1000.0,10383.876,9383.876,938.3876,24,3898.8323,-31.8183
ema_cross_50_100,tendencia,CPLE3,2000-01-03,2026-09-10,1000.0,4138.4752,3138.4752,313.8475,30,131.9486,-27.8688
ema_cross_50_100,tendencia,CSMG3,2006-02-08,2026-09-10,1000.0,3916.9887,2916.9887,291.6989,21,112.8578,-28.1841
ema_cross_50_100,tendencia,CSNA3,2000-01-03,2026-09-10,1000.0,7439.3853,6439.3853,643.9385,26,801.9899,-32.9825
ema_cross_50_100,tendencia,CYRE3,2000-01-03,2026-09-10,1000.0,4983.3318,3983.3318,398.3332,27,552.6316,-21.1016
ema_cross_50_100,tendencia,EGIE3,2002-03-01,2026-09-10,1000.0,1381.3943,381.3943,38.1394,39,93.4884,-13.3005
ema_cross_50_100,tendencia,ENEV3,2007-12-14,2026-09-10,1000.0,3907.3019,2907.3019,290.7302,18,158.7135,-30.7712
ema_cross_50_100,tendencia,ENGI11,2009-11-03,2026-09-10,1000.0,650.0087,-349.9913,-34.9991,29,44.6213,-15.3846
ema_cross_50_100,tendencia,EQTL3,2008-04-07,2026-09-10,1000.0,2821.6911,1821.6911,182.1691,17,50.6211,-32.9958
ema_cross_50_100,tendencia,GGBR4,2000-01-03,2026-09-10,1000.0,4557.6691,3557.6691,355.7669,25,158.1006,-42.4837
ema_cross_50_100,tendencia,GOAU4,2000-01-03,2026-09-10,1000.0,47466.0622,46466.0622,4646.6062,23,1968.9655,-31.0811
ema_cross_50_100,tendencia,HYPE3,2008-04-18,2026-09-10,1000.0,2115.4602,1115.4602,111.546,19,184.5414,-12.7815
ema_cross_50_100,tendencia,ITSA4,2000-01-03,2026-09-10,1000.0,2263.0873,1263.0873,126.3087,32,106.3844,-20.517
ema_cross_50_100,tendencia,ITUB4,2000-12-21,2026-09-10,1000.0,1586.9441,586.9441,58.6944,35,86.2801,-19.0283
ema_cross_50_100,tendencia,KLBN11,2014-01-23,2026-09-10,1000.0,598.1177,-401.8823,-40.1882,15,54.8183,-23.627
ema_cross_50_100,tendencia,LREN3,2000-01-04,2026-09-10,1000.0,163.4944,-836.5056,-83.6506,26,122.5806,-99.7092
ema_cross_50_100,tendencia,MGLU3,2011-05-02,2026-09-10,1000.0,21335.3782,20335.3782,2033.5378,11,9234.3901,-31.9549
ema_cross_50_100,tendencia,MULT3,2007-07-27,2026-09-10,1000.0,1218.3806,218.3806,21.8381,20,125.3378,-30.1062
ema_cross_50_100,tendencia,PETR4,2000-01-03,2026-09-10,1000.0,952.5635,-47.4365,-4.7436,34,115.2009,-25.7826
ema_cross_50_100,tendencia,PSSA3,2004-11-22,2026-09-10,1000.0,5363.949,4363.949,436.3949,23,195.8257,-19.4196
ema_cross_50_100,tendencia,RADL3,2000-01-06,2026-09-10,1000.0,986331.1487,985331.1487,98533.1149,21,1464.7292,-17.3623
ema_cross_50_100,tendencia,RAIL3,2015-04-02,2026-09-10,1000.0,1916.4298,916.4298,91.643,11,346.0744,-15.7222
ema_cross_50_100,tendencia,RENT3,2005-05-23,2026-09-10,1000.0,2550.773,1550.773,155.0773,25,209.066,-21.2905
ema_cross_50_100,tendencia,SANB11,2009-10-07,2026-09-10,1000.0,639.1582,-360.8418,-36.0842,19,46.1408,-13.3351
ema_cross_50_100,tendencia,SBSP3,2000-01-03,2026-09-10,1000.0,4341.086,3341.086,334.1086,30,154.7562,-21.4779
ema_cross_50_100,tendencia,SMTO3,2007-02-12,2026-09-10,1000.0,569.4434,-430.5566,-43.0557,25,46.2844,-24.0626
ema_cross_50_100,tendencia,SUZB3,2004-08-05,2026-09-10,1000.0,131.932,-868.068,-86.8068,14,79.6116,-86.5229
ema_cross_50_100,tendencia,TOTS3,2006-03-09,2026-09-10,1000.0,3336.3101,2336.3101,233.631,21,228.6814,-28.0867
ema_cross_50_100,tendencia,UGPA3,2002-12-11,2026-09-10,1000.0,1134.5947,134.5947,13.4595,20,86.2711,-30.2644
ema_cross_50_100,tendencia,USIM5,2000-01-03,2026-09-10,1000.0,21885.4453,20885.4453,2088.5445,23,361.9125,-30.1826
ema_cross_50_100,tendencia,VALE3,2000-01-03,2026-09-10,1000.0,18373.6355,17373.6355,1737.3636,23,86.0774,-19.996
ema_cross_50_100,tendencia,WEGE3,2000-01-03,2026-09-10,1000.0,100045.0025,99045.0025,9904.5002,25,290.5983,-15.4658
ema_cross_5_20,tendencia,ABEV3,2000-01-05,2026-09-10,1000.0,5692.4699,4692.4699,469.247,218,86.868,-10.4915
ema_cross_5_20,tendencia,B3SA3,2007-10-26,2026-09-10,1000.0,1846.4947,846.4947,84.6495,143,62.5,-13.5678
ema_cross_5_20,tendencia,BBAS3,2000-01-03,2026-09-10,1000.0,8557.6443,7557.6443,755.7644,194,49.8958,-15.3731
ema_cross_5_20,tendencia,BBDC4,2008-01-02,2026-09-10,1000.0,744.0877,-255.9123,-25.5912,144,44.7338,-20.6296
ema_cross_5_20,tendencia,BBSE3,2013-04-29,2026-09-10,1000.0,1210.0191,210.0191,21.0019,99,39.0254,-9.6774
