strategy,family,year,is_full_year,mean_return_pct,median_return_pct,tickers
donchian_breakout_40_20,rompimento,2021,True,-8.7915,-8.0366,40
donchian_breakout_40_20,rompimento,2022,True,-7.834,-8.4219,40
donchian_breakout_40_20,rompimento,2023,True,8.6946,7.3996,40
donchian_breakout_40_20,rompimento,2024,True,-9.9037,-10.2762,40
donchian_breakout_40_20,rompimento,2025,True,7.306,6.1965,40
donchian_breakout_40_20,rompimento,2026,False,-1.7433,-4.493,40
donchian_breakout_55_20,rompimento,2017,False,6.5113,1.475,40
donchian_breakout_55_20,rompimento,2018,True,11.1892,9.4875,40
donchian_breakout_55_20,rompimento,2019,True,22.0941,14.282,40
donchian_breakout_55_20,rompimento,2020,True,17.7284,2.7443,40
donchian_breakout_55_20,rompimento,2021,True,-9.7511,-8.9176,40
donchian_breakout_55_20,rompimento,2022,True,-8.3538,-11.1216,40
donchian_breakout_55_20,rompimento,2023,True,6.296,3.5577,40
donchian_breakout_55_20,rompimento,2024,True,-8.7029,-10.3528,40
donchian_breakout_55_20,rompimento,2025,True,8.0164,3.9547,40
donchian_breakout_55_20,rompimento,2026,False,0.6027,-0.7703,40
donchian_breakout_55_20_trend100,rompimento,2017,False,6.4246,1.475,40
donchian_breakout_55_20_trend100,rompimento,2018,True,11.1868,9.4875,40
donchian_breakout_55_20_trend100,rompimento,2019,True,22.0989,14.282,40
donchian_breakout_55_20_trend100,rompimento,2020,True,17.3965,2.5114,40
donchian_breakout_55_20_trend100,rompimento,2021,True,-9.8357,-8.9176,40
donchian_breakout_55_20_trend100,rompimento,2022,True,-8.5659,-11.1064,40
donchian_breakout_55_20_trend100,rompimento,2023,True,6.4712,3.8196,40
donchian_breakout_55_20_trend100,rompimento,2024,True,-8.0161,-9.2796,40
donchian_breakout_55_20_trend100,rompimento,2025,True,8.0224,3.9547,40
donchian_breakout_55_20_trend100,rompimento,2026,False,1.0664,0.0,40
donchian_breakout_55_20_trend200,rompimento,2017,False,4.6634,-1.6755,40
donchian_breakout_55_20_trend200,rompimento,2018,True,10.0043,7.8013,40
donchian_breakout_55_20_trend200,rompimento,2019,True,21.2899,10.6596,40
donchian_breakout_55_20_trend200,rompimento,2020,True,16.5261,4.3393,40
donchian_breakout_55_20_trend200,rompimento,2021,True,-9.1491,-8.7159,40
donchian_breakout_55_20_trend200,rompimento,2022,True,-9.4262,-11.4377,40
donchian_breakout_55_20_trend200,rompimento,2023,True,6.7674,4.2005,40
donchian_breakout_55_20_trend200,rompimento,2024,True,-8.0166,-8.4155,40
donchian_breakout_55_20_trend200,rompimento,2025,True,8.0637,5.0842,40
donchian_breakout_55_20_trend200,rompimento,2026,False,0.6865,0.0,40
ema_cross_100_200,tendencia,2017,False,13.0942,5.7625,40
ema_cross_100_200,tendencia,2018,True,6.9653,-1.2839,40
ema_cross_100_200,tendencia,2019,True,40.4102,27.7806,40
ema_cross_100_200,tendencia,2020,True,-5.5925,-17.4897,40
ema_cross_100_200,tendencia,2021,True,-11.0205,-12.7673,40
ema_cross_100_200,tendencia,2022,True,-6.6021,-6.6315,40
ema_cross_100_200,tendencia,2023,True,7.2704,3.0875,40
ema_cross_100_200,tendencia,2024,True,-9.059,-11.4385,40
ema_cross_100_200,tendencia,2025,True,9.5086,3.3697,40
ema_cross_100_200,tendencia,2026,False,3.2155,0.0,40
ema_cross_10_30,tendencia,2017,False,12.0853,3.8382,40
ema_cross_10_30,tendencia,2018,True,20.2348,16.4649,40
ema_cross_10_30,tendencia,2019,True,29.3792,17.2569,40
ema_cross_10_30,tendencia,2020,True,29.4796,21.4561,40
ema_cross_10_30,tendencia,2021,True,-8.8016,-11.1752,40
ema_cross_10_30,tendencia,2022,True,-5.2634,-8.6541,40
ema_cross_10_30,tendencia,2023,True,13.6687,13.0875,40
ema_cross_10_30,tendencia,2024,True,-12.0759,-10.4937,40
ema_cross_10_30,tendencia,2025,True,12.7293,9.5676,40
ema_cross_10_30,tendencia,2026,False,3.1055,-1.8012,40
ema_cross_20_50,tendencia,2017,False,10.2246,0.0724,40
ema_cross_20_50,tendencia,2018,True,14.9036,13.1703,40
ema_cross_20_50,tendencia,2019,True,33.3394,21.3092,40
ema_cross_20_50,tendencia,2020,True,12.6195,-0.426,40
ema_cross_20_50,tendencia,2021,True,-8.5934,-9.2816,40
ema_cross_20_50,tendencia,2022,True,-7.6643,-12.9302,40
ema_cross_20_50,tendencia,2023,True,7.6566,7.6015,40
ema_cross_20_50,tendencia,2024,True,-13.7366,-12.9679,40
ema_cross_20_50,tendencia,2025,True,12.6662,10.6027,40
ema_cross_20_50,tendencia,2026,False,-1.3769,-4.6801,40
ema_cross_50_100,tendencia,2017,False,9.0392,0.4975,40
ema_cross_50_100,tendencia,2018,True,7.6555,4.6567,40
ema_cross_50_100,tendencia,2019,True,41.5839,29.6034,40
ema_cross_50_100,tendencia,2020,True,-7.7779,-17.304,40
ema_cross_50_100,tendencia,2021,True,-10.1156,-11.0734,40
ema_cross_50_100,tendencia,2022,True,-10.041,-12.4578,40
ema_cross_50_100,tendencia,2023,True,6.164,4.5791,40
ema_cross_50_100,tendencia,2024,True,-12.308,-13.8967,40
ema_cross_50_100,tendencia,2025,True,12.2679,13.4184,40
ema_cross_50_100,tendencia,2026,False,0.9991,-3.171,40
ema_cross_5_20,tendencia,2017,False,9.2022,4.7666,40
ema_cross_5_20,tendencia,2018,True,19.9945,16.6898,40
ema_cross_5_20,tendencia,2019,True,27.2012,17.8584,40
ema_cross_5_20,tendencia,2020,True,32.7661,15.9077,40
ema_cross_5_20,tendencia,2021,True,-8.1237,-10.4683,40
ema_cross_5_20,tendencia,2022,True,-2.0816,-2.8608,40
ema_cross_5_20,tendencia,2023,True,12.9364,7.1784,40
ema_cross_5_20,tendencia,2024,True,-11.2182,-10.451,40
ema_cross_5_20,tendencia,2025,True,13.5166,14.545,40
ema_cross_5_20,tendencia,2026,False,8.9119,6.2013,40
macd_10_30_9,tendencia,2017,False,11.6299,5.119,40
macd_10_30_9,tendencia,2018,True,16.8524,10.804,40
macd_10_30_9,tendencia,2019,True,17.5458,10.7482,40
macd_10_30_9,tendencia,2020,True,21.8031,14.5687,40
macd_10_30_9,tendencia,2021,True,-8.5577,-9.9189,40
macd_10_30_9,tendencia,2022,True,3.4108,4.9888,40
macd_10_30_9,tendencia,2023,True,5.8106,3.8769,40
macd_10_30_9,tendencia,2024,True,-10.1669,-12.3342,40
macd_10_30_9,tendencia,2025,True,20.6724,19.1377,40
macd_10_30_9,tendencia,2026,False,16.7693,13.8582,40
macd_12_26_12,tendencia,2017,False,10.6264,5.1415,40
macd_12_26_12,tendencia,2018,True,16.8294,15.8164,40
macd_12_26_12,tendencia,2019,True,16.7996,10.8178,40
macd_12_26_12,tendencia,2020,True,31.8354,23.5139,40
macd_12_26_12,tendencia,2021,True,-6.0944,-8.2284,40
macd_12_26_12,tendencia,2022,True,3.8201,5.7988,40
macd_12_26_12,tendencia,2023,True,8.0146,5.2837,40
macd_12_26_12,tendencia,2024,True,-10.3695,-13.1407,40
macd_12_26_12,tendencia,2025,True,19.0981,18.1124,40
macd_12_26_12,tendencia,2026,False,17.6629,14.9602,40
macd_12_26_5,tendencia,2017,False,11.2701,1.978,40
macd_12_26_5,tendencia,2018,True,12.0457,9.723,40
macd_12_26_5,tendencia,2019,True,16.8058,11.9548,40
macd_12_26_5,tendencia,2020,True,17.4582,16.2632,40
macd_12_26_5,tendencia,2021,True,-7.686,-9.5788,40
macd_12_26_5,tendencia,2022,True,2.1362,5.2435,40
macd_12_26_5,tendencia,2023,True,5.8342,3.6705,40
macd_12_26_5,tendencia,2024,True,-9.5461,-12.5161,40
macd_12_26_5,tendencia,2025,True,18.555,10.9617,40
macd_12_26_5,tendencia,2026,False,19.2386,13.3936,40
macd_12_26_9_trend100,tendencia,2017,False,6.484,-2.4121,40
macd_12_26_9_trend100,tendencia,2018,True,7.9849,5.6287,40
macd_12_26_9_trend100,tendencia,2019,True,10.8279,2.8676,40
macd_12_26_9_trend100,tendencia,2020,True,3.1795,-4.0762,40
macd_12_26_9_trend100,tendencia,2021,True,-2.8129,-5.0841,40
macd_12_26_9_trend100,tendencia,2022,True,-4.6041,-4.5034,40
macd_12_26_9_trend100,tendencia,2023,True,2.9721,3.4217,40
macd_12_26_9_trend100,tendencia,2024,True,-6.2459,-7.5429,40
macd_12_26_9_trend100,tendencia,2025,True,7.7251,5.2105,40
macd_12_26_9_trend100,tendencia,2026,False,11.3902,8.6606,40
macd_12_26_9_trend200,tendencia,2017,False,4.7433,-2.981,40
macd_12_26_9_trend200,tendencia,2018,True,3.9834,2.1212,40
macd_12_26_9_trend200,tendencia,2019,True,11.1361,2.8291,40
macd_12_26_9_trend200,tendencia,2020,True,4.5711,-0.512,40
macd_12_26_9_trend200,tendencia,2021,True,-1.7111,-2.9445,40
macd_12_26_9_trend200,tendencia,2022,True,-5.5783,-8.0808,40
macd_12_26_9_trend200,tendencia,2023,True,-0.3787,-0.6665,40
macd_12_26_9_trend200,tendencia,2024,True,-6.7795,-7.3928,40
macd_12_26_9_trend200,tendencia,2025,True,9.7893,6.0875,40
macd_12_26_9_trend200,tendencia,2026,False,12.542,6.7507,40
macd_12_26_9_trend50,tendencia,2017,False,8.2654,2.4534,40
macd_12_26_9_trend50,tendencia,2018,True,9.8523,8.7214,40
macd_12_26_9_trend50,tendencia,2019,True,12.0407,6.1267,40
macd_12_26_9_trend50,tendencia,2020,True,14.2757,10.5317,40
macd_12_26_9_trend50,tendencia,2021,True,-3.9865,-6.9356,40
macd_12_26_9_trend50,tendencia,2022,True,-4.989,-4.001,40
macd_12_26_9_trend50,tendencia,2023,True,9.1934,5.0256,40
macd_12_26_9_trend50,tendencia,2024,True,-7.9484,-7.829,40
macd_12_26_9_trend50,tendencia,2025,True,8.5839,4.7726,40
macd_12_26_9_trend50,tendencia,2026,False,10.2896,7.6762,40
macd_19_39_9,tendencia,2017,False,13.4246,8.3245,40
macd_19_39_9,tendencia,2018,True,21.1646,18.0983,40
macd_19_39_9,tendencia,2019,True,21.2505,16.8042,40
macd_19_39_9,tendencia,2020,True,36.3717,22.4641,40
macd_19_39_9,tendencia,2021,True,-7.7331,-12.4224,40
macd_19_39_9,tendencia,2022,True,0.8986,2.1985,40
macd_19_39_9,tendencia,2023,True,12.643,7.0016,40
macd_19_39_9,tendencia,2024,True,-10.7611,-12.4512,40
macd_19_39_9,tendencia,2025,True,15.1754,16.22,40
macd_19_39_9,tendencia,2026,False,13.9102,9.9639,40
macd_24_52_18,tendencia,2017,False,17.4083,12.6218,40
macd_24_52_18,tendencia,2018,True,23.0859,11.453,40
macd_24_52_18,tendencia,2019,True,22.0886,19.9181,40
macd_24_52_18,tendencia,2020,True,43.09,34.1959,40
macd_24_52_18,tendencia,2021,True,-9.7235,-10.2159,40
macd_24_52_18,tendencia,2022,True,-1.2927,-2.6187,40
macd_24_52_18,tendencia,2023,True,16.5509,12.5584,40
macd_24_52_18,tendencia,2024,True,-7.9265,-10.0133,40
macd_24_52_18,tendencia,2025,True,16.6218,15.8924,40
macd_24_52_18,tendencia,2026,False,4.9254,0.2596,40
macd_5_35_5,tendencia,2017,False,6.23,-0.6561,40
macd_5_35_5,tendencia,2018,True,7.8771,3.7717,40
macd_5_35_5,tendencia,2019,True,15.247,7.9624,40
macd_5_35_5,tendencia,2020,True,10.2947,-0.8965,40
macd_5_35_5,tendencia,2021,True,-8.3808,-7.5666,40
macd_5_35_5,tendencia,2022,True,2.7875,5.7526,40
macd_5_35_5,tendencia,2023,True,5.8846,2.5568,40
macd_5_35_5,tendencia,2024,True,-10.6132,-12.4022,40
macd_5_35_5,tendencia,2025,True,16.3119,14.4245,40
macd_5_35_5,tendencia,2026,False,18.4845,16.3322,40
macd_8_17_9,tendencia,2017,False,7.0352,2.2221,40
macd_8_17_9,tendencia,2018,True,10.0971,7.5738,40
macd_8_17_9,tendencia,2019,True,15.1056,9.268,40
macd_8_17_9,tendencia,2020,True,13.3733,7.1141,40
macd_8_17_9,tendencia,2021,True,-8.2318,-10.3147,40
macd_8_17_9,tendencia,2022,True,2.4814,6.1089,40
macd_8_17_9,tendencia,2023,True,5.2358,4.7554,40
macd_8_17_9,tendencia,2024,True,-10.7342,-11.9693,40
macd_8_17_9,tendencia,2025,True,17.9233,14.8,40
macd_8_17_9,tendencia,2026,False,17.941,12.9068,40
rsi14_reversion_25_60,reversao,2017,False,-0.7468,0.0,40
rsi14_reversion_25_60,reversao,2018,True,-0.9669,0.0,40
rsi14_reversion_25_60,reversao,2019,True,2.4549,0.0,40
rsi14_reversion_25_60,reversao,2020,True,-5.4807,0.0,40
rsi14_reversion_25_60,reversao,2021,True,1.0044,0.0,40
rsi14_reversion_25_60,reversao,2022,True,3.3582,0.0,40
rsi14_reversion_25_60,reversao,2023,True,1.5622,0.0,40
rsi14_reversion_25_60,reversao,2024,True,-1.211,0.0,40
rsi14_reversion_25_60,reversao,2025,True,1.0527,0.0,40
rsi14_reversion_25_60,reversao,2026,False,3.008,0.0,40
rsi14_reversion_30_70_trend200,reversao,2017,False,-0.4105,0.0,40
rsi14_reversion_30_70_trend200,reversao,2018,True,-1.8632,0.0,40
rsi14_reversion_30_70_trend200,reversao,2019,True,1.3557,0.0,40
rsi14_reversion_30_70_trend200,reversao,2020,True,-2.3622,0.0,40
rsi14_reversion_30_70_trend200,reversao,2021,True,0.5785,0.0,40
rsi14_reversion_30_70_trend200,reversao,2022,True,-0.2556,0.0,40
rsi14_reversion_30_70_trend200,reversao,2023,True,-0.7354,0.0,40
rsi14_reversion_30_70_trend200,reversao,2024,True,0.3672,0.0,40
rsi14_reversion_30_70_trend200,reversao,2025,True,0.2794,0.0,40
rsi14_reversion_30_70_trend200,reversao,2026,False,-0.0066,0.0,40
rsi2_reversion_10_70,reversao,2017,False,8.9629,8.5291,40
rsi2_reversion_10_70,reversao,2018,True,9.8287,7.6886,40
rsi2_reversion_10_70,reversao,2019,True,12.8745,11.9028,40
rsi2_reversion_10_70,reversao,2020,True,-6.4742,-4.9132,40
rsi2_reversion_10_70,reversao,2021,True,-0.7141,-0.8916,40
rsi2_reversion_10_70,reversao,2022,True,2.125,4.269,40
rsi2_reversion_10_70,reversao,2023,True,10.5471,11.2435,40
rsi2_reversion_10_70,reversao,2024,True,-1.9808,-0.3213,40
rsi2_reversion_10_70,reversao,2025,True,3.8396,2.7457,40
rsi2_reversion_10_70,reversao,2026,False,-7.2529,-6.2314,40
rsi2_reversion_5_70,reversao,2017,False,4.2446,2.7486,40
rsi2_reversion_5_70,reversao,2018,True,6.8674,8.9764,40
rsi2_reversion_5_70,reversao,2019,True,8.8132,9.0373,40
rsi2_reversion_5_70,reversao,2020,True,-9.1815,-8.4964,40
rsi2_reversion_5_70,reversao,2021,True,0.3553,-0.1672,40
rsi2_reversion_5_70,reversao,2022,True,2.2642,3.8435,40
rsi2_reversion_5_70,reversao,2023,True,4.0823,3.2237,40
rsi2_reversion_5_70,reversao,2024,True,-0.1584,-0.5867,40
rsi2_reversion_5_70,reversao,2025,True,1.9204,1.3404,40
rsi2_reversion_5_70,reversao,2026,False,-7.5174,-6.9322,40
rsi2_reversion_5_70_trend100,reversao,2017,False,4.3206,3.9707,40
rsi2_reversion_5_70_trend100,reversao,2018,True,3.2301,3.0738,40
rsi2_reversion_5_70_trend100,reversao,2019,True,4.9842,4.5318,40
rsi2_reversion_5_70_trend100,reversao,2020,True,1.8725,1.3861,40
rsi2_reversion_5_70_trend100,reversao,2021,True,-1.7778,-0.8536,40
rsi2_reversion_5_70_trend100,reversao,2022,True,0.1814,-0.217,40
rsi2_reversion_5_70_trend100,reversao,2023,True,1.1897,0.2432,40
rsi2_reversion_5_70_trend100,reversao,2024,True,-0.8157,-0.9955,40
rsi2_reversion_5_70_trend100,reversao,2025,True,1.0776,0.7105,40
rsi2_reversion_5_70_trend100,reversao,2026,False,-4.4727,-3.9879,40
rsi2_reversion_5_70_trend200,reversao,2017,False,3.0544,1.3185,40
rsi2_reversion_5_70_trend200,reversao,2018,True,2.1208,2.027,40
rsi2_reversion_5_70_trend200,reversao,2019,True,7.0942,5.3084,40
rsi2_reversion_5_70_trend200,reversao,2020,True,1.0243,1.4025,40
rsi2_reversion_5_70_trend200,reversao,2021,True,0.2316,0.0,40
rsi2_reversion_5_70_trend200,reversao,2022,True,2.0246,0.0,40
rsi2_reversion_5_70_trend200,reversao,2023,True,2.0303,1.5557,40
rsi2_reversion_5_70_trend200,reversao,2024,True,-0.7887,-0.9213,40
rsi2_reversion_5_70_trend200,reversao,2025,True,0.3875,0.0,40
rsi2_reversion_5_70_trend200,reversao,2026,False,-5.3589,-4.1429,40
rsi3_reversion_15_70,reversao,2017,False,5.1046,5.7448,40
rsi3_reversion_15_70,reversao,2018,True,6.2297,7.095,40
rsi3_reversion_15_70,reversao,2019,True,12.7924,12.4558,40
rsi3_reversion_15_70,reversao,2020,True,-13.4412,-18.0785,40
rsi3_reversion_15_70,reversao,2021,True,0.5309,1.1737,40
rsi3_reversion_15_70,reversao,2022,True,3.206,3.5244,40
rsi3_reversion_15_70,reversao,2023,True,7.6304,4.4844,40
rsi3_reversion_15_70,reversao,2024,True,-1.2969,0.2716,40
rsi3_reversion_15_70,reversao,2025,True,2.9371,5.6511,40
rsi3_reversion_15_70,reversao,2026,False,-6.496,-5.2811,40
rsi5_reversion_20_65,reversao,2017,False,1.7986,2.545,40
rsi5_reversion_20_65,reversao,2018,True,1.4141,0.3373,40
rsi5_reversion_20_65,reversao,2019,True,7.6785,7.9636,40
rsi5_reversion_20_65,reversao,2020,True,-14.8466,-13.7018,40
rsi5_reversion_20_65,reversao,2021,True,-0.8749,-2.3033,40
rsi5_reversion_20_65,reversao,2022,True,4.098,3.9385,40
rsi5_reversion_20_65,reversao,2023,True,4.7401,4.1444,40
rsi5_reversion_20_65,reversao,2024,True,-3.6641,-0.3787,40
rsi5_reversion_20_65,reversao,2025,True,5.6057,3.6863,40
rsi5_reversion_20_65,reversao,2026,False,-1.2267,-2.8059,40
rsi5_reversion_20_65_trend100,reversao,2017,False,1.14,0.0003,40
rsi5_reversion_20_65_trend100,reversao,2018,True,2.0346,0.0,40
rsi5_reversion_20_65_trend100,reversao,2019,True,1.7763,0.658,40
rsi5_reversion_20_65_trend100,reversao,2020,True,-7.1782,-0.6426,40
rsi5_reversion_20_65_trend100,reversao,2021,True,-1.3263,0.0,40
rsi5_reversion_20_65_trend100,reversao,2022,True,-1.4625,0.0,40
rsi5_reversion_20_65_trend100,reversao,2023,True,0.0291,0.0,40
rsi5_reversion_20_65_trend100,reversao,2024,True,-1.9155,-0.2144,40
rsi5_reversion_20_65_trend100,reversao,2025,True,0.9464,0.0,40
rsi5_reversion_20_65_trend100,reversao,2026,False,-1.7013,0.0,40
rsi7_reversion_25_65,reversao,2017,False,0.5802,1.7843,40
rsi7_reversion_25_65,reversao,2018,True,0.2242,-0.6715,40
rsi7_reversion_25_65,reversao,2019,True,7.7466,6.5202,40
rsi7_reversion_25_65,reversao,2020,True,-14.8481,-18.7078,40
rsi7_reversion_25_65,reversao,2021,True,0.485,1.6353,40
rsi7_reversion_25_65,reversao,2022,True,8.5219,9.3753,40
rsi7_reversion_25_65,reversao,2023,True,4.9546,6.421,40
rsi7_reversion_25_65,reversao,2024,True,-2.8632,-4.034,40
rsi7_reversion_25_65,reversao,2025,True,3.3494,2.8232,40
rsi7_reversion_25_65,reversao,2026,False,3.7711,3.2728,40
sma_cross_100_200,tendencia,2017,False,11.0385,6.7603,40
sma_cross_100_200,tendencia,2018,True,5.4708,2.0254,40
sma_cross_100_200,tendencia,2019,True,37.7321,27.8749,40
sma_cross_100_200,tendencia,2020,True,-0.931,-9.785,40
sma_cross_100_200,tendencia,2021,True,-9.9872,-11.4416,40
sma_cross_100_200,tendencia,2022,True,-1.4008,-1.9336,40
sma_cross_100_200,tendencia,2023,True,3.1769,-0.7306,40
sma_cross_100_200,tendencia,2024,True,-9.5329,-10.2133,40
sma_cross_100_200,tendencia,2025,True,8.3379,4.4605,40
sma_cross_100_200,tendencia,2026,False,2.4514,0.0569,40
sma_cross_10_50,tendencia,2017,False,12.9199,4.9577,40
sma_cross_10_50,tendencia,2018,True,17.3345,15.2792,40
sma_cross_10_50,tendencia,2019,True,29.9827,19.5157,40
sma_cross_10_50,tendencia,2020,True,35.7578,25.8525,40
sma_cross_10_50,tendencia,2021,True,-8.3265,-10.8842,40
sma_cross_10_50,tendencia,2022,True,-8.3365,-12.1231,40
sma_cross_10_50,tendencia,2023,True,11.7666,10.4728,40
sma_cross_10_50,tendencia,2024,True,-12.2829,-11.9083,40
sma_cross_10_50,tendencia,2025,True,12.9723,14.8487,40
sma_cross_10_50,tendencia,2026,False,-1.4585,-4.8557,40
sma_cross_20_100,tendencia,2017,False,8.054,0.3472,40
sma_cross_20_100,tendencia,2018,True,12.2246,10.94,40
sma_cross_20_100,tendencia,2019,True,35.8216,15.0983,40
sma_cross_20_100,tendencia,2020,True,-3.6694,-14.1855,40
sma_cross_20_100,tendencia,2021,True,-8.978,-13.1543,40
sma_cross_20_100,tendencia,2022,True,-11.8721,-14.3526,40
sma_cross_20_100,tendencia,2023,True,10.3057,7.2929,40
sma_cross_20_100,tendencia,2024,True,-12.2516,-13.2337,40
sma_cross_20_100,tendencia,2025,True,14.8793,14.5049,40
sma_cross_20_100,tendencia,2026,False,-1.0595,-0.4217,40
sma_cross_50_100,tendencia,2017,False,5.952,-3.5147,40
sma_cross_50_100,tendencia,2018,True,9.1218,7.3351,40
sma_cross_50_100,tendencia,2019,True,34.2122,16.1721,40
sma_cross_50_100,tendencia,2020,True,-15.1058,-22.6154,40
sma_cross_50_100,tendencia,2021,True,-8.2067,-9.4973,40
sma_cross_50_100,tendencia,2022,True,-7.4905,-12.3844,40
sma_cross_50_100,tendencia,2023,True,3.6228,-1.7686,40
sma_cross_50_100,tendencia,2024,True,-11.5005,-13.9486,40
sma_cross_50_100,tendencia,2025,True,15.1945,15.1784,40
sma_cross_50_100,tendencia,2026,False,3.1177,1.9876,40
sma_cross_5_20,tendencia,2017,False,10.7869,2.8224,40
sma_cross_5_20,tendencia,2018,True,23.4531,19.7299,40
sma_cross_5_20,tendencia,2019,True,25.1882,18.577,40
sma_cross_5_20,tendencia,2020,True,29.7313,16.2596,40
sma_cross_5_20,tendencia,2021,True,-7.5609,-13.1457,40
sma_cross_5_20,tendencia,2022,True,-0.9476,0.6001,40
sma_cross_5_20,tendencia,2023,True,10.1922,5.9368,40
sma_cross_5_20,tendencia,2024,True,-10.0759,-10.2696,40
sma_cross_5_20,tendencia,2025,True,15.4217,11.3339,40
sma_cross_5_20,tendencia,2026,False,8.5292,5.5502,40
