signal_strategy,decision_date,execution_date,uptrend_count,uptrend_tickers,management_eligible_count,management_eligible_tickers,selected_ticker,selected_score
macd_12_26_9_trend50,2026-03-31,2026-04-01,14,B3SA3;CMIG4;CPLE3;CSMG3;EGIE3;ENEV3;ITSA4;PETR4;PSSA3;SBSP3;SMTO3;UGPA3;USIM5;WEGE3,10,B3SA3;CMIG4;CPLE3;CSMG3;ENEV3;PETR4;SBSP3;SMTO3;UGPA3;WEGE3,PETR4,0.8089362186273067
macd_12_26_9_trend50,2026-04-30,2026-05-04,3,GGBR4;GOAU4;USIM5,3,GGBR4;GOAU4;USIM5,GGBR4,0.885679262000601
macd_12_26_9_trend50,2026-05-29,2026-06-01,6,ABEV3;BBSE3;CSNA3;LREN3;USIM5;VALE3,2,ABEV3;USIM5,USIM5,0.5797034815473884
macd_12_26_9_trend50,2026-06-30,2026-07-01,10,BBSE3;CSMG3;CYRE3;EGIE3;ENEV3;ITSA4;ITUB4;LREN3;PSSA3;WEGE3,8,BBSE3;CSMG3;EGIE3;ENEV3;ITSA4;ITUB4;PSSA3;WEGE3,BBSE3,0.710263417307997
macd_12_26_9_trend50,2026-07-31,2026-08-03,14,B3SA3;BBAS3;CMIG4;GGBR4;GOAU4;HYPE3;KLBN11;PETR4;RADL3;RAIL3;SANB11;SUZB3;TOTS3;WEGE3,4,GGBR4;GOAU4;PETR4;WEGE3,GGBR4,0.7908636329846799
macd_12_26_9_trend50,2026-08-31,2026-09-01,21,B3SA3;BBAS3;BBSE3;BPAC11;BRAP4;CPLE3;CSNA3;CYRE3;ENEV3;ENGI11;HYPE3;KLBN11;MGLU3;PETR4;RADL3;RAIL3;SMTO3;SUZB3;TOTS3;VALE3;WEGE3,8,B3SA3;CPLE3;ENEV3;KLBN11;PETR4;RAIL3;SMTO3;WEGE3,SMTO3,0.7685276251712629
macd_12_26_9_trend100,2017-02-24,2017-03-01,14,ABEV3;BBAS3;BBDC4;CMIG4;CPLE3;CSMG3;ENEV3;ENGI11;EQTL3;ITSA4;LREN3;MGLU3;PSSA3;WEGE3,13,BBAS3;BBDC4;CMIG4;CPLE3;CSMG3;ENEV3;ENGI11;EQTL3;ITSA4;LREN3;MGLU3;PSSA3;WEGE3,MGLU3,0.9538980649878059
macd_12_26_9_trend100,2017-03-31,2017-04-03,12,ABEV3;B3SA3;BBDC4;CPFE3;ENEV3;EQTL3;HYPE3;LREN3;MULT3;SBSP3;UGPA3;WEGE3,8,ABEV3;B3SA3;CPFE3;ENEV3;HYPE3;LREN3;MULT3;UGPA3,UGPA3,0.6228271803010991
macd_12_26_9_trend100,2017-04-28,2017-05-02,13,ABEV3;BBAS3;BBDC4;BBSE3;BRAP4;CPFE3;HYPE3;ITSA4;ITUB4;MGLU3;RADL3;RENT3;WEGE3,9,BBDC4;CPFE3;HYPE3;ITSA4;ITUB4;MGLU3;RADL3;RENT3;WEGE3,RADL3,0.901621247861337
macd_12_26_9_trend100,2017-05-31,2017-06-01,5,CPFE3;KLBN11;PSSA3;RADL3;TOTS3,5,CPFE3;KLBN11;PSSA3;RADL3;TOTS3,PSSA3,0.32927819929402125
macd_12_26_9_trend100,2017-06-30,2017-07-03,11,ABEV3;B3SA3;BRAP4;CPFE3;ENGI11;LREN3;RAIL3;RENT3;SBSP3;USIM5;VALE3,10,B3SA3;BRAP4;CPFE3;ENGI11;LREN3;RAIL3;RENT3;SBSP3;USIM5;VALE3,CPFE3,0.6265102058738158
macd_12_26_9_trend100,2017-07-31,2017-08-01,16,ABEV3;BBDC4;BRAP4;CYRE3;ENEV3;ENGI11;EQTL3;LREN3;MGLU3;MULT3;PSSA3;RAIL3;RENT3;SMTO3;TOTS3;VALE3,14,ABEV3;BBDC4;BRAP4;ENEV3;ENGI11;EQTL3;LREN3;MGLU3;MULT3;PSSA3;RAIL3;RENT3;TOTS3;VALE3,RAIL3,0.8965367159359933
macd_12_26_9_trend100,2017-08-31,2017-09-01,21,BPAC11;BRAP4;CSMG3;CSNA3;CYRE3;EGIE3;ENEV3;GGBR4;GOAU4;HYPE3;ITSA4;KLBN11;MGLU3;PETR4;PSSA3;RENT3;SANB11;SBSP3;SMTO3;USIM5;VALE3,12,BRAP4;CYRE3;ENEV3;GGBR4;HYPE3;ITSA4;KLBN11;MGLU3;PSSA3;RENT3;USIM5;VALE3,USIM5,0.8561637796746617
macd_12_26_9_trend100,2017-09-29,2017-10-02,1,RAIL3,1,RAIL3,RAIL3,0.5404690377724183
macd_12_26_9_trend100,2017-10-31,2017-11-01,5,BPAC11;BRAP4;CPFE3;PETR4;TOTS3,3,CPFE3;PETR4;TOTS3,CPFE3,0.6409697720035005
macd_12_26_9_trend100,2017-11-30,2017-12-01,11,ABEV3;B3SA3;BRAP4;ENGI11;EQTL3;RADL3;RAIL3;SBSP3;USIM5;VALE3;WEGE3,8,BRAP4;ENGI11;EQTL3;RADL3;RAIL3;SBSP3;VALE3;WEGE3,RADL3,0.5196798403591382
macd_12_26_9_trend100,2017-12-29,2018-01-02,24,ABEV3;BBSE3;BRAP4;CSMG3;CYRE3;ENGI11;EQTL3;GGBR4;GOAU4;HYPE3;ITSA4;ITUB4;LREN3;MGLU3;PETR4;RADL3;RAIL3;RENT3;SBSP3;SMTO3;UGPA3;USIM5;VALE3;WEGE3,24,ABEV3;BBSE3;BRAP4;CSMG3;CYRE3;ENGI11;EQTL3;GGBR4;GOAU4;HYPE3;ITSA4;ITUB4;LREN3;MGLU3;PETR4;RADL3;RAIL3;RENT3;SBSP3;SMTO3;UGPA3;USIM5;VALE3;WEGE3,SMTO3,0.7366612066861126
macd_12_26_9_trend100,2018-01-31,2018-02-01,25,B3SA3;BBAS3;BBDC4;BBSE3;BPAC11;CMIG4;CPLE3;CSMG3;CYRE3;ENGI11;EQTL3;ITSA4;ITUB4;LREN3;MGLU3;PETR4;PSSA3;RAIL3;RENT3;SANB11;SBSP3;SUZB3;TOTS3;UGPA3;USIM5,22,B3SA3;BBAS3;BBDC4;BBSE3;CSMG3;CYRE3;ENGI11;EQTL3;ITSA4;ITUB4;LREN3;MGLU3;PETR4;PSSA3;RAIL3;RENT3;SANB11;SBSP3;SUZB3;TOTS3;UGPA3;USIM5,PSSA3,0.8987950324396264
macd_12_26_9_trend100,2018-02-28,2018-03-01,21,B3SA3;BBAS3;BPAC11;BRAP4;CMIG4;CPFE3;CPLE3;CYRE3;EGIE3;GGBR4;GOAU4;MGLU3;PETR4;PSSA3;RAIL3;RENT3;SANB11;SBSP3;USIM5;VALE3;WEGE3,16,BBAS3;BPAC11;BRAP4;CYRE3;EGIE3;GGBR4;GOAU4;MGLU3;PETR4;PSSA3;RAIL3;RENT3;SANB11;SBSP3;USIM5;VALE3,GOAU4,0.38890462233418466
macd_12_26_9_trend100,2018-03-29,2018-04-02,7,BBDC4;BBSE3;EQTL3;KLBN11;MGLU3;SANB11;SUZB3,5,EQTL3;KLBN11;MGLU3;SANB11;SUZB3,KLBN11,0.7119346571599513
macd_12_26_9_trend100,2018-04-30,2018-05-02,15,BBDC4;BRAP4;CMIG4;CPLE3;CSMG3;EQTL3;GOAU4;ITSA4;ITUB4;MGLU3;PETR4;RAIL3;TOTS3;USIM5;VALE3,12,BRAP4;CMIG4;CSMG3;GOAU4;ITSA4;ITUB4;MGLU3;PETR4;RAIL3;TOTS3;USIM5;VALE3,VALE3,0.6759236822618059
macd_12_26_9_trend100,2018-05-30,2018-06-01,0,,0,,,
macd_12_26_9_trend100,2018-06-29,2018-07-02,2,MGLU3;RAIL3,2,MGLU3;RAIL3,MGLU3,0.4299136352022531
macd_12_26_9_trend100,2018-07-31,2018-08-01,14,B3SA3;BRAP4;CMIG4;CSNA3;EGIE3;GGBR4;GOAU4;PSSA3;SANB11;SMTO3;SUZB3;TOTS3;VALE3;WEGE3,12,BRAP4;CMIG4;CSNA3;EGIE3;GGBR4;GOAU4;PSSA3;SANB11;SMTO3;SUZB3;VALE3;WEGE3,SANB11,0.6935467556339728
macd_12_26_9_trend100,2018-08-31,2018-09-03,8,BPAC11;ENEV3;GOAU4;KLBN11;SMTO3;SUZB3;VALE3;WEGE3,6,BPAC11;GOAU4;KLBN11;SUZB3;VALE3;WEGE3,KLBN11,0.25564864748285415
macd_12_26_9_trend100,2018-09-28,2018-10-01,17,B3SA3;BPAC11;BRAP4;CPLE3;CSNA3;ENGI11;GGBR4;GOAU4;HYPE3;ITSA4;ITUB4;LREN3;PETR4;RAIL3;SANB11;VALE3;WEGE3,10,BPAC11;BRAP4;CSNA3;ENGI11;GGBR4;PETR4;RAIL3;SANB11;VALE3;WEGE3,RAIL3,0.41902888785236125
macd_12_26_9_trend100,2018-10-31,2018-11-01,21,B3SA3;BBAS3;BBDC4;CMIG4;CPLE3;CYRE3;EGIE3;ENEV3;ENGI11;EQTL3;GGBR4;GOAU4;LREN3;MGLU3;MULT3;RAIL3;RENT3;SANB11;SMTO3;UGPA3;USIM5,18,B3SA3;BBAS3;BBDC4;CMIG4;CPLE3;CYRE3;EGIE3;ENEV3;ENGI11;EQTL3;LREN3;MGLU3;MULT3;RAIL3;RENT3;SANB11;SMTO3;USIM5,CPLE3,1.0666414982222396
macd_12_26_9_trend100,2018-11-30,2018-12-03,17,B3SA3;BBDC4;BBSE3;BPAC11;CMIG4;CPFE3;CPLE3;EGIE3;ENEV3;ENGI11;HYPE3;ITSA4;ITUB4;MGLU3;SBSP3;TOTS3;UGPA3,13,B3SA3;BBDC4;BBSE3;BPAC11;CMIG4;CPFE3;CPLE3;EGIE3;ENEV3;ENGI11;HYPE3;ITSA4;ITUB4,ENGI11,0.7607045603626472
macd_12_26_9_trend100,2018-12-28,2019-01-02,13,BBAS3;BPAC11;CMIG4;CPFE3;CSMG3;ENEV3;LREN3;MGLU3;MULT3;RAIL3;RENT3;SBSP3;UGPA3,13,BBAS3;BPAC11;CMIG4;CPFE3;CSMG3;ENEV3;LREN3;MGLU3;MULT3;RAIL3;RENT3;SBSP3;UGPA3,CPFE3,0.9199897879618135
macd_12_26_9_trend100,2019-01-31,2019-02-01,25,ABEV3;B3SA3;BBAS3;BBDC4;BBSE3;BPAC11;CPFE3;CPLE3;CSNA3;EGIE3;ENEV3;ENGI11;EQTL3;ITSA4;ITUB4;KLBN11;LREN3;MULT3;PETR4;PSSA3;RAIL3;RENT3;SUZB3;UGPA3;WEGE3,22,B3SA3;BBAS3;BBDC4;BBSE3;BPAC11;CPFE3;CPLE3;CSNA3;EGIE3;ENEV3;ENGI11;EQTL3;ITSA4;ITUB4;LREN3;MULT3;PETR4;PSSA3;RAIL3;RENT3;SUZB3;UGPA3,EQTL3,1.1821885346897407
macd_12_26_9_trend100,2019-02-28,2019-03-01,8,CMIG4;CSMG3;CSNA3;CYRE3;MGLU3;RADL3;TOTS3;USIM5,5,CMIG4;CSMG3;CSNA3;CYRE3;TOTS3,CSNA3,0.5085638759042853
macd_12_26_9_trend100,2019-03-29,2019-04-01,3,BRAP4;EGIE3;TOTS3,2,EGIE3;TOTS3,TOTS3,0.4751054929703835
macd_12_26_9_trend100,2019-04-30,2019-05-02,22,ABEV3;B3SA3;BBAS3;BBDC4;BBSE3;BPAC11;CMIG4;CPFE3;CPLE3;CSMG3;CYRE3;EGIE3;ENEV3;ENGI11;EQTL3;LREN3;MGLU3;RADL3;RENT3;SBSP3;TOTS3;WEGE3,20,B3SA3;BBAS3;BBDC4;BBSE3;BPAC11;CMIG4;CPLE3;CSMG3;CYRE3;EGIE3;ENEV3;ENGI11;EQTL3;LREN3;MGLU3;RADL3;RENT3;SBSP3;TOTS3;WEGE3,BPAC11,0.7377475322927162
macd_12_26_9_trend100,2019-05-31,2019-06-03,28,ABEV3;B3SA3;BBAS3;BBDC4;BBSE3;BPAC11;BRAP4;CMIG4;CPFE3;CPLE3;CSMG3;CSNA3;CYRE3;EGIE3;ENEV3;ENGI11;EQTL3;HYPE3;ITSA4;LREN3;MGLU3;MULT3;RADL3;RAIL3;RENT3;SBSP3;SMTO3;WEGE3,23,B3SA3;BBAS3;BBDC4;BBSE3;BPAC11;CMIG4;CPFE3;CPLE3;CSNA3;EGIE3;ENEV3;ENGI11;EQTL3;HYPE3;ITSA4;LREN3;MGLU3;MULT3;RADL3;RAIL3;RENT3;SMTO3;WEGE3,CPLE3,0.7086788806691893
macd_12_26_9_trend100,2019-06-28,2019-07-01,21,ABEV3;BBAS3;BBDC4;BBSE3;BRAP4;CPFE3;CYRE3;EQTL3;GGBR4;GOAU4;HYPE3;ITSA4;ITUB4;MULT3;PETR4;RADL3;RAIL3;SANB11;SMTO3;VALE3;WEGE3,18,ABEV3;BBAS3;BBDC4;BBSE3;BRAP4;CPFE3;CYRE3;EQTL3;ITSA4;ITUB4;MULT3;PETR4;RADL3;RAIL3;SANB11;SMTO3;VALE3;WEGE3,CYRE3,0.8804616033689953
macd_12_26_9_trend100,2019-07-31,2019-08-01,10,ABEV3;B3SA3;CPFE3;CYRE3;EGIE3;HYPE3;MGLU3;RADL3;SMTO3;WEGE3,10,ABEV3;B3SA3;CPFE3;CYRE3;EGIE3;HYPE3;MGLU3;RADL3;SMTO3;WEGE3,MGLU3,0.7036828381893325
macd_12_26_9_trend100,2019-08-30,2019-09-02,3,CPLE3;PSSA3;RENT3,3,CPLE3;PSSA3;RENT3,CPLE3,0.45941583504062117
macd_12_26_9_trend100,2019-09-30,2019-10-01,21,ABEV3;BBSE3;BPAC11;BRAP4;CPFE3;CYRE3;ENEV3;ENGI11;ITSA4;ITUB4;LREN3;MGLU3;MULT3;PETR4;PSSA3;RADL3;RAIL3;SANB11;SUZB3;TOTS3;WEGE3,16,ABEV3;BBSE3;BPAC11;CPFE3;ENEV3;ENGI11;ITSA4;LREN3;MULT3;PETR4;PSSA3;RADL3;RAIL3;SANB11;TOTS3;WEGE3,ENEV3,0.7417212245377972
macd_12_26_9_trend100,2019-10-31,2019-11-01,21,B3SA3;BBDC4;BPAC11;BRAP4;CPFE3;CPLE3;CYRE3;EGIE3;ENEV3;ENGI11;EQTL3;ITSA4;ITUB4;KLBN11;PETR4;PSSA3;RADL3;SANB11;SBSP3;TOTS3;WEGE3,17,B3SA3;BPAC11;BRAP4;CPFE3;CPLE3;CYRE3;EGIE3;ENEV3;EQTL3;ITSA4;ITUB4;PETR4;RADL3;SANB11;SBSP3;TOTS3;WEGE3,RADL3,0.6337552207258188
macd_12_26_9_trend100,2019-11-29,2019-12-02,17,BBAS3;BRAP4;CPLE3;CSMG3;EGIE3;ENEV3;GGBR4;GOAU4;LREN3;PSSA3;RAIL3;RENT3;SBSP3;SMTO3;UGPA3;USIM5;VALE3,15,BRAP4;CPLE3;CSMG3;EGIE3;ENEV3;GGBR4;GOAU4;LREN3;PSSA3;RAIL3;RENT3;SBSP3;SMTO3;UGPA3;VALE3,CPLE3,0.8730253441033772
macd_12_26_9_trend100,2019-12-30,2020-01-02,30,ABEV3;BBAS3;BBDC4;BBSE3;BRAP4;CMIG4;CPFE3;CSMG3;CSNA3;CYRE3;EGIE3;ENEV3;ENGI11;EQTL3;GGBR4;GOAU4;HYPE3;ITSA4;ITUB4;LREN3;MULT3;PSSA3;RADL3;RAIL3;RENT3;SANB11;SBSP3;SMTO3;UGPA3;USIM5,27,ABEV3;BBAS3;BBDC4;BBSE3;BRAP4;CPFE3;CSMG3;CYRE3;EGIE3;ENEV3;ENGI11;EQTL3;GGBR4;GOAU4;HYPE3;ITSA4;ITUB4;LREN3;MULT3;PSSA3;RAIL3;RENT3;SANB11;SBSP3;SMTO3;UGPA3;USIM5,MULT3,0.9263500993479932
macd_12_26_9_trend100,2020-01-31,2020-02-03,7,B3SA3;CPFE3;RADL3;RENT3;SBSP3;TOTS3;WEGE3,7,B3SA3;CPFE3;RADL3;RENT3;SBSP3;TOTS3;WEGE3,TOTS3,0.5644030063583935
macd_12_26_9_trend100,2020-02-28,2020-03-02,0,,0,,,
macd_12_26_9_trend100,2020-03-31,2020-04-01,0,,0,,,
macd_12_26_9_trend100,2020-04-30,2020-05-04,3,MGLU3;SUZB3;WEGE3,2,MGLU3;WEGE3,MGLU3,0.46266898956704283
macd_12_26_9_trend100,2020-05-29,2020-06-01,10,B3SA3;CMIG4;CSMG3;CSNA3;GOAU4;MGLU3;RAIL3;SBSP3;VALE3;WEGE3,7,B3SA3;CMIG4;GOAU4;MGLU3;SBSP3;VALE3;WEGE3,MGLU3,0.42606433994981247
macd_12_26_9_trend100,2020-06-30,2020-07-01,9,B3SA3;BPAC11;ENEV3;EQTL3;GGBR4;KLBN11;SMTO3;TOTS3;WEGE3,9,B3SA3;BPAC11;ENEV3;EQTL3;GGBR4;KLBN11;SMTO3;TOTS3;WEGE3,BPAC11,0.8695555080551002
macd_12_26_9_trend100,2020-07-31,2020-08-03,17,BRAP4;CMIG4;CPFE3;CPLE3;CSNA3;EGIE3;ENGI11;GGBR4;GOAU4;HYPE3;ITSA4;RADL3;RENT3;SANB11;SUZB3;USIM5;WEGE3,14,BRAP4;CMIG4;CPLE3;CSNA3;EGIE3;ENGI11;GGBR4;GOAU4;HYPE3;RADL3;RENT3;SUZB3;USIM5;WEGE3,BRAP4,0.551279485188537
macd_12_26_9_trend100,2020-08-31,2020-09-01,9,CMIG4;CPLE3;CSNA3;ENEV3;LREN3;MGLU3;RAIL3;UGPA3;USIM5,3,CSNA3;MGLU3;USIM5,USIM5,0.6481116044132395
macd_12_26_9_trend100,2020-09-30,2020-10-01,2,RENT3;WEGE3,1,RENT3,RENT3,0.1935948773808198
macd_12_26_9_trend100,2020-10-30,2020-11-03,2,ENEV3;SANB11,1,ENEV3,ENEV3,0.33048136483538915
macd_12_26_9_trend100,2020-11-30,2020-12-01,20,BBAS3;BBSE3;BRAP4;CMIG4;CPFE3;CPLE3;CSNA3;CYRE3;GGBR4;GOAU4;HYPE3;KLBN11;MULT3;PETR4;SANB11;SMTO3;SUZB3;UGPA3;USIM5;VALE3,15,BBSE3;BRAP4;CMIG4;CPFE3;CPLE3;CSNA3;CYRE3;KLBN11;PETR4;SANB11;SMTO3;SUZB3;UGPA3;USIM5;VALE3,VALE3,0.7576372454670584
macd_12_26_9_trend100,2020-12-30,2021-01-04,22,B3SA3;BPAC11;CMIG4;CPFE3;CPLE3;CSMG3;CSNA3;ENEV3;ENGI11;EQTL3;GGBR4;GOAU4;HYPE3;KLBN11;MGLU3;RADL3;RENT3;SMTO3;SUZB3;TOTS3;USIM5;WEGE3,19,B3SA3;BPAC11;CMIG4;CPFE3;CPLE3;CSNA3;ENEV3;ENGI11;EQTL3;GGBR4;GOAU4;HYPE3;KLBN11;MGLU3;RENT3;SMTO3;SUZB3;TOTS3;USIM5,CMIG4,0.5623677641261747
macd_12_26_9_trend100,2021-01-29,2021-02-01,2,ENGI11;MGLU3,2,ENGI11;MGLU3,ENGI11,0.04178619664538524
macd_12_26_9_trend100,2021-02-26,2021-03-01,6,BRAP4;GGBR4;GOAU4;KLBN11;SUZB3;USIM5,4,GGBR4;KLBN11;SUZB3;USIM5,SUZB3,0.46983549423398163
macd_12_26_9_trend100,2021-03-31,2021-04-01,16,ABEV3;BBDC4;BPAC11;BRAP4;CMIG4;CPLE3;CSNA3;ENEV3;EQTL3;GGBR4;GOAU4;LREN3;MULT3;RAIL3;TOTS3;VALE3,11,ABEV3;BBDC4;BRAP4;CMIG4;CPLE3;CSNA3;EQTL3;GGBR4;GOAU4;LREN3;MULT3,CPLE3,0.7024399982649583
macd_12_26_9_trend100,2021-04-30,2021-05-03,12,BBDC4;BPAC11;CMIG4;CSMG3;CSNA3;GGBR4;PSSA3;RADL3;RENT3;SMTO3;USIM5;VALE3,10,BPAC11;CMIG4;CSMG3;CSNA3;GGBR4;RADL3;RENT3;SMTO3;USIM5;VALE3,USIM5,1.0010270593065798
macd_12_26_9_trend100,2021-05-31,2021-06-01,18,ABEV3;BBAS3;BBDC4;BPAC11;CMIG4;ENEV3;ENGI11;HYPE3;ITSA4;ITUB4;LREN3;MULT3;PETR4;RADL3;RAIL3;SANB11;SMTO3;TOTS3,18,ABEV3;BBAS3;BBDC4;BPAC11;CMIG4;ENEV3;ENGI11;HYPE3;ITSA4;ITUB4;LREN3;MULT3;PETR4;RADL3;RAIL3;SANB11;SMTO3;TOTS3,ENEV3,0.7391048776756236
macd_12_26_9_trend100,2021-06-30,2021-07-01,5,BRAP4;CSNA3;GOAU4;USIM5;VALE3,2,BRAP4;VALE3,BRAP4,0.20796294191665
macd_12_26_9_trend100,2021-07-30,2021-08-02,9,CSNA3;GOAU4;HYPE3;ITSA4;ITUB4;PETR4;RAIL3;USIM5;WEGE3,5,CSNA3;GOAU4;HYPE3;ITUB4;USIM5,USIM5,0.21703904226742268
macd_12_26_9_trend100,2021-08-31,2021-09-01,10,CMIG4;CPFE3;EQTL3;ITSA4;ITUB4;PETR4;PSSA3;SANB11;TOTS3;WEGE3,8,CMIG4;EQTL3;ITSA4;ITUB4;PETR4;PSSA3;SANB11;TOTS3,CMIG4,0.4941910572925328
macd_12_26_9_trend100,2021-09-30,2021-10-01,3,CPLE3;SBSP3;SMTO3,2,CPLE3;SMTO3,CPLE3,0.37057937493985915
macd_12_26_9_trend100,2021-10-29,2021-11-01,3,ABEV3;BBSE3;EGIE3,1,ABEV3,ABEV3,0.24031999632993262
macd_12_26_9_trend100,2021-11-30,2021-12-01,4,BBAS3;ENGI11;PETR4;SUZB3,1,PETR4,PETR4,0.06474094291682708
macd_12_26_9_trend100,2021-12-30,2022-01-03,3,CPLE3;RADL3;SBSP3,1,SBSP3,SBSP3,1.2554745263637002
macd_12_26_9_trend100,2022-01-31,2022-02-01,19,B3SA3;BBAS3;BBDC4;BBSE3;BPAC11;CPFE3;CPLE3;CYRE3;EGIE3;ENGI11;HYPE3;ITSA4;ITUB4;MULT3;PETR4;RENT3;SBSP3;SMTO3;UGPA3,8,BBAS3;BBDC4;CPFE3;CPLE3;EGIE3;PETR4;RENT3;SMTO3,BBAS3,0.9426265312670506
macd_12_26_9_trend100,2022-02-25,2022-03-02,11,BBAS3;BPAC11;CPFE3;CSMG3;EQTL3;HYPE3;PETR4;RADL3;SBSP3;SMTO3;TOTS3,8,BBAS3;CPFE3;CSMG3;EQTL3;HYPE3;PETR4;SBSP3;SMTO3,CSMG3,0.8193467926185901
macd_12_26_9_trend100,2022-03-31,2022-04-01,31,ABEV3;B3SA3;BBAS3;BBDC4;BBSE3;BPAC11;CMIG4;CPLE3;CSNA3;CYRE3;EGIE3;ENEV3;ENGI11;EQTL3;GGBR4;GOAU4;HYPE3;ITSA4;ITUB4;LREN3;MULT3;PETR4;PSSA3;RADL3;RAIL3;RENT3;SANB11;SBSP3;TOTS3;UGPA3;WEGE3,19,B3SA3;BBDC4;BBSE3;BPAC11;CMIG4;CPLE3;EGIE3;ENGI11;EQTL3;GGBR4;HYPE3;ITSA4;ITUB4;MULT3;RAIL3;RENT3;SANB11;SBSP3;TOTS3,BBSE3,0.672183646792369
macd_12_26_9_trend100,2022-04-29,2022-05-02,1,CPFE3,1,CPFE3,CPFE3,0.5559233593510088
macd_12_26_9_trend100,2022-05-31,2022-06-01,21,BBAS3;BBDC4;BBSE3;BPAC11;CMIG4;CPLE3;CSMG3;EGIE3;ENEV3;GGBR4;GOAU4;HYPE3;ITUB4;LREN3;PSSA3;RAIL3;RENT3;SANB11;SBSP3;SMTO3;UGPA3,15,BBAS3;BBDC4;BBSE3;BPAC11;CMIG4;CPLE3;EGIE3;ENEV3;GGBR4;GOAU4;HYPE3;ITUB4;RENT3;SBSP3;SMTO3,BBDC4,0.727796459908699
macd_12_26_9_trend100,2022-06-30,2022-07-01,2,BBSE3;ENEV3,0,,,
macd_12_26_9_trend100,2022-07-29,2022-08-01,15,ABEV3;BBAS3;BBSE3;CMIG4;CPLE3;EGIE3;ENEV3;EQTL3;HYPE3;LREN3;MULT3;PETR4;RADL3;RAIL3;RENT3,11,BBAS3;BBSE3;CMIG4;CPLE3;EGIE3;ENEV3;EQTL3;HYPE3;MULT3;PETR4;RAIL3,PETR4,0.634346502771354
macd_12_26_9_trend100,2022-08-31,2022-09-01,3,HYPE3;MGLU3;SBSP3,2,HYPE3;SBSP3,SBSP3,0.29487566414236854
macd_12_26_9_trend100,2022-09-30,2022-10-03,4,CYRE3;EQTL3;GOAU4;LREN3,3,CYRE3;EQTL3;LREN3,CYRE3,0.5211564120292571
macd_12_26_9_trend100,2022-10-31,2022-11-01,20,ABEV3;BBSE3;BPAC11;CMIG4;CPFE3;CPLE3;ENGI11;EQTL3;HYPE3;KLBN11;MULT3;PSSA3;RADL3;RAIL3;RENT3;SBSP3;SUZB3;TOTS3;UGPA3;WEGE3,20,ABEV3;BBSE3;BPAC11;CMIG4;CPFE3;CPLE3;ENGI11;EQTL3;HYPE3;KLBN11;MULT3;PSSA3;RADL3;RAIL3;RENT3;SBSP3;SUZB3;TOTS3;UGPA3;WEGE3,SBSP3,1.0830208230600875
macd_12_26_9_trend100,2022-11-30,2022-12-01,11,BBSE3;BRAP4;CMIG4;CPFE3;CSMG3;GGBR4;GOAU4;PSSA3;SBSP3;UGPA3;VALE3,11,BBSE3;BRAP4;CMIG4;CPFE3;CSMG3;GGBR4;GOAU4;PSSA3;SBSP3;UGPA3;VALE3,GOAU4,0.4634305510519468
macd_12_26_9_trend100,2022-12-29,2023-01-02,11,B3SA3;BBSE3;CPLE3;CSMG3;CSNA3;EQTL3;HYPE3;PSSA3;RADL3;SBSP3;WEGE3,6,B3SA3;BBSE3;CSMG3;HYPE3;RADL3;WEGE3,BBSE3,0.47658636947528443
macd_12_26_9_trend100,2023-01-31,2023-02-01,15,BBAS3;BBSE3;CPLE3;CSNA3;EGIE3;EQTL3;HYPE3;MGLU3;MULT3;PSSA3;RADL3;SBSP3;TOTS3;UGPA3;USIM5,11,BBAS3;BBSE3;CPLE3;CSNA3;EQTL3;HYPE3;MGLU3;MULT3;PSSA3;RADL3;TOTS3,CSNA3,0.8390309524511703
macd_12_26_9_trend100,2023-02-28,2023-03-01,4,EGIE3;MULT3;UGPA3;WEGE3,2,MULT3;WEGE3,MULT3,0.2481231762013379
macd_12_26_9_trend100,2023-03-31,2023-04-03,8,BBAS3;CMIG4;EQTL3;RADL3;RAIL3;SMTO3;UGPA3;WEGE3,7,BBAS3;CMIG4;EQTL3;RADL3;RAIL3;UGPA3;WEGE3,CMIG4,0.40508037968321436
macd_12_26_9_trend100,2023-04-28,2023-05-02,15,BBAS3;BBSE3;BPAC11;CPLE3;CSMG3;CYRE3;EGIE3;ITSA4;ITUB4;PSSA3;RADL3;RAIL3;RENT3;SMTO3;WEGE3,9,BBAS3;BBSE3;CPLE3;CSMG3;EGIE3;PSSA3;RADL3;RAIL3;SMTO3,SMTO3,1.1468450345408951
macd_12_26_9_trend100,2023-05-31,2023-06-01,7,CYRE3;LREN3;PETR4;RADL3;SBSP3;SUZB3;TOTS3,2,CYRE3;RADL3,RADL3,0.9642052648447103
macd_12_26_9_trend100,2023-06-30,2023-07-03,7,CPFE3;CPLE3;ENGI11;EQTL3;MULT3;PSSA3;SBSP3,7,CPFE3;CPLE3;ENGI11;EQTL3;MULT3;PSSA3;SBSP3,PSSA3,0.5405390011158844
macd_12_26_9_trend100,2023-07-31,2023-08-01,15,CPLE3;CSNA3;CYRE3;ENEV3;GGBR4;GOAU4;KLBN11;LREN3;PETR4;RADL3;RAIL3;SBSP3;SMTO3;SUZB3;WEGE3,12,CPLE3;CYRE3;ENEV3;GGBR4;GOAU4;KLBN11;PETR4;RADL3;RAIL3;SBSP3;SUZB3;WEGE3,GOAU4,0.7313064499990234
macd_12_26_9_trend100,2023-08-31,2023-09-01,8,BBAS3;BPAC11;EQTL3;GGBR4;ITUB4;PETR4;SBSP3;SMTO3,3,PETR4;SBSP3;SMTO3,SMTO3,0.20009130578826514
