date,side,ticker,shares,price,gross_brl,commission_brl,cash_after_brl,reason
2020-11-27,BUY,CSNA3,121,24.23999977,2933.03997217,0.0,1.4251660100003392,indicator_reentry
2021-01-26,SELL,CSNA3,121,33.83000183,4093.43022143,0.0,4094.8553874400004,indicator_exit
2021-02-01,BUY,SUZB3,65,62.72999954,4077.4499701,0.0,17.40541734000044,monthly_rebalance
2021-03-01,SELL,SUZB3,65,74.16999817,4821.04988105,0.0,4838.455298390001,monthly_rebalance
2021-03-01,BUY,USIM5,293,16.48999977,4831.56993261,0.0,6.885365780000939,monthly_rebalance
2021-03-26,SELL,USIM5,293,16.60000038,4863.8001113400005,0.0,4870.685477120001,indicator_exit
2021-04-01,BUY,BRAP4,160,30.3837738,4861.403808,0.0,9.281669120001425,monthly_rebalance
2021-04-05,SELL,BRAP4,160,29.62314224,4739.7027584,0.0,4748.984427520001,indicator_exit
2021-04-06,BUY,BRAP4,153,30.97844887,4739.70267711,0.0,9.281750410001223,indicator_reentry
2021-05-03,SELL,BRAP4,153,33.09438705,5063.44121865,0.0,5072.722969060002,monthly_rebalance
2021-05-03,BUY,CSNA3,103,49.0,5047.0,0.0,25.72296906000156,monthly_rebalance
2021-05-18,SELL,CSNA3,103,49.31000137,5078.9301411100005,0.0,5104.653110170002,indicator_exit
2021-06-01,BUY,BPAC11,162,31.44750023,5094.49503726,0.0,10.158072910002375,monthly_rebalance
2021-06-18,SELL,BPAC11,162,30.40250015,4925.2050243,0.0,4935.363097210003,indicator_exit
2021-07-01,BUY,TOTS3,132,37.36818695,4932.600677400001,0.0,2.7624198100020294,monthly_rebalance
2021-07-20,SELL,TOTS3,132,37.41806412,4939.18446384,0.0,4941.946883650002,indicator_exit
2021-08-02,BUY,USIM5,236,20.92000008,4937.12001888,0.0,4.826864770001521,monthly_rebalance
2021-08-19,SELL,USIM5,236,17.25,4071.0,0.0,4075.8268647700015,indicator_exit
2021-09-01,BUY,PSSA3,142,28.57500076,4057.65010792,0.0,18.17675685000131,monthly_rebalance
2021-09-09,SELL,PSSA3,142,26.42000008,3751.6400113600002,0.0,3769.8167682100016,indicator_exit
2021-10-01,BUY,CMIG4,456,8.260355,3766.72188,0.0,3.0948882100015,monthly_rebalance
2021-10-25,SELL,CMIG4,456,7.97041416,3634.50885696,0.0,3637.6037451700013,indicator_exit
2021-11-01,BUY,SMTO3,92,39.13999939,3600.87994388,0.0,36.72380129000112,monthly_rebalance
2021-11-23,SELL,SMTO3,92,37.47999954,3448.15995768,0.0,3484.883758970001,indicator_exit
2021-12-01,BUY,PETR4,116,29.84000015,3461.4400174,0.0,23.44374157000084,monthly_rebalance
2021-12-27,SELL,PETR4,116,28.31999969,3285.11996404,0.0,3308.563705610001,indicator_exit
2022-01-03,BUY,CPLE3,545,6.07000017,3308.1500926500003,0.0,0.41361296000059156,monthly_rebalance
2022-01-11,SELL,CPLE3,545,5.67000008,3090.1500436,0.0,3090.5636565600007,indicator_exit
2022-01-21,BUY,CPLE3,515,5.98999977,3084.8498815499997,0.0,5.7137750100009725,indicator_reentry
2022-02-01,SELL,CPLE3,515,6.3499999,3270.2499485000003,0.0,3275.9637235100013,monthly_rebalance
2022-02-01,BUY,PETR4,101,32.34999847,3267.34984547,0.0,8.613878040001055,monthly_rebalance
2022-03-08,SELL,PETR4,101,32.0,3232.0,0.0,3240.613878040001,indicator_exit
2022-04-01,BUY,SMTO3,72,44.49000168,3203.2801209599997,0.0,37.333757080001305,monthly_rebalance
2022-04-08,SELL,SMTO3,72,45.79999924,3297.5999452799997,0.0,3334.933702360001,indicator_exit
2022-04-11,BUY,SMTO3,71,46.40999985,3295.10998935,0.0,39.82371301000103,indicator_reentry
2022-04-12,SELL,SMTO3,71,46.83000183,3324.93012993,0.0,3364.753842940001,indicator_exit
2022-05-02,BUY,CPFE3,103,32.56000137,3353.68014111,0.0,11.073701830001028,monthly_rebalance
2022-05-04,SELL,CPFE3,103,32.31000137,3327.93014111,0.0,3339.003842940001,indicator_exit
2022-05-25,BUY,CPFE3,91,36.50999832,3322.40984712,0.0,16.593995820001055,indicator_reentry
2022-05-26,SELL,CPFE3,91,35.84999847,3262.3498607700003,0.0,3278.9438565900014,indicator_exit
2022-06-01,BUY,SMTO3,65,50.11999893,3257.79993045,0.0,21.14392614000144,monthly_rebalance
2022-06-10,SELL,SMTO3,65,45.75999832,2974.3998908,0.0,2995.5438169400013,indicator_exit
2022-07-01,BUY,ENEV3,204,14.61999989,2982.47997756,0.0,13.063839380001355,monthly_rebalance
2022-07-20,SELL,ENEV3,204,14.44999981,2947.79996124,0.0,2960.8638006200013,indicator_exit
2022-08-01,BUY,HYPE3,69,42.54999924,2935.94994756,0.0,24.913853060001202,monthly_rebalance
2022-09-01,SELL,HYPE3,69,42.97999954,2965.61996826,0.0,2990.533821320001,monthly_rebalance
2022-09-01,BUY,RAIL3,145,20.5,2972.5,0.0,18.033821320001152,monthly_rebalance
2022-09-20,SELL,RAIL3,145,19.87000084,2881.1501218,0.0,2899.183943120001,indicator_exit
2022-10-03,BUY,CYRE3,151,19.10000038,2884.10005738,0.0,15.083885740000824,monthly_rebalance
2022-10-25,SELL,CYRE3,151,17.81999969,2690.81995319,0.0,2705.903838930001,indicator_exit
2022-11-01,BUY,WEGE3,67,40.04999924,2683.34994908,0.0,22.553889850000814,monthly_rebalance
2022-11-28,SELL,WEGE3,67,38.81999969,2600.93997923,0.0,2623.493869080001,indicator_exit
2022-12-01,BUY,PSSA3,109,24.05999947,2622.53994223,0.0,0.9539268500006983,monthly_rebalance
2022-12-08,SELL,PSSA3,109,22.80999947,2486.28994223,0.0,2487.243869080001,indicator_exit
2023-01-02,BUY,BBSE3,74,33.34999847,2467.89988678,0.0,19.34398230000079,monthly_rebalance
2023-02-01,SELL,BBSE3,74,37.77999878,2795.71990972,0.0,2815.063892020001,monthly_rebalance
2023-02-01,BUY,MGLU3,71,39.19449997,2782.80949787,0.0,32.254394150000735,monthly_rebalance
2023-02-24,SELL,MGLU3,71,32.60269928,2314.79164888,0.0,2347.046043030001,indicator_exit
2023-03-01,BUY,WEGE3,59,39.15999985,2310.43999115,0.0,36.606051880000905,monthly_rebalance
2023-04-06,SELL,WEGE3,59,38.74000168,2285.66009912,0.0,2322.2661510000007,indicator_exit
2023-05-02,BUY,BBSE3,67,34.18000031,2290.06002077,0.0,32.20613023000078,monthly_rebalance
2023-05-08,SELL,BBSE3,67,33.36999893,2235.78992831,0.0,2267.996058540001,indicator_exit
2023-06-01,BUY,CYRE3,120,18.80999947,2257.1999364000003,0.0,10.796122140000534,monthly_rebalance
2023-07-05,SELL,CYRE3,120,19.63999939,2356.7999268,0.0,2367.5960489400004,indicator_exit
2023-07-06,BUY,CYRE3,118,20.04999924,2365.89991032,0.0,1.6961386200005109,indicator_reentry
2023-07-07,SELL,CYRE3,118,20.05999947,2367.07993746,0.0,2368.7760760800006,indicator_exit
2023-07-10,BUY,CYRE3,112,20.96999931,2348.63992272,0.0,20.136153360000662,indicator_reentry
2023-08-21,SELL,CYRE3,112,23.54999924,2637.5999148799997,0.0,2657.7360682400003,indicator_exit
2023-09-01,BUY,PETR4,82,32.20999908,2641.2199245600004,0.0,16.516143679999914,monthly_rebalance
2023-10-05,SELL,PETR4,82,32.50999832,2665.81986224,0.0,2682.33600592,indicator_exit
2023-10-16,BUY,PETR4,73,36.40000153,2657.2001116899996,0.0,25.135894230000304,indicator_reentry
2023-10-31,SELL,PETR4,73,35.00999832,2555.72987736,0.0,2580.8657715900003,indicator_exit
2023-11-01,BUY,UGPA3,125,20.62000084,2577.500105,0.0,3.3656665900002736,monthly_rebalance
2023-12-27,SELL,UGPA3,125,26.36000061,3295.00007625,0.0,3298.36574284,indicator_exit
2024-01-02,BUY,CSNA3,168,19.55999947,3286.0799109600002,0.0,12.285831879999932,monthly_rebalance
2024-01-12,SELL,CSNA3,168,17.80999947,2992.0799109600002,0.0,3004.36574284,indicator_exit
2024-02-01,BUY,SBSP3,196,15.32234097,3003.1788301200004,0.0,1.186912719999782,monthly_rebalance
2024-02-15,SELL,SBSP3,196,15.51433086,3040.8088485599997,0.0,3041.9957612799994,indicator_exit
2024-02-19,BUY,SBSP3,191,15.86340427,3029.91021557,0.0,12.085545709999224,indicator_reentry
2024-02-22,SELL,SBSP3,191,15.48718071,2958.05151561,0.0,2970.1370613199992,indicator_exit
2024-03-01,BUY,USIM5,269,11.02000046,2964.3801237400003,0.0,5.756937579998976,monthly_rebalance
2024-03-14,SELL,USIM5,269,10.02999973,2698.06992737,0.0,2703.826864949999,indicator_exit
2024-04-01,BUY,CSMG3,124,21.78000069,2700.7200855600004,0.0,3.106779389998792,monthly_rebalance
2024-04-19,SELL,CSMG3,124,21.02000046,2606.48005704,0.0,2609.5868364299986,indicator_exit
2024-04-22,BUY,CSMG3,120,21.59000015,2590.8000180000004,0.0,18.78681842999822,indicator_reentry
2024-04-30,SELL,CSMG3,120,20.59000015,2470.8000180000004,0.0,2489.5868364299986,indicator_exit
2024-05-02,BUY,PETR4,58,42.25,2450.5,0.0,39.086836429998584,monthly_rebalance
2024-05-17,SELL,PETR4,58,37.34999847,2166.29991126,0.0,2205.3867476899986,indicator_exit
2024-06-03,BUY,ITSA4,243,9.05447006,2200.23622458,0.0,5.15052310999863,monthly_rebalance
2024-06-05,SELL,ITSA4,243,9.13813496,2220.56679528,0.0,2225.7173183899986,indicator_exit
2024-06-27,BUY,ITSA4,242,9.16602421,2218.17785882,0.0,7.5394595699985985,indicator_reentry
2024-07-01,SELL,ITSA4,242,9.11024666,2204.67969172,0.0,2212.2191512899985,monthly_rebalance
2024-07-01,BUY,WEGE3,52,41.84999847,2176.19992044,0.0,36.01923084999862,monthly_rebalance
2024-09-06,SELL,WEGE3,52,53.79000092,2797.0800478399997,0.0,2833.0992786899983,indicator_exit
2024-10-01,BUY,PSSA3,76,36.97999954,2810.47996504,0.0,22.619313649998276,monthly_rebalance
2024-10-18,SELL,PSSA3,76,37.09999847,2819.5998837200004,0.0,2842.2191973699987,indicator_exit
2024-10-28,BUY,PSSA3,74,38.31000137,2834.94010138,0.0,7.2790959899984955,indicator_reentry
2024-11-05,SELL,PSSA3,74,37.63999939,2785.35995486,0.0,2792.6390508499985,indicator_exit
2024-12-02,BUY,SUZB3,44,62.06000137,2730.64006028,0.0,61.99899056999857,monthly_rebalance
2024-12-20,SELL,SUZB3,44,60.0,2640.0,0.0,2701.9989905699986,indicator_exit
2025-01-02,BUY,BBSE3,74,36.18000031,2677.32002294,0.0,24.678967629998624,monthly_rebalance
2025-02-03,SELL,BBSE3,74,38.54000092,2851.96006808,0.0,2876.6390357099986,monthly_rebalance
2025-02-03,BUY,PSSA3,71,39.97999954,2838.57996734,0.0,38.059068369998386,monthly_rebalance
2025-02-25,SELL,PSSA3,71,38.68000031,2746.28002201,0.0,2784.339090379998,indicator_exit
2025-03-05,BUY,TOTS3,80,34.5,2760.0,0.0,24.339090379998197,monthly_rebalance
2025-03-13,SELL,TOTS3,80,33.20999908,2656.7999264,0.0,2681.139016779998,indicator_exit
2025-04-01,BUY,CYRE3,112,23.93000031,2680.16003472,0.0,0.9789820599980885,monthly_rebalance
2025-05-02,SELL,CYRE3,112,24.86000061,2784.3200683200002,0.0,2785.2990503799983,monthly_rebalance
2025-05-02,BUY,TOTS3,74,37.20000076,2752.8000562400002,0.0,32.4989941399981,monthly_rebalance
2025-06-10,SELL,TOTS3,74,41.40999985,3064.3399888999998,0.0,3096.838983039998,indicator_exit
2025-07-01,BUY,HYPE3,113,27.34000015,3089.42001695,0.0,7.418966089997866,monthly_rebalance
2025-07-03,SELL,HYPE3,113,27.46999931,3104.10992203,0.0,3111.5288881199976,indicator_exit
2025-08-01,BUY,VALE3,57,54.24000168,3091.68009576,0.0,19.848792359997788,monthly_rebalance
2025-08-07,SELL,VALE3,57,54.09999847,3083.6999127900003,0.0,3103.548705149998,indicator_exit
2025-08-12,BUY,VALE3,55,55.95000076,3077.2500418,0.0,26.29866334999815,indicator_reentry
2025-08-15,SELL,VALE3,55,53.45999908,2940.2999494,0.0,2966.598612749998,indicator_exit
2025-08-29,BUY,VALE3,53,55.49000168,2940.97008904,0.0,25.628523709998262,indicator_reentry
2025-09-01,SELL,VALE3,53,55.13999939,2922.41996767,0.0,2948.0484913799983,monthly_rebalance
2025-09-01,BUY,BBDC4,175,16.84000015,2947.0000262500002,0.0,1.0484651299980214,monthly_rebalance
2025-10-01,SELL,BBDC4,175,17.79999924,3114.9998669999995,0.0,3116.0483321299976,monthly_rebalance
2025-10-01,BUY,CSMG3,90,34.49000168,3104.1001512,0.0,11.948180929997761,monthly_rebalance
2025-10-13,SELL,CSMG3,90,33.63000107,3026.7000963,0.0,3038.648277229998,indicator_exit
2025-10-17,BUY,CSMG3,85,35.63999939,3029.39994815,0.0,9.248329079997802,indicator_reentry
2025-11-19,SELL,CSMG3,85,38.09999847,3238.49986995,0.0,3247.748199029998,indicator_exit
2025-12-01,BUY,CSMG3,78,41.56999969,3242.45997582,0.0,5.2882232099977955,monthly_rebalance
2025-12-29,SELL,CSMG3,78,43.11000061,3362.58004758,0.0,3367.868270789998,indicator_exit
2026-01-02,BUY,USIM5,562,5.98999977,3366.37987074,0.0,1.4884000499978356,monthly_rebalance
2026-01-23,SELL,USIM5,562,6.36000013,3574.32007306,0.0,3575.808473109998,indicator_exit
2026-01-29,BUY,USIM5,503,7.0999999,3571.2999497,0.0,4.508523409997906,indicator_reentry
2026-02-02,SELL,USIM5,503,6.30000019,3168.9000955700003,0.0,3173.408618979998,monthly_rebalance
2026-02-02,BUY,CSMG3,60,52.40000153,3144.0000917999996,0.0,29.4085271799986,monthly_rebalance
2026-03-04,SELL,CSMG3,60,54.00999832,3240.5998992,0.0,3270.0084263799986,indicator_exit
2026-04-01,BUY,PETR4,68,47.70000076,3243.60005168,0.0,26.408374699998603,monthly_rebalance
2026-04-16,SELL,PETR4,68,47.29000092,3215.72006256,0.0,3242.1284372599985,indicator_exit
2026-05-04,BUY,USIM5,391,8.27999973,3237.47989443,0.0,4.648542829998405,monthly_rebalance
2026-06-18,SELL,USIM5,391,9.53999996,3730.1399843599997,0.0,3734.788527189998,indicator_exit
2026-07-01,BUY,CSMG3,63,59.27999878,3734.63992314,0.0,0.14860404999808452,monthly_rebalance
2026-07-30,SELL,CSMG3,63,62.18000031,3917.3400195299996,0.0,3917.4886235799977,indicator_exit
2026-08-03,BUY,UGPA3,118,33.11000061,3906.98007198,0.0,10.508551599997645,monthly_rebalance
