date,cash,held_ticker,shares,invested_value,equity
2017-07-26,6.2383611000002475,BRAP4,90,899.4813254999999,905.7196866000002
2017-07-27,6.2383611000002475,BRAP4,90,899.0665056,905.3048667000003
2017-07-28,6.2383611000002475,BRAP4,90,918.1513881000001,924.3897492000003
2017-07-31,6.2383611000002475,BRAP4,90,957.5659557,963.8043168000003
2017-08-01,9.354354480000211,MGLU3,71,914.96231294,924.3166674200002
2017-08-02,9.354354480000211,MGLU3,71,918.74220455,928.0965590300002
2017-08-03,9.354354480000211,MGLU3,71,920.12567363,929.4800281100003
2017-08-04,9.354354480000211,MGLU3,71,970.91986741,980.2742218900003
2017-08-07,9.354354480000211,MGLU3,71,988.21363135,997.5679858300002
2017-08-08,9.354354480000211,MGLU3,71,974.3292455200001,983.6836000000003
2017-08-09,9.354354480000211,MGLU3,71,1001.72743623,1011.0817907100002
2017-08-10,9.354354480000211,MGLU3,71,979.7396833700001,989.0940378500003
2017-08-11,9.354354480000211,MGLU3,71,1022.72694861,1032.0813030900003
2017-08-14,9.354354480000211,MGLU3,71,1101.01825882,1110.3726133000002
2017-08-15,9.354354480000211,MGLU3,71,1122.2647809100001,1131.6191353900003
2017-08-16,9.354354480000211,MGLU3,71,1210.56172778,1219.9160822600002
2017-08-17,9.354354480000211,MGLU3,71,1114.21091082,1123.5652653000002
2017-08-18,9.354354480000211,MGLU3,71,1131.50453915,1140.8588936300002
2017-08-21,9.354354480000211,MGLU3,71,1168.5625667000002,1177.9169211800004
2017-08-22,9.354354480000211,MGLU3,71,1156.1358605700002,1165.4902150500004
2017-08-23,9.354354480000211,MGLU3,71,1144.07953233,1153.43388681
2017-08-24,9.354354480000211,MGLU3,71,1178.6918427599999,1188.04619724
2017-08-25,9.354354480000211,MGLU3,71,1182.81760235,1192.1719568300002
2017-08-28,9.354354480000211,MGLU3,71,1220.41907668,1229.7734311600002
2017-08-29,9.354354480000211,MGLU3,71,1225.38485715,1234.7392116300002
2017-08-30,9.354354480000211,MGLU3,71,1272.32501615,1281.6793706300002
2017-08-31,9.354354480000211,MGLU3,71,1403.26336099,1412.6177154700001
2017-09-01,9.354354480000211,MGLU3,71,1393.7270968100001,1403.0814512900004
2017-09-04,9.354354480000211,MGLU3,71,1536.15340424,1545.5077587200003
2017-09-05,9.354354480000211,MGLU3,71,1620.67039134,1630.0247458200001
2017-09-06,9.354354480000211,MGLU3,71,1688.06654707,1697.4209015500003
2017-09-07,9.354354480000211,MGLU3,71,1688.06654707,1697.4209015500003
2017-09-08,9.354354480000211,MGLU3,71,1559.79641702,1569.1507715000002
2017-09-11,9.354354480000211,MGLU3,71,1547.54250927,1556.8968637500002
2017-09-12,9.354354480000211,MGLU3,71,1364.13013053,1373.4844850100003
2017-09-13,9.354354480000211,MGLU3,71,1428.9569304499998,1438.31128493
2017-09-14,9.354354480000211,MGLU3,71,1620.67039134,1630.0247458200001
2017-09-15,9.354354480000211,MGLU3,71,1644.18976401,1653.5441184900003
2017-09-18,9.354354480000211,MGLU3,71,1605.8471263600002,1615.2014808400004
2017-09-19,9.354354480000211,MGLU3,71,1558.41281304,1567.7671675200002
2017-09-20,9.354354480000211,MGLU3,71,1492.20254546,1501.5568999400002
2017-09-21,9.354354480000211,MGLU3,71,1504.65403343,1514.0083879100002
2017-09-22,9.354354480000211,MGLU3,71,1483.30858633,1492.6629408100002
2017-09-25,9.354354480000211,MGLU3,71,1419.07466339,1428.4290178700003
2017-09-26,9.354354480000211,MGLU3,71,1462.35857018,1471.7129246600002
2017-09-27,1468.9458516000002,,0,0.0,1468.9458516000002
2017-09-28,1468.9458516000002,,0,0.0,1468.9458516000002
2017-09-29,1468.9458516000002,,0,0.0,1468.9458516000002
2017-10-02,16.724179380000123,LREN3,54,1453.02659244,1469.7507718200002
2017-10-03,16.724179380000123,LREN3,54,1501.32664512,1518.0508245
2017-10-04,16.724179380000123,LREN3,54,1502.53417962,1519.2583590000002
2017-10-05,16.724179380000123,LREN3,54,1492.87421034,1509.5983897200001
2017-10-06,16.724179380000123,LREN3,54,1489.65411744,1506.37829682
2017-10-09,16.724179380000123,LREN3,54,1491.2641641599998,1507.98834354
2017-10-10,16.724179380000123,LREN3,54,1504.54663488,1521.2708142600002
2017-10-11,16.724179380000123,LREN3,54,1492.87421034,1509.5983897200001
2017-10-12,16.724179380000123,LREN3,54,1492.87421034,1509.5983897200001
2017-10-13,16.724179380000123,LREN3,54,1481.2016832,1497.92586258
2017-10-16,16.724179380000123,LREN3,54,1464.6991195800001,1481.4232989600002
2017-10-17,16.724179380000123,LREN3,54,1446.98912406,1463.7133034400001
2017-10-18,16.724179380000123,LREN3,54,1509.3766708199998,1526.1008502
2017-10-19,16.724179380000123,LREN3,54,1478.78661366,1495.5107930400002
2017-10-20,16.724179380000123,LREN3,54,1485.22659318,1501.9507725600001
2017-10-23,1503.5608187400003,,0,0.0,1503.5608187400003
2017-10-24,1503.5608187400003,,0,0.0,1503.5608187400003
2017-10-25,1503.5608187400003,,0,0.0,1503.5608187400003
2017-10-26,1503.5608187400003,,0,0.0,1503.5608187400003
2017-10-27,1503.5608187400003,,0,0.0,1503.5608187400003
2017-10-30,1503.5608187400003,,0,0.0,1503.5608187400003
2017-10-31,1503.5608187400003,,0,0.0,1503.5608187400003
2017-11-01,8.30085033000023,RAIL3,117,1433.25,1441.5508503300002
2017-11-02,1441.5508503300002,,0,0.0,1441.5508503300002
2017-11-03,1441.5508503300002,,0,0.0,1441.5508503300002
2017-11-06,1441.5508503300002,,0,0.0,1441.5508503300002
2017-11-07,1441.5508503300002,,0,0.0,1441.5508503300002
2017-11-08,1441.5508503300002,,0,0.0,1441.5508503300002
2017-11-09,1441.5508503300002,,0,0.0,1441.5508503300002
2017-11-10,1441.5508503300002,,0,0.0,1441.5508503300002
2017-11-13,1441.5508503300002,,0,0.0,1441.5508503300002
2017-11-14,1441.5508503300002,,0,0.0,1441.5508503300002
2017-11-15,1441.5508503300002,,0,0.0,1441.5508503300002
2017-11-16,1441.5508503300002,,0,0.0,1441.5508503300002
2017-11-17,1441.5508503300002,,0,0.0,1441.5508503300002
2017-11-20,1441.5508503300002,,0,0.0,1441.5508503300002
2017-11-21,1441.5508503300002,,0,0.0,1441.5508503300002
2017-11-22,1441.5508503300002,,0,0.0,1441.5508503300002
2017-11-23,1441.5508503300002,,0,0.0,1441.5508503300002
2017-11-24,1441.5508503300002,,0,0.0,1441.5508503300002
2017-11-27,1441.5508503300002,,0,0.0,1441.5508503300002
2017-11-28,1441.5508503300002,,0,0.0,1441.5508503300002
2017-11-29,1441.5508503300002,,0,0.0,1441.5508503300002
2017-11-30,1441.5508503300002,,0,0.0,1441.5508503300002
2017-12-01,7.5667635000002065,BRAP4,123,1451.56166505,1459.1284285500003
2017-12-04,7.5667635000002065,BRAP4,123,1505.42812392,1512.9948874200002
2017-12-05,7.5667635000002065,BRAP4,123,1461.76787295,1469.3346364500003
2017-12-06,7.5667635000002065,BRAP4,123,1452.69550611,1460.2622696100002
2017-12-07,7.5667635000002065,BRAP4,123,1428.8808660299999,1436.44762953
2017-12-08,7.5667635000002065,BRAP4,123,1456.09773162,1463.6644951200003
2017-12-11,7.5667635000002065,BRAP4,123,1473.10815561,1480.6749191100002
2017-12-12,7.5667635000002065,BRAP4,123,1498.62390783,1506.1906713300002
2017-12-13,7.5667635000002065,BRAP4,123,1490.68573383,1498.25249733
2017-12-14,7.5667635000002065,BRAP4,123,1496.92291254,1504.4896760400002
2017-12-15,7.5667635000002065,BRAP4,123,1538.88216822,1546.4489317200002
2017-12-18,7.5667635000002065,BRAP4,123,1556.45962959,1564.0263930900003
2017-12-19,7.5667635000002065,BRAP4,123,1559.29458279,1566.8613462900003
2017-12-20,7.5667635000002065,BRAP4,123,1607.4910184100002,1615.0577819100004
2017-12-21,7.5667635000002065,BRAP4,123,1633.00677063,1640.57353413
2017-12-22,7.5667635000002065,BRAP4,123,1655.6874527999998,1663.2542163
2017-12-25,7.5667635000002065,BRAP4,123,1655.6874527999998,1663.2542163
2017-12-26,7.5667635000002065,BRAP4,123,1615.4291924099998,1622.99595591
2017-12-27,7.5667635000002065,BRAP4,123,1624.50155925,1632.06832275
2017-12-28,7.5667635000002065,BRAP4,123,1628.4707052899998,1636.03746879
2017-12-29,7.5667635000002065,BRAP4,123,1628.4707052899998,1636.03746879
2018-01-02,21.391901520000147,MGLU3,72,1589.38151544,1610.77341696
2018-01-03,21.391901520000147,MGLU3,72,1569.33888264,1590.7307841600002
2018-01-04,21.391901520000147,MGLU3,72,1607.01910416,1628.4110056800002
2018-01-05,21.391901520000147,MGLU3,72,1575.35169984,1596.7436013600002
2018-01-08,21.391901520000147,MGLU3,72,1575.55206288,1596.9439644000001
2018-01-09,21.391901520000147,MGLU3,72,1537.67147832,1559.0633798400002
2018-01-10,21.391901520000147,MGLU3,72,1553.30474832,1574.6966498400002
2018-01-11,21.391901520000147,MGLU3,72,1556.11079424,1577.50269576
2018-01-12,21.391901520000147,MGLU3,72,1554.50733912,1575.8992406400002
2018-01-15,21.391901520000147,MGLU3,72,1581.36451704,1602.7564185600002
2018-01-16,21.391901520000147,MGLU3,72,1577.35601784,1598.7479193600002
2018-01-17,21.391901520000147,MGLU3,72,1578.95933544,1600.35123696
2018-01-18,21.391901520000147,MGLU3,72,1553.10438528,1574.4962868000002
2018-01-19,21.391901520000147,MGLU3,72,1538.27284248,1559.6647440000002
2018-01-22,21.391901520000147,MGLU3,72,1543.28343192,1564.6753334400003
2018-01-23,21.391901520000147,MGLU3,72,1498.3879392000001,1519.7798407200003
2018-01-24,21.391901520000147,MGLU3,72,1623.2536008,1644.64550232
2018-01-25,21.391901520000147,MGLU3,72,1623.2536008,1644.64550232
2018-01-26,21.391901520000147,MGLU3,72,1659.53086848,1680.9227700000001
2018-01-29,21.391901520000147,MGLU3,72,1695.60749808,1716.9993996
2018-01-30,21.391901520000147,MGLU3,72,1696.81008888,1718.2019904
2018-01-31,21.391901520000147,MGLU3,72,1694.8059084,1716.19780992
2018-02-01,2.1367470900004264,USIM5,143,1673.0999728299998,1675.2367199200003
2018-02-02,2.1367470900004264,USIM5,143,1687.4000271700002,1689.5367742600006
2018-02-05,2.1367470900004264,USIM5,143,1624.4799513799999,1626.6166984700003
2018-02-06,2.1367470900004264,USIM5,143,1673.0999728299998,1675.2367199200003
2018-02-07,2.1367470900004264,USIM5,143,1658.80005434,1660.9368014300005
2018-02-08,2.1367470900004264,USIM5,143,1620.18998856,1622.3267356500005
2018-02-09,2.1367470900004264,USIM5,143,1605.88993422,1608.0266813100004
2018-02-14,2.1367470900004264,USIM5,143,1711.71003861,1713.8467857000005
2018-02-15,2.1367470900004264,USIM5,143,1734.5900157299998,1736.7267628200002
2018-02-16,2.1367470900004264,USIM5,143,1733.1599842700002,1735.2967313600006
2018-02-19,2.1367470900004264,USIM5,143,1736.0200486200001,1738.1567957100006
2018-02-20,2.1367470900004264,USIM5,143,1730.30005434,1732.4368014300005
2018-02-21,2.1367470900004264,USIM5,143,1737.44994566,1739.5866927500003
2018-02-22,2.1367470900004264,USIM5,143,1717.43003289,1719.5667799800003
2018-02-23,2.1367470900004264,USIM5,143,1744.5999728299998,1746.7367199200003
2018-02-26,2.1367470900004264,USIM5,143,1823.25,1825.3867470900004
2018-02-27,2.1367470900004264,USIM5,143,1808.94994566,1811.0866927500003
2018-02-28,2.1367470900004264,USIM5,143,1761.75995567,1763.8967027600004
2018-03-01,2.1367470900004264,USIM5,143,1687.4000271700002,1689.5367742600006
2018-03-02,2.1367470900004264,USIM5,143,1621.62002145,1623.7567685400004
2018-03-05,1596.5866927500003,,0,0.0,1596.5866927500003
2018-03-06,1596.5866927500003,,0,0.0,1596.5866927500003
2018-03-07,1596.5866927500003,,0,0.0,1596.5866927500003
2018-03-08,1596.5866927500003,,0,0.0,1596.5866927500003
2018-03-09,1596.5866927500003,,0,0.0,1596.5866927500003
2018-03-12,1596.5866927500003,,0,0.0,1596.5866927500003
2018-03-13,1596.5866927500003,,0,0.0,1596.5866927500003
2018-03-14,1596.5866927500003,,0,0.0,1596.5866927500003
2018-03-15,1596.5866927500003,,0,0.0,1596.5866927500003
2018-03-16,1596.5866927500003,,0,0.0,1596.5866927500003
2018-03-19,1596.5866927500003,,0,0.0,1596.5866927500003
2018-03-20,1596.5866927500003,,0,0.0,1596.5866927500003
2018-03-21,1596.5866927500003,,0,0.0,1596.5866927500003
2018-03-22,1596.5866927500003,,0,0.0,1596.5866927500003
2018-03-23,1596.5866927500003,,0,0.0,1596.5866927500003
2018-03-26,1596.5866927500003,,0,0.0,1596.5866927500003
2018-03-27,1596.5866927500003,,0,0.0,1596.5866927500003
2018-03-28,1596.5866927500003,,0,0.0,1596.5866927500003
2018-03-29,1596.5866927500003,,0,0.0,1596.5866927500003
2018-04-02,26.786620840000523,SUZB3,47,1575.90994266,1602.6965635000006
2018-04-03,26.786620840000523,SUZB3,47,1616.8000719099998,1643.5866927500003
2018-04-04,26.786620840000523,SUZB3,47,1686.82997133,1713.6165921700006
2018-04-05,26.786620840000523,SUZB3,47,1715.5,1742.2866208400005
2018-04-06,26.786620840000523,SUZB3,47,1785.5300789599999,1812.3166998000004
2018-04-09,26.786620840000523,SUZB3,47,1737.59005734,1764.3766781800005
2018-04-10,26.786620840000523,SUZB3,47,1728.19002162,1754.9766424600004
2018-04-11,26.786620840000523,SUZB3,47,1677.90003572,1704.6866565600005
2018-04-12,26.786620840000523,SUZB3,47,1708.4499280900002,1735.2365489300007
2018-04-13,26.786620840000523,SUZB3,47,1703.75,1730.5366208400005
2018-04-16,26.786620840000523,SUZB3,47,1732.42002867,1759.2066495100005
2018-04-17,26.786620840000523,SUZB3,47,1780.82997133,1807.6165921700006
2018-04-18,26.786620840000523,SUZB3,47,1755.4499280900002,1782.2365489300007
2018-04-19,26.786620840000523,SUZB3,47,1754.5100860100001,1781.2967068500006
2018-04-20,26.786620840000523,SUZB3,47,1768.61005029,1795.3966711300004
2018-04-23,26.786620840000523,SUZB3,47,1797.75,1824.5366208400005
2018-04-24,26.786620840000523,SUZB3,47,1771.90003572,1798.6866565600005
2018-04-25,26.786620840000523,SUZB3,47,1842.40003572,1869.1866565600005
2018-04-26,26.786620840000523,SUZB3,47,1880.0,1906.7866208400005
2018-04-27,26.786620840000523,SUZB3,47,1891.75,1918.5366208400005
2018-04-30,26.786620840000523,SUZB3,47,1929.8200643900002,1956.6066852300007
2018-05-02,26.786620840000523,SUZB3,47,1995.15003572,2021.9366565600005
2018-05-03,26.786620840000523,SUZB3,47,1918.5399854300001,1945.3266062700006
2018-05-04,26.786620840000523,SUZB3,47,1872.9499280900002,1899.7365489300007
2018-05-07,26.786620840000523,SUZB3,47,1853.2100145699999,1879.9966354100004
2018-05-08,26.786620840000523,SUZB3,47,1879.05997838,1905.8465992200006
2018-05-09,26.786620840000523,SUZB3,47,2013.9499280900002,2040.7365489300007
2018-05-10,26.786620840000523,SUZB3,47,1974.94002162,2001.7266424600004
2018-05-11,26.786620840000523,SUZB3,47,2025.6999280900002,2052.486548930001
2018-05-14,26.786620840000523,SUZB3,47,2126.75,2153.5366208400005
2018-05-15,26.786620840000523,SUZB3,47,2161.53007896,2188.3166998000006
2018-05-16,26.786620840000523,SUZB3,47,2091.03007896,2117.8166998000006
2018-05-17,26.786620840000523,SUZB3,47,2087.73991399,2114.5265348300004
2018-05-18,26.786620840000523,SUZB3,47,2170.92993561,2197.7165564500006
2018-05-21,26.786620840000523,SUZB3,47,2148.84005734,2175.6266781800005
2018-05-22,26.786620840000523,SUZB3,47,2020.05997838,2046.8465992200006
2018-05-23,26.786620840000523,SUZB3,47,2007.3699567600002,2034.1565776000007
2018-05-24,26.786620840000523,SUZB3,47,2128.15994266,2154.9465635000006
2018-05-25,26.786620840000523,SUZB3,47,2083.0399854300003,2109.826606270001
2018-05-28,2147.4265705500006,,0,0.0,2147.4265705500006
2018-05-29,2147.4265705500006,,0,0.0,2147.4265705500006
2018-05-30,2147.4265705500006,,0,0.0,2147.4265705500006
2018-06-01,1.4465522500004226,SMTO3,122,2147.20004636,2148.6465986100006
2018-06-04,1.4465522500004226,SMTO3,122,2159.4000927200004,2160.846644970001
2018-06-05,1.4465522500004226,SMTO3,122,2196.0,2197.4465522500004
2018-06-06,1.4465522500004226,SMTO3,122,2250.9000927200004,2252.346644970001
2018-06-07,1.4465522500004226,SMTO3,122,2186.2400097600002,2187.6865620100007
2018-06-08,1.4465522500004226,SMTO3,122,2224.05994388,2225.5064961300004
2018-06-11,1.4465522500004226,SMTO3,122,2210.6401024799998,2212.08665473
2018-06-12,1.4465522500004226,SMTO3,122,2208.20004636,2209.6465986100006
2018-06-13,1.4465522500004226,SMTO3,122,2182.57992558,2184.02647783
2018-06-14,1.4465522500004226,SMTO3,122,2177.70004636,2179.1465986100006
2018-06-15,1.4465522500004226,SMTO3,122,2175.2599902399998,2176.70654249
2018-06-18,1.4465522500004226,SMTO3,122,2153.29995364,2154.74650589
2018-06-19,1.4465522500004226,SMTO3,122,2122.79995364,2124.24650589
2018-06-20,1.4465522500004226,SMTO3,122,2137.44005612,2138.8866083700004
2018-06-21,1.4465522500004226,SMTO3,122,2117.92007442,2119.3666266700006
2018-06-22,1.4465522500004226,SMTO3,122,2142.31993534,2143.7664875900005
2018-06-25,1.4465522500004226,SMTO3,122,2176.4800183,2177.9265705500006
2018-06-26,1.4465522500004226,SMTO3,122,2213.07992558,2214.52647783
2018-06-27,1.4465522500004226,SMTO3,122,2187.4600378200003,2188.9065900700007
2018-06-28,1.4465522500004226,SMTO3,122,2180.1401024799998,2181.58665473
2018-06-29,1.4465522500004226,SMTO3,122,2177.70004636,2179.1465986100006
2018-07-02,32.63766029000044,MGLU3,61,2129.87322999,2162.5108902800002
2018-07-03,32.63766029000044,MGLU3,61,2114.59065233,2147.2283126200005
2018-07-04,32.63766029000044,MGLU3,61,2111.53418328,2144.1718435700004
2018-07-05,32.63766029000044,MGLU3,61,2037.6686250900002,2070.3062853800006
2018-07-06,32.63766029000044,MGLU3,61,2066.53556054,2099.1732208300004
2018-07-10,32.63766029000044,MGLU3,61,2004.5566063099998,2037.1942666000002
2018-07-11,2019.5344609900003,,0,0.0,2019.5344609900003
2018-07-12,2019.5344609900003,,0,0.0,2019.5344609900003
2018-07-13,2019.5344609900003,,0,0.0,2019.5344609900003
2018-07-16,2019.5344609900003,,0,0.0,2019.5344609900003
2018-07-17,2019.5344609900003,,0,0.0,2019.5344609900003
2018-07-18,23.73818101000029,MGLU3,54,1908.3101580000002,1932.0483390100005
2018-07-19,23.73818101000029,MGLU3,54,1938.6746523,1962.4128333100002
2018-07-20,23.73818101000029,MGLU3,54,1968.7386015000002,1992.4767825100005
2018-07-23,23.73818101000029,MGLU3,54,1951.45182018,1975.1900011900002
2018-07-24,23.73818101000029,MGLU3,54,2010.67787916,2034.4160601700003
2018-07-25,23.73818101000029,MGLU3,54,1999.2536774999999,2022.9918585100002
2018-07-26,23.73818101000029,MGLU3,54,1977.45728328,2001.1954642900002
2018-07-27,23.73818101000029,MGLU3,54,1951.15127562,1974.8894566300003
2018-07-30,23.73818101000029,MGLU3,54,1954.15775316,1977.8959341700004
2018-07-31,23.73818101000029,MGLU3,54,1988.1300204000001,2011.8682014100004
2018-08-01,23.73818101000029,MGLU3,54,2018.1939696000002,2041.9321506100005
2018-08-02,23.73818101000029,MGLU3,54,2057.1267702600003,2080.8649512700003
2018-08-03,23.73818101000029,MGLU3,54,2058.78028104,2082.5184620500004
2018-08-06,23.73818101000029,MGLU3,54,2074.41355158,2098.1517325900004
2018-08-07,23.73818101000029,MGLU3,54,2193.1662141,2216.90439511
2018-08-08,23.73818101000029,MGLU3,54,2104.9284207600003,2128.666601770001
2018-08-09,23.73818101000029,MGLU3,54,2209.5509491800003,2233.289130190001
2018-08-10,23.73818101000029,MGLU3,54,2089.89644616,2113.6346271700004
2018-08-13,23.73818101000029,MGLU3,54,2119.50947592,2143.2476569300006
2018-08-14,23.73818101000029,MGLU3,54,2132.13626838,2155.8744493900003
2018-08-15,23.73818101000029,MGLU3,54,2084.4849927600003,2108.2231737700004
2018-08-16,23.73818101000029,MGLU3,54,2048.85921474,2072.59739575
2018-08-17,23.73818101000029,MGLU3,54,2009.02436838,2032.7625493900002
2018-08-20,23.73818101000029,MGLU3,54,2079.97537986,2103.71356087
2018-08-21,2098.1517325900004,,0,0.0,2098.1517325900004
2018-08-22,2098.1517325900004,,0,0.0,2098.1517325900004
