decision_date,execution_date,ticker,indicator_uptrend,close,momentum_126_pct,volatility_63_pct,eligible_for_ranking,rank,selected,target_weight,reason
2017-03-31,2017-04-03,RENT3,True,12.53958607,4.619637243027341,35.120630457767064,True,3,False,0.0,eligible
2017-03-31,2017-04-03,SANB11,False,26.54546928,,,False,,False,0.0,indicator_not_uptrend
2017-03-31,2017-04-03,SBSP3,False,6.3201499,,,False,,False,0.0,indicator_not_uptrend
2017-03-31,2017-04-03,SMTO3,False,17.28000069,,,False,,False,0.0,indicator_not_uptrend
2017-03-31,2017-04-03,SUZB3,False,20.01000023,,,False,,False,0.0,indicator_not_uptrend
2017-03-31,2017-04-03,TOTS3,True,9.20982933,-13.145538556151159,27.52635284954636,False,,False,0.0,nonpositive_momentum
2017-03-31,2017-04-03,UGPA3,True,32.99715424,1.3442692894768182,19.28947651718984,True,5,False,0.0,eligible
2017-03-31,2017-04-03,USIM5,False,4.44000006,,,False,,False,0.0,indicator_not_uptrend
2017-03-31,2017-04-03,VALE3,False,29.79000092,,,False,,False,0.0,indicator_not_uptrend
2017-03-31,2017-04-03,WEGE3,False,6.692307,,,False,,False,0.0,indicator_not_uptrend
2017-04-28,2017-05-02,ABEV3,True,18.26000023,-7.309647078409565,19.678264960527933,False,,False,0.0,nonpositive_momentum
2017-04-28,2017-05-02,B3SA3,False,6.33666611,,,False,,False,0.0,indicator_not_uptrend
2017-04-28,2017-05-02,BBAS3,False,16.42499924,,,False,,False,0.0,indicator_not_uptrend
2017-04-28,2017-05-02,BBDC4,True,17.28748322,4.2433683482489215,25.720180017993755,True,5,False,0.0,eligible
2017-04-28,2017-05-02,BBSE3,True,29.88999939,-6.035838138918404,25.35515502542736,False,,False,0.0,nonpositive_momentum
2017-04-28,2017-05-02,BPAC11,False,4.5,,,False,,False,0.0,indicator_not_uptrend
2017-04-28,2017-05-02,BRAP4,False,9.15062809,,,False,,False,0.0,indicator_not_uptrend
2017-04-28,2017-05-02,CMIG4,False,4.38781977,,,False,,False,0.0,indicator_not_uptrend
2017-04-28,2017-05-02,CPFE3,False,26.0,,,False,,False,0.0,indicator_not_uptrend
2017-04-28,2017-05-02,CPLE3,False,2.33500004,,,False,,False,0.0,indicator_not_uptrend
2017-04-28,2017-05-02,CSMG3,False,12.0,,,False,,False,0.0,indicator_not_uptrend
2017-04-28,2017-05-02,CSNA3,False,7.75,,,False,,False,0.0,indicator_not_uptrend
2017-04-28,2017-05-02,CYRE3,False,13.19999981,,,False,,False,0.0,indicator_not_uptrend
2017-04-28,2017-05-02,EGIE3,False,19.4285717,,,False,,False,0.0,indicator_not_uptrend
2017-04-28,2017-05-02,ENEV3,True,3.64499998,3.111736554439526,42.33737086198028,True,6,False,0.0,eligible
2017-04-28,2017-05-02,ENGI11,False,20.61932182,,,False,,False,0.0,indicator_not_uptrend
2017-04-28,2017-05-02,EQTL3,False,11.48441219,,,False,,False,0.0,indicator_not_uptrend
2017-04-28,2017-05-02,GGBR4,False,7.77777719,,,False,,False,0.0,indicator_not_uptrend
2017-04-28,2017-05-02,GOAU4,False,3.45008612,,,False,,False,0.0,indicator_not_uptrend
2017-04-28,2017-05-02,HYPE3,True,30.05999947,6.33179689025023,19.621442653137525,True,4,False,0.0,eligible
2017-04-28,2017-05-02,ITSA4,False,6.86283398,,,False,,False,0.0,indicator_not_uptrend
2017-04-28,2017-05-02,ITUB4,False,23.10091209,,,False,,False,0.0,indicator_not_uptrend
2017-04-28,2017-05-02,KLBN11,True,14.2214222,-3.3639078921770205,27.663457583800007,False,,False,0.0,nonpositive_momentum
2017-04-28,2017-05-02,LREN3,True,20.0437088,9.962819288259483,27.293080950221775,True,3,False,0.0,eligible
2017-04-28,2017-05-02,MGLU3,True,7.75225687,126.82752549414337,71.13847481365498,True,1,True,1.0,eligible
2017-04-28,2017-05-02,MULT3,False,22.56666565,,,False,,False,0.0,indicator_not_uptrend
2017-04-28,2017-05-02,PETR4,False,13.97000027,,,False,,False,0.0,indicator_not_uptrend
2017-04-28,2017-05-02,PSSA3,False,14.35999966,,,False,,False,0.0,indicator_not_uptrend
2017-04-28,2017-05-02,RADL3,True,12.7168169,-3.6428567907364817,28.63728674893927,False,,False,0.0,nonpositive_momentum
2017-04-28,2017-05-02,RAIL3,False,8.72999954,,,False,,False,0.0,indicator_not_uptrend
2017-04-28,2017-05-02,RENT3,True,14.23379993,21.2198917511931,31.46951815779343,True,2,False,0.0,eligible
2017-04-28,2017-05-02,SANB11,False,26.32465744,,,False,,False,0.0,indicator_not_uptrend
2017-04-28,2017-05-02,SBSP3,False,5.67630577,,,False,,False,0.0,indicator_not_uptrend
2017-04-28,2017-05-02,SMTO3,False,17.79999924,,,False,,False,0.0,indicator_not_uptrend
2017-04-28,2017-05-02,SUZB3,False,20.01000023,,,False,,False,0.0,indicator_not_uptrend
2017-04-28,2017-05-02,TOTS3,False,9.22642422,,,False,,False,0.0,indicator_not_uptrend
2017-04-28,2017-05-02,UGPA3,False,32.44428634,,,False,,False,0.0,indicator_not_uptrend
2017-04-28,2017-05-02,USIM5,False,4.26000023,,,False,,False,0.0,indicator_not_uptrend
2017-04-28,2017-05-02,VALE3,False,27.46999931,,,False,,False,0.0,indicator_not_uptrend
2017-04-28,2017-05-02,WEGE3,False,6.80769205,,,False,,False,0.0,indicator_not_uptrend
2017-05-31,2017-06-01,ABEV3,False,18.70999908,,,False,,False,0.0,indicator_not_uptrend
2017-05-31,2017-06-01,B3SA3,False,6.13999987,,,False,,False,0.0,indicator_not_uptrend
2017-05-31,2017-06-01,BBAS3,False,14.17000008,,,False,,False,0.0,indicator_not_uptrend
2017-05-31,2017-06-01,BBDC4,False,15.66377544,,,False,,False,0.0,indicator_not_uptrend
2017-05-31,2017-06-01,BBSE3,False,29.10000038,,,False,,False,0.0,indicator_not_uptrend
2017-05-31,2017-06-01,BPAC11,False,3.5374999,,,False,,False,0.0,indicator_not_uptrend
2017-05-31,2017-06-01,BRAP4,False,8.81410599,,,False,,False,0.0,indicator_not_uptrend
2017-05-31,2017-06-01,CMIG4,False,3.77510595,,,False,,False,0.0,indicator_not_uptrend
2017-05-31,2017-06-01,CPFE3,True,26.29000092,7.525562792661433,2.7895958725589978,True,5,False,0.0,eligible
2017-05-31,2017-06-01,CPLE3,False,2.2249999,,,False,,False,0.0,indicator_not_uptrend
2017-05-31,2017-06-01,CSMG3,False,11.63333321,,,False,,False,0.0,indicator_not_uptrend
2017-05-31,2017-06-01,CSNA3,True,6.86000013,-46.7804503564505,63.49153840118946,False,,False,0.0,nonpositive_momentum
2017-05-31,2017-06-01,CYRE3,False,10.68999958,,,False,,False,0.0,indicator_not_uptrend
2017-05-31,2017-06-01,EGIE3,False,18.95428467,,,False,,False,0.0,indicator_not_uptrend
2017-05-31,2017-06-01,ENEV3,False,3.40249991,,,False,,False,0.0,indicator_not_uptrend
2017-05-31,2017-06-01,ENGI11,False,20.39273453,,,False,,False,0.0,indicator_not_uptrend
2017-05-31,2017-06-01,EQTL3,False,10.66737938,,,False,,False,0.0,indicator_not_uptrend
2017-05-31,2017-06-01,GGBR4,True,7.57142782,-32.816907600097245,50.56578016354677,False,,False,0.0,nonpositive_momentum
2017-05-31,2017-06-01,GOAU4,False,2.50887497,,,False,,False,0.0,indicator_not_uptrend
2017-05-31,2017-06-01,HYPE3,False,29.5,,,False,,False,0.0,indicator_not_uptrend
2017-05-31,2017-06-01,ITSA4,False,6.21055222,,,False,,False,0.0,indicator_not_uptrend
2017-05-31,2017-06-01,ITUB4,False,20.91791725,,,False,,False,0.0,indicator_not_uptrend
2017-05-31,2017-06-01,KLBN11,True,15.03150272,2.2657703763212966,28.444211053091845,True,7,False,0.0,eligible
2017-05-31,2017-06-01,LREN3,False,19.65543747,,,False,,False,0.0,indicator_not_uptrend
2017-05-31,2017-06-01,MGLU3,False,8.73386002,,,False,,False,0.0,indicator_not_uptrend
2017-05-31,2017-06-01,MULT3,False,21.36666679,,,False,,False,0.0,indicator_not_uptrend
2017-05-31,2017-06-01,PETR4,False,12.96000004,,,False,,False,0.0,indicator_not_uptrend
2017-05-31,2017-06-01,PSSA3,True,16.10000038,14.876917512796872,25.861042025369557,True,3,False,0.0,eligible
2017-05-31,2017-06-01,RADL3,True,13.5746603,11.975116970443288,27.254356371513577,True,4,False,0.0,eligible
2017-05-31,2017-06-01,RAIL3,False,8.47999954,,,False,,False,0.0,indicator_not_uptrend
2017-05-31,2017-06-01,RENT3,False,13.73847485,,,False,,False,0.0,indicator_not_uptrend
2017-05-31,2017-06-01,SANB11,False,24.42375183,,,False,,False,0.0,indicator_not_uptrend
2017-05-31,2017-06-01,SBSP3,False,5.62394524,,,False,,False,0.0,indicator_not_uptrend
2017-05-31,2017-06-01,SMTO3,True,18.0,-0.6622562606901083,35.211025408355596,False,,False,0.0,nonpositive_momentum
2017-05-31,2017-06-01,SUZB3,False,20.01000023,,,False,,False,0.0,indicator_not_uptrend
2017-05-31,2017-06-01,TOTS3,True,10.01631165,28.425530648333954,31.86870524936374,True,1,True,1.0,eligible
2017-05-31,2017-06-01,UGPA3,True,34.48529816,5.20027250396371,20.57410847237715,True,6,False,0.0,eligible
2017-05-31,2017-06-01,USIM5,True,3.97000003,-10.585586118212797,61.895914115199034,False,,False,0.0,nonpositive_momentum
2017-05-31,2017-06-01,VALE3,True,27.17000008,-5.986157656565383,43.707124511263586,False,,False,0.0,nonpositive_momentum
2017-05-31,2017-06-01,WEGE3,True,7.30769205,23.13674733084714,26.317195252985904,True,2,False,0.0,eligible
2017-06-30,2017-07-03,ABEV3,False,18.30999947,,,False,,False,0.0,indicator_not_uptrend
2017-06-30,2017-07-03,B3SA3,True,6.58333302,22.670820510784793,29.50974467166878,True,3,False,0.0,eligible
2017-06-30,2017-07-03,BBAS3,False,13.39999962,,,False,,False,0.0,indicator_not_uptrend
2017-06-30,2017-07-03,BBDC4,True,16.02235794,12.436463378896367,36.88946242429768,True,6,False,0.0,eligible
2017-06-30,2017-07-03,BBSE3,False,28.64999962,,,False,,False,0.0,indicator_not_uptrend
2017-06-30,2017-07-03,BPAC11,False,3.61249995,,,False,,False,0.0,indicator_not_uptrend
2017-06-30,2017-07-03,BRAP4,True,9.49637032,39.94566700517383,43.34056284181613,True,1,True,1.0,eligible
2017-06-30,2017-07-03,CMIG4,True,3.99252105,9.485101617406588,57.52276873735786,True,10,False,0.0,eligible
2017-06-30,2017-07-03,CPFE3,False,26.51000023,,,False,,False,0.0,indicator_not_uptrend
2017-06-30,2017-07-03,CPLE3,False,1.89999998,,,False,,False,0.0,indicator_not_uptrend
2017-06-30,2017-07-03,CSMG3,True,13.33333302,13.798010198843059,57.93288332753326,True,5,False,0.0,eligible
2017-06-30,2017-07-03,CSNA3,True,7.17999983,-33.08480766253602,59.42889075482629,False,,False,0.0,nonpositive_momentum
2017-06-30,2017-07-03,CYRE3,True,10.96000004,9.381232902657977,46.034534449145724,True,11,False,0.0,eligible
2017-06-30,2017-07-03,EGIE3,True,19.38285637,-0.8187127214099865,19.369498759725037,False,,False,0.0,nonpositive_momentum
2017-06-30,2017-07-03,ENEV3,False,3.40249991,,,False,,False,0.0,indicator_not_uptrend
2017-06-30,2017-07-03,ENGI11,True,21.64348984,29.081092162328037,32.151312790817435,True,2,False,0.0,eligible
2017-06-30,2017-07-03,EQTL3,True,10.82319546,1.8421140475297637,23.701519271589298,True,12,False,0.0,eligible
2017-06-30,2017-07-03,GGBR4,True,8.15872955,-6.375225923586669,45.48530757495622,False,,False,0.0,nonpositive_momentum
2017-06-30,2017-07-03,GOAU4,True,2.7957646,-22.503260320637985,91.897028568702,False,,False,0.0,nonpositive_momentum
2017-06-30,2017-07-03,HYPE3,False,27.79999924,,,False,,False,0.0,indicator_not_uptrend
2017-06-30,2017-07-03,ITSA4,False,6.25912619,,,False,,False,0.0,indicator_not_uptrend
2017-06-30,2017-07-03,ITUB4,True,21.62400627,12.350957060757906,33.15216744735805,True,7,False,0.0,eligible
2017-06-30,2017-07-03,KLBN11,False,14.60846043,,,False,,False,0.0,indicator_not_uptrend
2017-06-30,2017-07-03,LREN3,False,20.40826225,,,False,,False,0.0,indicator_not_uptrend
2017-06-30,2017-07-03,MGLU3,False,8.90784073,,,False,,False,0.0,indicator_not_uptrend
2017-06-30,2017-07-03,MULT3,False,21.7733326,,,False,,False,0.0,indicator_not_uptrend
2017-06-30,2017-07-03,PETR4,False,12.36999989,,,False,,False,0.0,indicator_not_uptrend
2017-06-30,2017-07-03,PSSA3,False,15.30500031,,,False,,False,0.0,indicator_not_uptrend
2017-06-30,2017-07-03,RADL3,False,13.21832466,,,False,,False,0.0,indicator_not_uptrend
2017-06-30,2017-07-03,RAIL3,False,8.64999962,,,False,,False,0.0,indicator_not_uptrend
2017-06-30,2017-07-03,RENT3,False,14.26614857,,,False,,False,0.0,indicator_not_uptrend
2017-06-30,2017-07-03,SANB11,True,24.00132751,-9.844933339122319,39.65798418854466,False,,False,0.0,nonpositive_momentum
2017-06-30,2017-07-03,SBSP3,True,6.13979578,14.87662030513035,37.42033330546434,True,4,False,0.0,eligible
2017-06-30,2017-07-03,SMTO3,False,17.20000076,,,False,,False,0.0,indicator_not_uptrend
2017-06-30,2017-07-03,SUZB3,False,20.01000023,,,False,,False,0.0,indicator_not_uptrend
2017-06-30,2017-07-03,TOTS3,False,10.00967407,,,False,,False,0.0,indicator_not_uptrend
2017-06-30,2017-07-03,UGPA3,False,35.71543502,,,False,,False,0.0,indicator_not_uptrend
2017-06-30,2017-07-03,USIM5,True,4.5999999,12.195122248661526,54.00372159418574,True,8,False,0.0,eligible
2017-06-30,2017-07-03,VALE3,True,29.0,12.142302072436028,36.68006103150438,True,9,False,0.0,eligible
2017-06-30,2017-07-03,WEGE3,False,6.80769205,,,False,,False,0.0,indicator_not_uptrend
2017-07-31,2017-08-01,ABEV3,True,19.14999962,10.565819646385922,17.855031184090198,True,11,False,0.0,eligible
2017-07-31,2017-08-01,B3SA3,True,6.82999992,11.540560382852139,25.976239469208185,True,10,False,0.0,eligible
2017-07-31,2017-08-01,BBAS3,True,14.35000038,-8.56960392842161,52.09094401440707,False,,False,0.0,nonpositive_momentum
2017-07-31,2017-08-01,BBDC4,True,17.18347931,0.816629883616149,34.605709348100675,True,16,False,0.0,eligible
2017-07-31,2017-08-01,BBSE3,False,27.45000076,,,False,,False,0.0,indicator_not_uptrend
2017-07-31,2017-08-01,BPAC11,True,3.79999995,,,False,,False,0.0,insufficient_history
2017-07-31,2017-08-01,BRAP4,True,10.63962173,7.099766267487984,37.734501276069075,True,12,False,0.0,eligible
2017-07-31,2017-08-01,CMIG4,True,4.20993519,-4.804482514333475,53.12649859257491,False,,False,0.0,nonpositive_momentum
2017-07-31,2017-08-01,CPFE3,True,26.86000061,5.914826356149683,2.6071153142589507,True,13,False,0.0,eligible
2017-07-31,2017-08-01,CPLE3,True,2.11999989,-6.153172479331415,42.91487010544886,False,,False,0.0,nonpositive_momentum
2017-07-31,2017-08-01,CSMG3,True,14.12666607,0.9528338340405895,39.51332129645731,True,15,False,0.0,eligible
2017-07-31,2017-08-01,CSNA3,True,7.61999989,-37.02479627525433,54.559226376521266,False,,False,0.0,nonpositive_momentum
2017-07-31,2017-08-01,CYRE3,True,12.23999977,-4.075238641277035,46.351826732677175,False,,False,0.0,nonpositive_momentum
2017-07-31,2017-08-01,EGIE3,True,20.0,-3.0470873305144752,17.826019769109955,False,,False,0.0,nonpositive_momentum
2017-07-31,2017-08-01,ENEV3,True,3.4849999,16.848275155788105,23.430623968427252,True,7,False,0.0,eligible
2017-07-31,2017-08-01,ENGI11,True,22.56796074,22.660100641070137,31.740732185816157,True,5,False,0.0,eligible
2017-07-31,2017-08-01,EQTL3,True,11.32659912,-2.1570382957205703,23.439921512149077,False,,False,0.0,nonpositive_momentum
2017-07-31,2017-08-01,GGBR4,True,8.46031666,-15.194909171338422,43.31582108132015,False,,False,0.0,nonpositive_momentum
2017-07-31,2017-08-01,GOAU4,True,2.95889741,-31.389585455855638,91.06128125285343,False,,False,0.0,nonpositive_momentum
2017-07-31,2017-08-01,HYPE3,False,27.98999977,,,False,,False,0.0,indicator_not_uptrend
2017-07-31,2017-08-01,ITSA4,True,6.41872692,0.3362867054591545,27.132694415363595,True,17,False,0.0,eligible
2017-07-31,2017-08-01,ITUB4,True,21.95939827,-1.9185311477717626,30.854797841030123,False,,False,0.0,nonpositive_momentum
2017-07-31,2017-08-01,KLBN11,False,14.40143967,,,False,,False,0.0,indicator_not_uptrend
2017-07-31,2017-08-01,LREN3,True,21.83937645,29.593889953566443,31.77960332100993,True,4,False,0.0,eligible
2017-07-31,2017-08-01,MGLU3,True,12.76605034,195.18068584571134,68.74494626108718,True,1,True,1.0,eligible
2017-07-31,2017-08-01,MULT3,True,23.95999908,13.19684945206272,35.66789236162667,True,9,False,0.0,eligible
2017-07-31,2017-08-01,PETR4,True,13.28999996,-14.916773024381891,45.7577396245074,False,,False,0.0,nonpositive_momentum
2017-07-31,2017-08-01,PSSA3,True,15.75,14.337571212216126,29.26016465249523,True,8,False,0.0,eligible
2017-07-31,2017-08-01,RADL3,False,13.00904942,,,False,,False,0.0,indicator_not_uptrend
2017-07-31,2017-08-01,RAIL3,True,10.34000015,34.81095230966411,52.484843214156875,True,3,False,0.0,eligible
2017-07-31,2017-08-01,RENT3,True,16.39896202,43.40788803924451,29.941665090013487,True,2,False,0.0,eligible
2017-07-31,2017-08-01,SANB11,True,24.49095535,-19.29769341275901,35.883738376686516,False,,False,0.0,nonpositive_momentum
2017-07-31,2017-08-01,SBSP3,True,6.50632191,4.614902629946571,34.923775969569796,True,14,False,0.0,eligible
2017-07-31,2017-08-01,SMTO3,True,17.55999947,-13.026255527294916,36.400445087879866,False,,False,0.0,nonpositive_momentum
2017-07-31,2017-08-01,SUZB3,False,20.01000023,,,False,,False,0.0,indicator_not_uptrend
2017-07-31,2017-08-01,TOTS3,False,9.95657158,,,False,,False,0.0,indicator_not_uptrend
2017-07-31,2017-08-01,UGPA3,False,34.09368134,,,False,,False,0.0,indicator_not_uptrend
2017-07-31,2017-08-01,USIM5,True,5.17000008,-0.3853560649091703,46.762315462316494,False,,False,0.0,nonpositive_momentum
2017-07-31,2017-08-01,VALE3,True,31.29999924,-7.121666070846711,32.054182221752434,False,,False,0.0,nonpositive_momentum
2017-07-31,2017-08-01,WEGE3,True,7.28461504,17.348200651348343,22.99840844472459,True,6,False,0.0,eligible
2017-08-31,2017-09-01,ABEV3,True,19.86000061,14.2035727811489,12.724516275541411,True,11,False,0.0,eligible
2017-08-31,2017-09-01,B3SA3,True,7.37333298,17.659582473292,17.84104158461823,True,6,False,0.0,eligible
2017-08-31,2017-09-01,BBAS3,True,15.35000038,-11.983945450029164,28.027759261842018,False,,False,0.0,nonpositive_momentum
2017-08-31,2017-09-01,BBDC4,True,19.11299324,9.348727354172649,20.958966207898612,True,16,False,0.0,eligible
2017-08-31,2017-09-01,BBSE3,True,27.71999931,-6.351354884678562,22.42921800563354,False,,False,0.0,nonpositive_momentum
2017-08-31,2017-09-01,BPAC11,True,4.08500004,-12.853332480000002,36.36386721189142,False,,False,0.0,nonpositive_momentum
2017-08-31,2017-09-01,BRAP4,True,12.39137936,17.53388674186307,32.87375619075588,True,7,False,0.0,eligible
2017-08-31,2017-09-01,CMIG4,False,4.14075804,,,False,,False,0.0,indicator_not_uptrend
2017-08-31,2017-09-01,CPFE3,False,27.09000015,,,False,,False,0.0,indicator_not_uptrend
2017-08-31,2017-09-01,CPLE3,True,2.27200007,-17.231323823477464,32.65042704915353,False,,False,0.0,nonpositive_momentum
2017-08-31,2017-09-01,CSMG3,False,14.36999989,,,False,,False,0.0,indicator_not_uptrend
2017-08-31,2017-09-01,CSNA3,True,8.68999958,-27.462438116253885,42.54472719469034,False,,False,0.0,nonpositive_momentum
2017-08-31,2017-09-01,CYRE3,True,13.18000031,0.3044137668568814,27.069519078324834,True,20,False,0.0,eligible
2017-08-31,2017-09-01,EGIE3,True,20.62857056,-1.7419741129385935,16.775642218679067,False,,False,0.0,nonpositive_momentum
