year,end_equity,return_pct
2017,1636.03746879,63.60374687900001
2018,1731.2849647300004,5.8218407436869235
2019,2125.3956553900007,22.764056679800436
2020,3855.2752119900006,81.39094253877049
2021,3308.563705610001,-14.180868454727003
2022,2487.243869080001,-24.82405991268568
2023,3298.36574284,32.6112724145551
2024,2701.9989905699986,-18.08067384778592
2025,3367.868270789998,24.64357990302326
2026,4575.928389939998,35.870171337391014
