decision_date,execution_date,uptrend_tickers,eligible_tickers,selected_ticker,selected_momentum_126_pct
2022-07-29,2022-08-01,ABEV3;B3SA3;BBAS3;BBSE3;BPAC11;CMIG4;CPFE3;CPLE3;CSMG3;CSNA3;CYRE3;EGIE3;ENGI11;EQTL3;GGBR4;GOAU4;HYPE3;ITSA4;ITUB4;KLBN11;LREN3;MGLU3;MULT3;PETR4;PSSA3;RADL3;RAIL3;RENT3;SANB11;SBSP3;SUZB3;TOTS3;UGPA3;USIM5;WEGE3,BBAS3;BBSE3;CMIG4;CPFE3;CPLE3;EGIE3;ENGI11;EQTL3;HYPE3;MULT3;PETR4;RAIL3;SBSP3,HYPE3,42.108779214382984
2022-08-31,2022-09-01,ABEV3;B3SA3;BBAS3;BBDC4;BPAC11;BRAP4;CMIG4;CPFE3;CPLE3;CSMG3;CSNA3;CYRE3;ENEV3;GGBR4;GOAU4;HYPE3;ITSA4;ITUB4;KLBN11;LREN3;MGLU3;PETR4;PSSA3;RADL3;RAIL3;RENT3;SANB11;SBSP3;SMTO3;TOTS3;UGPA3;USIM5;VALE3;WEGE3,ABEV3;BBAS3;BBDC4;BPAC11;CMIG4;CPFE3;CPLE3;ENEV3;HYPE3;ITUB4;LREN3;RAIL3;RENT3;SBSP3,RAIL3,29.80089584060872
2022-09-30,2022-10-03,B3SA3;BBDC4;BRAP4;CYRE3;EQTL3;GGBR4;GOAU4;ITSA4;ITUB4;SANB11;VALE3;WEGE3,CYRE3;ITUB4,CYRE3,2.2853948600189966
2022-10-31,2022-11-01,B3SA3;BBSE3;BPAC11;BRAP4;CPLE3;CSMG3;CSNA3;EGIE3;ENGI11;EQTL3;GGBR4;GOAU4;HYPE3;ITSA4;ITUB4;KLBN11;PETR4;RADL3;RAIL3;RENT3;SBSP3;SMTO3;SUZB3;TOTS3;UGPA3;USIM5;VALE3;WEGE3,B3SA3;BBSE3;BPAC11;CPLE3;CSMG3;ENGI11;EQTL3;HYPE3;ITSA4;ITUB4;KLBN11;RADL3;RAIL3;RENT3;SBSP3;SUZB3;TOTS3;UGPA3;WEGE3,WEGE3,41.781059460301265
2022-11-30,2022-12-01,BBSE3;BRAP4;CMIG4;CPLE3;CSNA3;EGIE3;GGBR4;GOAU4;PSSA3;SMTO3;SUZB3;UGPA3;USIM5;VALE3,BBSE3;CPLE3;GGBR4;GOAU4;PSSA3,PSSA3,16.730951535589146
2022-12-29,2023-01-02,B3SA3;BBAS3;BBDC4;BBSE3;BRAP4;CMIG4;CSNA3;ENEV3;ENGI11;HYPE3;MULT3;PETR4;RADL3;SANB11;SMTO3;VALE3,B3SA3;BBAS3;BBSE3;BRAP4;CMIG4;ENGI11;HYPE3;RADL3;VALE3,BBSE3,29.853622013302484
2023-01-31,2023-02-01,B3SA3;BBAS3;BBDC4;BBSE3;BRAP4;CMIG4;CPFE3;CPLE3;CSNA3;CYRE3;EGIE3;ENEV3;ENGI11;EQTL3;GGBR4;GOAU4;HYPE3;ITSA4;ITUB4;LREN3;MGLU3;MULT3;PETR4;PSSA3;RADL3;RAIL3;RENT3;SANB11;SMTO3;TOTS3;UGPA3;USIM5;VALE3,B3SA3;BBAS3;BBSE3;BRAP4;CMIG4;CPFE3;CPLE3;CSNA3;CYRE3;EQTL3;GGBR4;GOAU4;HYPE3;ITSA4;ITUB4;MGLU3;MULT3;PSSA3;RADL3;RAIL3;RENT3;SANB11;TOTS3;UGPA3;USIM5;VALE3,MGLU3,62.867654973393215
2023-02-28,2023-03-01,ABEV3;BBAS3;BBDC4;BPAC11;CYRE3;EGIE3;ITUB4;LREN3;MULT3;PETR4;PSSA3;RAIL3;RENT3;SANB11;SMTO3;SUZB3;UGPA3;WEGE3,CYRE3;PSSA3;SUZB3;WEGE3,WEGE3,35.26769886689287
2023-03-31,2023-04-03,ABEV3;BBDC4;BPAC11;CMIG4;CPFE3;CPLE3;CSMG3;ENGI11;EQTL3;RADL3;RAIL3;UGPA3;USIM5;WEGE3,CMIG4;CPLE3;CSMG3;EQTL3;RADL3;RAIL3;UGPA3;USIM5;WEGE3,WEGE3,33.74010440169633
2023-04-28,2023-05-02,ABEV3;B3SA3;BBAS3;BBDC4;BBSE3;BPAC11;CMIG4;CPFE3;CPLE3;CSMG3;CYRE3;EGIE3;ENEV3;ENGI11;EQTL3;GGBR4;GOAU4;ITSA4;ITUB4;KLBN11;PETR4;PSSA3;RADL3;RAIL3;RENT3;SANB11;SMTO3;UGPA3;USIM5,BBAS3;BBSE3;CMIG4;CPLE3;CSMG3;EGIE3;GOAU4;PSSA3;RADL3;SMTO3;UGPA3,BBSE3,21.49434011840292
2023-05-31,2023-06-01,B3SA3;BBAS3;BBDC4;BPAC11;CSMG3;CYRE3;ENEV3;ENGI11;EQTL3;GGBR4;GOAU4;HYPE3;ITSA4;ITUB4;KLBN11;LREN3;MGLU3;PETR4;PSSA3;RADL3;RAIL3;RENT3;SANB11;SBSP3;SMTO3;SUZB3;TOTS3;UGPA3,B3SA3;BBAS3;BBDC4;BPAC11;CSMG3;CYRE3;ENGI11;EQTL3;ITSA4;ITUB4;KLBN11;MGLU3;PETR4;PSSA3;RADL3;RAIL3;RENT3;SANB11;SMTO3;UGPA3,CYRE3,36.549706774092904
2023-06-30,2023-07-03,ABEV3;BBAS3;BPAC11;BRAP4;CMIG4;CPFE3;CPLE3;CSNA3;CYRE3;EGIE3;ENEV3;ENGI11;EQTL3;GGBR4;GOAU4;HYPE3;ITSA4;ITUB4;LREN3;MULT3;PETR4;PSSA3;RENT3;SANB11;SBSP3;TOTS3;VALE3,ABEV3;BBAS3;BPAC11;CMIG4;CPFE3;CPLE3;CYRE3;EGIE3;ENEV3;ENGI11;EQTL3;HYPE3;ITSA4;ITUB4;MULT3;PETR4;PSSA3;RENT3;SANB11;SBSP3;TOTS3,CYRE3,57.75861126297175
2023-07-31,2023-08-01,BBSE3;BPAC11;BRAP4;CPFE3;CSNA3;CYRE3;ENEV3;EQTL3;GGBR4;GOAU4;RAIL3;SBSP3;SUZB3;VALE3;WEGE3,BPAC11;CPFE3;CYRE3;ENEV3;EQTL3;RAIL3;SBSP3;SUZB3;WEGE3,CYRE3,57.95755846396582
2023-08-31,2023-09-01,MGLU3;PETR4;SBSP3;SMTO3;SUZB3,PETR4;SBSP3;SMTO3;SUZB3,PETR4,29.62662873669819
2023-09-29,2023-10-02,BBSE3;CMIG4;CSNA3;KLBN11;PETR4;SBSP3;SMTO3;SUZB3;VALE3,CMIG4;KLBN11;PETR4;SBSP3;SMTO3;SUZB3,PETR4,44.5139774182163
2023-10-31,2023-11-01,BBAS3;BBDC4;ENGI11;LREN3;MULT3;SANB11;UGPA3;USIM5;VALE3,BBAS3;BBDC4;ENGI11;SANB11;UGPA3,UGPA3,41.229291503140495
2023-11-30,2023-12-01,ABEV3;B3SA3;BBAS3;BBDC4;BBSE3;BPAC11;BRAP4;CPFE3;CPLE3;CSMG3;CSNA3;CYRE3;EGIE3;ENEV3;ENGI11;EQTL3;GGBR4;GOAU4;HYPE3;ITSA4;ITUB4;KLBN11;LREN3;MGLU3;MULT3;PSSA3;RADL3;RAIL3;RENT3;SANB11;SBSP3;TOTS3;UGPA3;USIM5;VALE3;WEGE3,BBAS3;BBDC4;BBSE3;BPAC11;BRAP4;CPFE3;CPLE3;CSNA3;CYRE3;EGIE3;ENEV3;ENGI11;EQTL3;ITSA4;ITUB4;KLBN11;MULT3;PSSA3;RAIL3;SANB11;SBSP3;TOTS3;UGPA3;USIM5;VALE3,UGPA3,49.14352946045515
2023-12-28,2024-01-02,ABEV3;B3SA3;BBAS3;BBDC4;BBSE3;BPAC11;BRAP4;CMIG4;CPFE3;CPLE3;CSMG3;CSNA3;CYRE3;EGIE3;ENEV3;ENGI11;EQTL3;GGBR4;GOAU4;HYPE3;ITSA4;ITUB4;KLBN11;LREN3;MGLU3;MULT3;PETR4;PSSA3;RADL3;RAIL3;RENT3;SANB11;SBSP3;SUZB3;USIM5;VALE3;WEGE3,B3SA3;BBAS3;BBDC4;BBSE3;BPAC11;BRAP4;CPFE3;CPLE3;CSNA3;CYRE3;EGIE3;ENEV3;ENGI11;EQTL3;ITSA4;ITUB4;KLBN11;MULT3;PETR4;PSSA3;RADL3;RAIL3;SANB11;SBSP3;SUZB3;USIM5;VALE3;WEGE3,CSNA3,53.83411788225443
2024-01-31,2024-02-01,BBSE3;CMIG4;PETR4;SBSP3;SMTO3,BBSE3;PETR4;SBSP3,SBSP3,39.10742475323743
2024-02-29,2024-03-01,CMIG4;CYRE3;EGIE3;GGBR4;GOAU4;HYPE3;KLBN11;MGLU3;PSSA3;RADL3;SMTO3;SUZB3;UGPA3;USIM5;WEGE3,CYRE3;EGIE3;KLBN11;PSSA3;SUZB3;UGPA3;USIM5;WEGE3,USIM5,61.84209718182536
2024-03-28,2024-04-01,BBDC4;BRAP4;CMIG4;CPFE3;CSMG3;CYRE3;EGIE3;ENEV3;GGBR4;GOAU4;HYPE3;KLBN11;LREN3;PSSA3;RADL3;RENT3;SANB11;SMTO3;SUZB3;WEGE3,BBDC4;CSMG3;CYRE3;ENEV3;KLBN11;LREN3;PSSA3;SANB11;SUZB3;WEGE3,CSMG3,25.172420492271264
2024-04-30,2024-05-02,ABEV3;BBDC4;BRAP4;EGIE3;GOAU4;PETR4;SANB11;VALE3,EGIE3;GOAU4;PETR4;SANB11,PETR4,16.495705076619572
2024-05-31,2024-06-03,B3SA3;CPFE3;EGIE3;ENEV3;ENGI11;ITSA4;SANB11;TOTS3;VALE3,ITSA4,ITSA4,2.4724193018029306
2024-06-28,2024-07-01,ABEV3;BBSE3;BPAC11;CPLE3;CSMG3;CSNA3;CYRE3;ENEV3;ENGI11;EQTL3;GGBR4;HYPE3;ITSA4;ITUB4;KLBN11;MGLU3;MULT3;PSSA3;RADL3;RAIL3;RENT3;SANB11;SBSP3;SMTO3;SUZB3;TOTS3;USIM5;WEGE3,CSMG3;KLBN11;PSSA3;SBSP3;SMTO3;SUZB3;WEGE3,WEGE3,14.896506612915616
2024-07-31,2024-08-01,ABEV3;B3SA3;BBAS3;BBDC4;BBSE3;BPAC11;BRAP4;CMIG4;CPFE3;CPLE3;CSMG3;CYRE3;EQTL3;GGBR4;GOAU4;HYPE3;ITSA4;ITUB4;KLBN11;LREN3;MGLU3;MULT3;PETR4;PSSA3;RADL3;RAIL3;RENT3;SANB11;SBSP3;SUZB3;UGPA3;WEGE3,BBSE3;CMIG4;CPLE3;CSMG3;GGBR4;GOAU4;ITSA4;ITUB4;KLBN11;PSSA3;RADL3;SBSP3;SUZB3;WEGE3,WEGE3,53.56167708446142
2024-08-30,2024-09-02,ABEV3;B3SA3;BBAS3;BBDC4;BBSE3;BPAC11;BRAP4;CMIG4;CPFE3;CPLE3;CSMG3;CSNA3;CYRE3;ENEV3;ENGI11;EQTL3;GGBR4;GOAU4;HYPE3;ITSA4;ITUB4;KLBN11;LREN3;MGLU3;MULT3;PETR4;PSSA3;SANB11;SBSP3;SUZB3;TOTS3;UGPA3;USIM5;VALE3;WEGE3,ABEV3;B3SA3;BBDC4;BBSE3;CMIG4;CPLE3;CSMG3;ENEV3;EQTL3;GGBR4;GOAU4;ITSA4;ITUB4;KLBN11;LREN3;PSSA3;SANB11;SBSP3;WEGE3,WEGE3,45.79968341243421
2024-09-30,2024-10-01,BRAP4;CSNA3;ENEV3;GGBR4;GOAU4;PSSA3;USIM5;VALE3,ENEV3;GGBR4;GOAU4;PSSA3;VALE3,PSSA3,16.151639976186715
2024-10-31,2024-11-01,BRAP4;MGLU3;PSSA3;RAIL3;RENT3;SUZB3;TOTS3;USIM5;VALE3,PSSA3;SUZB3;TOTS3,PSSA3,29.453689932916394
2024-11-29,2024-12-02,CMIG4;CPFE3;CPLE3;CSMG3;GGBR4;GOAU4;KLBN11;MGLU3;PETR4;RADL3;RAIL3;SBSP3;SMTO3;SUZB3,CMIG4;CPLE3;CSMG3;GGBR4;GOAU4;KLBN11;PETR4;SBSP3;SUZB3,SUZB3,33.04903943358144
2024-12-30,2025-01-02,B3SA3;BBSE3;HYPE3;KLBN11,BBSE3;KLBN11,BBSE3,10.23766194922835
2025-01-31,2025-02-03,B3SA3;BBAS3;BBDC4;BBSE3;BPAC11;BRAP4;CPFE3;CPLE3;CSMG3;CSNA3;CYRE3;EGIE3;ENEV3;ENGI11;EQTL3;HYPE3;ITSA4;ITUB4;LREN3;MGLU3;MULT3;PETR4;PSSA3;RADL3;RAIL3;RENT3;SANB11;SBSP3;TOTS3;UGPA3;USIM5;VALE3;WEGE3,B3SA3;BBAS3;BBSE3;CPFE3;CSMG3;CYRE3;LREN3;PETR4;PSSA3;SBSP3;TOTS3;WEGE3,PSSA3,30.686278377098496
2025-02-28,2025-03-05,ABEV3;BBAS3;BBDC4;BPAC11;BRAP4;CMIG4;CPFE3;CPLE3;CSMG3;CSNA3;CYRE3;EGIE3;ENEV3;ENGI11;EQTL3;HYPE3;MGLU3;MULT3;PETR4;RAIL3;RENT3;SANB11;SBSP3;SMTO3;TOTS3;UGPA3;USIM5;VALE3,CPFE3;TOTS3,TOTS3,13.654092388152117
2025-03-31,2025-04-01,ABEV3;B3SA3;BBDC4;BBSE3;BPAC11;BRAP4;CPFE3;CPLE3;CSNA3;CYRE3;EGIE3;ENGI11;EQTL3;GGBR4;GOAU4;HYPE3;ITSA4;ITUB4;LREN3;MGLU3;MULT3;PETR4;PSSA3;RADL3;RENT3;SANB11;SBSP3;SMTO3;UGPA3;VALE3,ABEV3;B3SA3;BBSE3;BPAC11;CPFE3;CPLE3;CYRE3;PETR4;PSSA3;SBSP3,CYRE3,16.87040944638085
2025-04-30,2025-05-02,ABEV3;B3SA3;BBDC4;BBSE3;BPAC11;CMIG4;CPLE3;CSMG3;CSNA3;EGIE3;ENEV3;ENGI11;EQTL3;GOAU4;HYPE3;ITSA4;ITUB4;KLBN11;LREN3;MULT3;PSSA3;RADL3;RAIL3;RENT3;SANB11;SBSP3;SMTO3;TOTS3;UGPA3;WEGE3,ABEV3;B3SA3;BBSE3;BPAC11;CPLE3;EGIE3;ENGI11;EQTL3;ITSA4;ITUB4;MULT3;PSSA3;RAIL3;RENT3;SANB11;SBSP3;TOTS3,TOTS3,30.398608091803435
2025-05-30,2025-06-02,BBDC4;BPAC11;CMIG4;CPFE3;CPLE3;CSMG3;EGIE3;ENEV3;ENGI11;GGBR4;GOAU4;HYPE3;ITSA4;ITUB4;KLBN11;LREN3;MULT3;PETR4;PSSA3;RAIL3;SANB11;SMTO3;SUZB3;TOTS3;WEGE3,BBDC4;BPAC11;CPFE3;CPLE3;EGIE3;ENEV3;ENGI11;HYPE3;ITSA4;ITUB4;LREN3;MULT3;PSSA3;SANB11;TOTS3,TOTS3,41.549294160975236
2025-06-30,2025-07-01,CMIG4;CSMG3;EGIE3;GGBR4;GOAU4;HYPE3;LREN3;PETR4;PSSA3;RADL3;SUZB3;UGPA3;WEGE3,CSMG3;EGIE3;HYPE3;LREN3;PSSA3;UGPA3,HYPE3,50.63712839247743
2025-07-31,2025-08-01,BBAS3;BRAP4;CSNA3;GGBR4;GOAU4;KLBN11;PETR4;RADL3;SMTO3;SUZB3;USIM5;VALE3,VALE3,VALE3,1.5384568403829402
2025-08-29,2025-09-01,BBAS3;BBDC4;BPAC11;BRAP4;CMIG4;CPFE3;CSMG3;CSNA3;CYRE3;ENEV3;ENGI11;EQTL3;GGBR4;GOAU4;ITSA4;ITUB4;KLBN11;MGLU3;MULT3;RADL3;RENT3;SANB11;SBSP3;SMTO3;SUZB3;UGPA3;USIM5;VALE3;WEGE3,BBDC4;BPAC11;CPFE3;CSMG3;CYRE3;ENEV3;ENGI11;EQTL3;GGBR4;GOAU4;ITSA4;ITUB4;MGLU3;MULT3;RENT3;SANB11;SBSP3;UGPA3,BBDC4,45.84055440499326
2025-09-30,2025-10-01,ABEV3;B3SA3;BBAS3;BBDC4;BBSE3;BPAC11;BRAP4;CMIG4;CPFE3;CPLE3;CSMG3;CSNA3;CYRE3;EGIE3;ENEV3;ENGI11;EQTL3;GOAU4;ITSA4;ITUB4;MGLU3;MULT3;PETR4;RAIL3;RENT3;SANB11;SBSP3;SMTO3;TOTS3;UGPA3;USIM5;VALE3;WEGE3,B3SA3;BBDC4;BPAC11;CMIG4;CPFE3;CPLE3;CSMG3;CYRE3;EGIE3;ENEV3;ENGI11;EQTL3;GOAU4;ITSA4;ITUB4;MULT3;RENT3;SANB11;SBSP3;TOTS3;UGPA3;VALE3,CSMG3,77.05340089551149
2025-10-31,2025-11-03,ABEV3;BBAS3;BBDC4;BBSE3;BRAP4;CMIG4;CPFE3;CPLE3;CSMG3;CSNA3;ENEV3;ENGI11;EQTL3;GGBR4;GOAU4;HYPE3;ITSA4;ITUB4;KLBN11;LREN3;PSSA3;RADL3;RAIL3;RENT3;SANB11;SBSP3;SUZB3;USIM5;VALE3;WEGE3,BBDC4;BRAP4;CMIG4;CPFE3;CPLE3;CSMG3;CSNA3;ENEV3;ENGI11;EQTL3;GGBR4;GOAU4;HYPE3;ITSA4;ITUB4;LREN3;PSSA3;RADL3;SANB11;SBSP3;USIM5;VALE3;WEGE3,CSMG3,82.29619758110229
2025-11-28,2025-12-01,ABEV3;B3SA3;BBAS3;BBDC4;BBSE3;BPAC11;BRAP4;CPFE3;CPLE3;CSMG3;CYRE3;EGIE3;ENEV3;ENGI11;EQTL3;HYPE3;ITSA4;ITUB4;LREN3;MGLU3;MULT3;PETR4;PSSA3;RADL3;RAIL3;RENT3;SANB11;SBSP3;SMTO3;SUZB3;VALE3;WEGE3,B3SA3;BBDC4;BPAC11;BRAP4;CPFE3;CPLE3;CSMG3;CYRE3;EGIE3;ENEV3;ENGI11;EQTL3;HYPE3;ITSA4;ITUB4;MGLU3;MULT3;PETR4;RADL3;RENT3;SANB11;SBSP3;VALE3;WEGE3,CSMG3,73.82045824202301
2025-12-30,2026-01-02,BBSE3;CPFE3;CSNA3;GGBR4;GOAU4;KLBN11;PSSA3;SMTO3;SUZB3;USIM5;VALE3;WEGE3,CPFE3;CSNA3;GGBR4;GOAU4;USIM5;VALE3;WEGE3,USIM5,37.73147166334485
2026-01-30,2026-02-02,ABEV3;B3SA3;BBAS3;BBDC4;BBSE3;BPAC11;BRAP4;CMIG4;CPLE3;CSMG3;CSNA3;CYRE3;EGIE3;ENGI11;EQTL3;GGBR4;GOAU4;HYPE3;ITSA4;ITUB4;KLBN11;LREN3;MGLU3;MULT3;PETR4;PSSA3;RAIL3;RENT3;SANB11;SBSP3;SMTO3;TOTS3;UGPA3;VALE3;WEGE3,ABEV3;B3SA3;BBAS3;BBDC4;BBSE3;BPAC11;BRAP4;CMIG4;CPLE3;CSMG3;CSNA3;CYRE3;EGIE3;ENGI11;EQTL3;GGBR4;GOAU4;ITSA4;ITUB4;KLBN11;MGLU3;MULT3;PETR4;RENT3;SANB11;SBSP3;TOTS3;UGPA3;VALE3;WEGE3,CSMG3,97.79582491664914
2026-02-27,2026-03-02,ABEV3;B3SA3;BBAS3;BBDC4;BPAC11;CMIG4;CPLE3;CSMG3;CYRE3;EGIE3;ENGI11;EQTL3;ITSA4;ITUB4;KLBN11;LREN3;MULT3;PETR4;PSSA3;RAIL3;RENT3;SBSP3;SMTO3;SUZB3;UGPA3,ABEV3;B3SA3;BBAS3;BBDC4;BPAC11;CMIG4;CPLE3;CSMG3;CYRE3;EGIE3;ENGI11;EQTL3;ITSA4;ITUB4;KLBN11;MULT3;PETR4;PSSA3;RAIL3;RENT3;SBSP3;SMTO3;SUZB3;UGPA3,CSMG3,95.42694251333322
2026-03-31,2026-04-01,CMIG4;CPLE3;ENEV3;HYPE3;PETR4;SMTO3;UGPA3,CMIG4;CPLE3;ENEV3;HYPE3;PETR4;SMTO3;UGPA3,PETR4,50.40172204125308
2026-04-30,2026-05-04,BPAC11;CPFE3;CSNA3;EGIE3;ENEV3;EQTL3;GGBR4;GOAU4;HYPE3;SBSP3;USIM5,BPAC11;CPFE3;EGIE3;ENEV3;EQTL3;GGBR4;GOAU4;SBSP3;USIM5,USIM5,66.80081107206645
2026-05-29,2026-06-01,ABEV3;BBSE3;CSNA3;GGBR4;GOAU4;LREN3;TOTS3;USIM5,ABEV3;BBSE3;GGBR4;GOAU4;USIM5,USIM5,113.89961937508404
2026-06-30,2026-07-01,BBAS3;BBDC4;BBSE3;BPAC11;CMIG4;CPFE3;CPLE3;CSMG3;CYRE3;EGIE3;ENEV3;ENGI11;EQTL3;ITSA4;ITUB4;KLBN11;LREN3;MULT3;PSSA3;RADL3;RENT3;SANB11;SBSP3;SUZB3;WEGE3,BBSE3;BPAC11;CPLE3;CSMG3;EGIE3;ENEV3;ENGI11;EQTL3;ITSA4;ITUB4;LREN3;MULT3;PSSA3;SBSP3,CSMG3,38.791106715487665
2026-07-31,2026-08-03,B3SA3;BBAS3;BBDC4;BBSE3;BPAC11;BRAP4;CMIG4;CPFE3;CSNA3;CYRE3;ENGI11;EQTL3;GGBR4;GOAU4;HYPE3;ITSA4;ITUB4;KLBN11;MGLU3;MULT3;PETR4;PSSA3;RADL3;RAIL3;SANB11;SUZB3;TOTS3;UGPA3;VALE3;WEGE3,BBSE3;GGBR4;GOAU4;PETR4;PSSA3;UGPA3,UGPA3,30.066900571036403
2026-08-31,2026-09-01,B3SA3;BBAS3;BRAP4;CPLE3;CSNA3;CYRE3;EGIE3;ENEV3;HYPE3;KLBN11;MGLU3;MULT3;PETR4;RADL3;RAIL3;RENT3;SANB11;SMTO3;SUZB3;TOTS3;UGPA3;VALE3;WEGE3,CPLE3;ENEV3;PETR4;SMTO3;UGPA3;WEGE3,UGPA3,34.38826665990893
