year,end_equity,return_pct
2017,705.5826152159548,-29.441738478404524
2018,1067.6371664831497,51.312850325313406
2019,2402.862313277209,125.06356922664632
2020,3067.3357093605186,27.653411200954302
2021,1313.897114996605,-57.16487403100303
2022,897.8913315691774,-31.661975559517273
2023,1370.0636373363168,52.58679855411448
2024,1064.1454054256956,-22.328760765112243
2025,1577.748309907424,48.264353899669324
2026,1826.8728764835876,15.789880110268095
