date,side,ticker,shares,price,gross_brl,commission_brl,cash_after_brl,reason
2018-01-02,SELL,RADL3,40,17.32805446014,693.1221784055999,0.221799097089792,706.1753317244649,monthly_rebalance
2018-01-02,BUY,SMTO3,36,19.379360610609996,697.6569819819599,0.22325023423422719,8.29509950827071,monthly_rebalance
2018-02-01,SELL,SMTO3,36,18.88109962038,679.7195863336799,0.21751026762677758,687.7971755743239,monthly_rebalance
2018-02-01,BUY,PSSA3,31,22.117094309309998,685.6299235886099,0.21940157554835518,1.9478504101656426,monthly_rebalance
2018-03-01,SELL,PSSA3,31,22.882095689310002,709.3449663686101,0.22699038923795525,711.0658263895378,monthly_rebalance
2018-03-01,BUY,ENGI11,24,29.59449871378,710.26796913072,0.22728575012183042,0.5705715086960481,monthly_rebalance
2018-04-02,SELL,ENGI11,24,31.41867843144,754.04828235456,0.24129545035345923,754.3775584129025,monthly_rebalance
2018-04-02,BUY,KLBN11,40,18.524355689839997,740.9742275935998,0.23711175282995198,13.166219066472763,monthly_rebalance
2018-05-02,SELL,KLBN11,40,18.79306822989,751.7227291956,0.24055127334259202,764.6483969887302,monthly_rebalance
2018-05-02,BUY,SUZB3,18,41.591549239239995,748.64788630632,0.2395673236180224,15.760943358792133,monthly_rebalance
2018-06-01,SELL,SUZB3,18,43.356601528469994,780.4188275124599,0.24973402480398718,795.930036846448,monthly_rebalance
2018-06-01,BUY,VALE3,15,50.95090153152999,764.2635229729499,0.24456432735134398,31.421949546146834,monthly_rebalance
2018-07-02,SELL,VALE3,15,48.84110939061,732.61664085915,0.23443732507492804,763.8041530802219,monthly_rebalance
2018-07-02,BUY,MGLU3,21,35.44407718852,744.3256209589199,0.2381841987068544,19.240347922595106,monthly_rebalance
2018-08-01,SELL,MGLU3,21,36.72200359764,771.1620755504399,0.2467718641761408,790.1556516088589,monthly_rebalance
2018-08-01,BUY,SANB11,22,34.74062709117,764.29379600574,0.24457401472183682,25.617281588397077,monthly_rebalance
2018-09-03,SELL,SANB11,22,32.657118082109996,718.45659780642,0.2299061112980544,743.843973283519,monthly_rebalance
2018-09-03,BUY,PSSA3,27,27.467440530529995,741.6208943243099,0.2373186861837792,1.985760273025221,monthly_rebalance
2018-10-01,SELL,PSSA3,27,29.790179690309998,804.33485163837,0.2573871525242784,806.0632247588709,monthly_rebalance
2018-10-01,BUY,RAIL3,53,14.954939579579998,792.6117977177399,0.2536357752696768,13.19779126586127,monthly_rebalance
2018-11-01,SELL,RAIL3,53,16.59339060939,879.44970229767,0.2814239047352544,892.366069658796,monthly_rebalance
2018-11-01,BUY,CPLE3,343,2.60059805005,892.00513116715,0.28544164197348804,0.07549684967250414,monthly_rebalance
2018-12-03,SELL,CPLE3,343,3.19480195005,1095.81706886715,0.35066146203748805,1095.541904254785,monthly_rebalance
2018-12-03,BUY,ENGI11,31,34.57999757212,1071.97992473572,0.34303357591543043,23.21894594314972,monthly_rebalance
2019-01-02,SELL,ENGI11,31,33.90242685678,1050.9752325601798,0.3363120744192576,1073.8578664289103,monthly_rebalance
2019-01-02,BUY,CPFE3,37,28.72870076076,1062.96192814812,0.34014781700739843,10.555790463782841,monthly_rebalance
2019-02-01,SELL,CPFE3,37,32.567398471530005,1204.99374344661,0.38559799790291527,1215.16393591249,monthly_rebalance
2019-02-01,BUY,SBSP3,144,8.419116275569998,1212.3527436820796,0.3879528779782655,2.4232393524321196,monthly_rebalance
2019-03-01,SELL,SBSP3,144,7.60991853393,1095.8282688859201,0.35066504604349447,1097.9008431923087,monthly_rebalance
2019-03-01,BUY,CSNA3,82,13.243229539539998,1085.9448222422798,0.34750234311752953,11.608518606911275,monthly_rebalance
2019-04-01,SELL,CSNA3,82,16.883099620379998,1384.4141688711597,0.44301253403877117,1395.5796749440321,monthly_rebalance
2019-04-01,BUY,TOTS3,105,13.205650608149998,1386.5933138557498,0.44370986043384,8.542651227848637,monthly_rebalance
2019-05-02,SELL,TOTS3,105,14.817142055969999,1555.7999158768498,0.497855973080592,1563.844711131618,monthly_rebalance
2019-05-02,BUY,BPAC11,151,10.330319689689999,1559.8782731431897,0.49916104740582073,3.467276941022419,monthly_rebalance
2019-06-03,SELL,BPAC11,151,11.823165039960001,1785.2979210339602,0.5712953347308674,1788.1939026402517,monthly_rebalance
2019-06-03,BUY,CPLE3,386,4.6216171001,1783.9442006386,0.5708621442043521,3.6788398574474286,monthly_rebalance
2019-07-01,SELL,CPLE3,386,4.714280860140001,1819.7124120140402,0.5823079718444929,1822.808943899643,monthly_rebalance
2019-07-01,BUY,CYRE3,87,20.92089961962,1820.1182669069399,0.5824378454102208,2.108239147293034,monthly_rebalance
2019-08-01,SELL,CYRE3,87,24.70526954046,2149.35845002002,0.6877947040064064,2150.7788944633066,monthly_rebalance
2019-08-01,BUY,MGLU3,28,75.09574978905998,2102.6809940936796,0.6728579181099775,47.42504245151713,monthly_rebalance
2019-09-02,SELL,MGLU3,28,81.20276594001,2273.67744632028,0.7275767828224897,2320.374911988975,monthly_rebalance
2019-09-02,BUY,CPLE3,411,5.639633819819999,2317.88949994602,0.7417246399827264,1.7436874029722276,monthly_rebalance
2019-10-01,SELL,CPLE3,411,5.06892588012,2083.32853672932,0.6666651317533825,2084.405559000539,monthly_rebalance
2019-10-01,BUY,ENEV3,269,7.722715150149999,2077.4103753903496,0.6647713201249119,6.330412290064487,monthly_rebalance
2019-11-01,SELL,ENEV3,269,8.29419727023,2231.13906569187,0.7139645010213985,2236.755513480913,monthly_rebalance
2019-11-01,BUY,RADL3,107,20.75980232326,2221.29884858882,0.7108156315484224,14.745849260544674,monthly_rebalance
2019-12-02,SELL,RADL3,107,21.46230184437,2296.46629734759,0.7348692151512289,2310.4772773929835,monthly_rebalance
2019-12-02,BUY,CPLE3,347,6.6416352302299995,2304.64742488981,0.7374871759647392,5.092365327208881,monthly_rebalance
2020-01-02,SELL,CPLE3,347,6.89609688012,2392.94561740164,0.7657425975685248,2397.2722401312803,monthly_rebalance
2020-01-02,BUY,MULT3,72,33.04300831832,2379.09659891904,0.7613109116540928,17.414330300586244,monthly_rebalance
2020-02-03,SELL,MULT3,72,34.965,2517.4800000000005,0.8055936000000002,2534.0887367005867,monthly_rebalance
2020-02-03,BUY,CPLE3,322,7.848841080079999,2527.3268277857596,0.8087445848914432,5.953164329935589,monthly_rebalance
2020-03-02,SELL,CPLE3,322,7.83515694006,2522.92053469932,0.8073345711037825,2528.066364458152,monthly_rebalance
2020-03-02,BUY,WEGE3,115,21.97195076076,2526.7743374874,0.8085677879959681,0.48345918275617805,monthly_rebalance
2020-04-01,SELL,WEGE3,115,16.18380075924,1861.1370873126,0.595563867940032,1861.0249826274162,monthly_rebalance
2020-05-04,BUY,KLBN11,118,15.704256688119997,1853.1022891981597,0.5929927325434111,7.329700696712962,monthly_rebalance
2020-06-01,SELL,KLBN11,118,17.71404160662,2090.25690958116,0.6688822110659712,2096.9177280668073,monthly_rebalance
2020-06-01,BUY,MGLU3,14,142.66799238692,1997.3518934168799,0.6391526058934016,98.9266820440339,monthly_rebalance
2020-07-01,SELL,MGLU3,14,160.13630373966,2241.90825235524,0.7174106407536769,2340.1175237585203,monthly_rebalance
2020-07-01,BUY,BPAC11,119,19.644624999999998,2337.7103749999997,0.74806732,1.6590814385208432,monthly_rebalance
2020-08-03,SELL,BPAC11,119,21.978,2615.382,0.83692224,2616.2041591985208,monthly_rebalance
2020-08-03,BUY,BRAP4,128,20.386852085599998,2609.5170669567997,0.835045461426176,5.852046780295041,monthly_rebalance
2020-09-01,SELL,BRAP4,128,20.34151365447,2603.71374777216,0.8331883992870912,2608.732606153168,monthly_rebalance
2020-09-01,BUY,KLBN11,111,23.326632799469998,2589.2562407411697,0.8285619970371744,18.647803414961345,monthly_rebalance
2020-10-01,SELL,KLBN11,111,21.37374455031,2372.48564508441,0.7591954064270112,2390.3742530929444,monthly_rebalance
2020-10-01,BUY,RADL3,106,22.458333727829995,2380.5833751499795,0.7617866800479935,9.029091262917063,monthly_rebalance
2020-11-03,SELL,RADL3,106,23.072679824399998,2445.7040613863996,0.7826252996436479,2453.950527349673,monthly_rebalance
2020-11-03,BUY,CSNA3,116,21.031010230229995,2439.5971867066796,0.7806710997461376,13.57266954324723,monthly_rebalance
2020-12-01,SELL,CSNA3,116,24.06591014985,2791.6455773826,0.8933265847624321,2804.324920341085,monthly_rebalance
2020-12-01,BUY,VALE3,35,79.90983183182999,2796.8441141140497,0.894990116516496,6.585816110518863,monthly_rebalance
2021-02-01,SELL,VALE3,35,89.91999213785999,3147.1997248250996,1.007103911944032,3152.7784370236745,monthly_rebalance
2021-02-01,BUY,SMTO3,107,29.299270460459994,3135.0219392692193,1.0032070205661503,16.753290733889116,monthly_rebalance
2021-03-01,SELL,SMTO3,107,31.20875977023,3339.33729541461,1.0685879345326752,3355.021998213966,monthly_rebalance
2021-03-01,BUY,SUZB3,45,74.24416816816999,3340.9875675676494,1.069116021621648,12.965314624695111,monthly_rebalance
2021-04-01,SELL,SUZB3,45,68.72121091908,3092.4544913585996,0.989585437234752,3104.43022054606,monthly_rebalance
2021-04-01,BUY,CPLE3,478,6.486480020019999,3100.5374495695596,0.9921719838622591,2.9005989926381517,monthly_rebalance
2021-05-03,SELL,CPLE3,478,5.63435987013,2693.22401792214,0.8618316857350848,2695.262785229043,monthly_rebalance
2021-05-03,BUY,USIM5,119,22.542520460459997,2682.5599347947395,0.8584191791343168,11.844431255169184,monthly_rebalance
2021-06-01,SELL,USIM5,119,20.28968947053,2414.47304699307,0.7726313750377825,2425.5448468732015,monthly_rebalance
2021-06-01,BUY,ENEV3,130,18.628610610609996,2421.7193793792994,0.7749502014013758,3.050517292500899,monthly_rebalance
2021-07-01,SELL,ENEV3,130,17.002980459539998,2210.3874597401996,0.707323987116864,2212.7306530455835,monthly_rebalance
2021-07-01,BUY,TOTS3,59,37.40555513695,2206.92775308005,0.7062168809856161,5.096683084547749,monthly_rebalance
2021-08-02,SELL,TOTS3,59,35.42740487226,2090.21688746334,0.6688694039882688,2094.6447011438995,monthly_rebalance
2021-08-02,BUY,USIM5,99,20.940920080079998,2073.15108792792,0.6634083481369344,20.830204867842895,monthly_rebalance
2021-09-01,SELL,USIM5,99,17.10288083916,1693.18520307684,0.5418192649845889,1713.4735886796984,monthly_rebalance
2021-09-01,BUY,CMIG4,211,8.09684531656,1708.43436179416,0.5466989957741313,4.49252788976446,monthly_rebalance
2021-10-01,SELL,CMIG4,211,8.252094645,1741.191970095,0.5571814304304,1745.1273165543341,monthly_rebalance
2021-10-01,BUY,CPLE3,285,6.106099899899999,1740.2384714715,0.55687631087088,4.331968771963375,monthly_rebalance
2021-11-01,SELL,CPLE3,285,5.40458985015,1540.30810729275,0.49289859433368005,1544.1471774703798,monthly_rebalance
2021-11-01,BUY,SMTO3,39,39.179139389389995,1527.9864361862099,0.4889556595795872,15.671785624590257,monthly_rebalance
2021-12-01,SELL,SMTO3,39,34.98498045954,1364.4142379220598,0.43661255613505917,1379.649410990515,monthly_rebalance
2021-12-01,BUY,PETR4,46,29.869840150149997,1374.0126469068998,0.43968404701020797,5.19708003660503,monthly_rebalance
2022-01-03,SELL,PETR4,46,28.51146091908,1311.52720227768,0.41968870472885766,1316.3045936095562,monthly_rebalance
2022-01-03,BUY,SBSP3,167,7.858101451199999,1312.3029423503997,0.41993694155212796,3.5817143176043373,monthly_rebalance
2022-02-01,SELL,SBSP3,167,7.2708819399,1214.2372839633,0.388555930868256,1217.430442350036,monthly_rebalance
2022-02-01,BUY,BBAS3,74,16.416399619619998,1214.81357185188,0.38874034299260163,2.2281301551633987,monthly_rebalance
2022-03-02,SELL,BBAS3,74,17.53244924076,1297.40124381624,0.4151683980211968,1299.214205573382,monthly_rebalance
2022-03-02,BUY,CSMG3,91,14.19418031031,1291.67040823821,0.41333453063622727,7.1304628045359095,monthly_rebalance
2022-04-01,SELL,CSMG3,91,13.66632030969,1243.63514818179,0.39796324741817285,1250.3676477389079,monthly_rebalance
2022-04-01,BUY,BBSE3,48,25.705680310309997,1233.8726548948798,0.39483924956636157,16.100153594461744,monthly_rebalance
2022-05-02,SELL,BBSE3,48,25.184789080919998,1208.86987588416,0.3868383602829312,1224.5831911183386,monthly_rebalance
2022-05-02,BUY,CPFE3,37,32.592561371369996,1205.9247707406898,0.38589592663702077,18.272524451011805,monthly_rebalance
2022-06-01,SELL,CPFE3,37,34.21575,1265.98275,0.40511448,1283.8501599710116,monthly_rebalance
2022-06-01,BUY,BBDC4,62,20.55053069069,1274.13290282278,0.4077225289032896,9.30953461932836,monthly_rebalance
2022-07-01,SELL,BBDC4,62,17.182800759240003,1065.3336470728802,0.3409067670633217,1074.3022749251452,monthly_rebalance
2022-08-01,BUY,PETR4,31,34.034,1055.0539999999999,0.33761727999999996,18.91065764514542,monthly_rebalance
2022-09-01,SELL,PETR4,31,33.32664060939,1033.1258588910898,0.33060027484514876,1051.70591626139,monthly_rebalance
2022-09-01,BUY,RAIL3,51,20.5205,1046.5455,0.33489456,4.8255217013900165,monthly_rebalance
2022-10-03,SELL,RAIL3,51,18.93105075924,965.48358872124,0.30895474839079684,970.0001556742393,monthly_rebalance
2022-10-03,BUY,CYRE3,50,19.119100380379997,955.9550190189999,0.30590560608608,13.739231049153318,monthly_rebalance
2022-11-01,SELL,CYRE3,50,18.76122068931,938.0610344655,0.30017953102896006,951.5000859836243,monthly_rebalance
2022-11-01,BUY,SBSP3,81,11.688149132659998,946.7400797454599,0.3029568255185472,4.457049412645915,monthly_rebalance
2022-12-01,SELL,SBSP3,81,11.602801703879999,939.8269380142799,0.3007446201645696,943.9832428067613,monthly_rebalance
2022-12-01,BUY,GOAU4,92,10.225470034779999,940.74324319976,0.3010378378239232,2.9389617691773537,monthly_rebalance
2023-01-02,SELL,GOAU4,92,9.59063951025,882.3388349429999,0.28234842718176,884.9954482849955,monthly_rebalance
2023-01-02,BUY,BBSE3,26,33.38334846847,867.96706018022,0.2777494592576704,16.750638645517938,monthly_rebalance
2023-02-01,SELL,BBSE3,26,37.74221878122,981.2976883117199,0.3140152602597504,997.734311696978,monthly_rebalance
2023-02-01,BUY,CSNA3,53,18.478459079079997,979.3583311912398,0.31339466598119675,18.06258583975705,monthly_rebalance
2023-03-01,SELL,CSNA3,53,17.072910149850003,904.8642379420502,0.2895565561414561,922.6372672256658,monthly_rebalance
2023-03-01,BUY,PSSA3,34,26.456430310309997,899.5186305505399,0.2878459617761728,22.830790713349757,monthly_rebalance
2023-04-03,SELL,PSSA3,34,23.326650379620002,793.10611290708,0.2537939561302656,815.6831096642995,monthly_rebalance
2023-04-03,BUY,CMIG4,92,8.839599358589998,813.2431409902798,0.26023780511688954,2.1797308689028796,monthly_rebalance
2023-05-02,SELL,CMIG4,92,9.4597604703,870.2979632675999,0.278495348245632,872.1991987882571,monthly_rebalance
2023-05-02,BUY,SMTO3,27,31.431399619619995,848.6477897297399,0.27156729271351676,23.27984176580378,monthly_rebalance
2023-06-01,SELL,SMTO3,27,36.21375,977.7712499999999,0.31288679999999996,1000.7382049658037,monthly_rebalance
2023-06-01,BUY,RADL3,36,27.772843208109997,999.8223554919599,0.3199431537574272,0.5959063200863284,monthly_rebalance
2023-07-03,SELL,RADL3,36,29.12770539774,1048.59739431864,0.33555116618196484,1048.8577494725446,monthly_rebalance
2023-07-03,BUY,BPAC11,33,31.62159015015,1043.51247495495,0.33392399198558403,5.011350525609032,monthly_rebalance
2023-08-01,SELL,BPAC11,33,33.74621878122,1113.62521978026,0.35636007032968325,1118.2802102355395,monthly_rebalance
2023-08-01,BUY,GOAU4,109,10.240485385129999,1116.21290697917,0.3571881302333344,1.7101151261363157,monthly_rebalance
2023-09-01,SELL,GOAU4,109,8.93877566661,974.3265476604901,0.3117844952513568,975.724878291375,monthly_rebalance
2023-09-01,BUY,SUZB3,19,50.37031968969,957.03607410411,0.3062515437133152,18.382552643551776,monthly_rebalance
2023-10-02,SELL,SUZB3,19,54.04589847153,1026.87207095907,0.3285990627069024,1044.926024539915,monthly_rebalance
2023-10-02,BUY,PETR4,30,34.58454923924,1037.5364771772,0.332011672696704,7.057535690018312,monthly_rebalance
2023-11-01,SELL,PETR4,30,34.98498045954,1049.5494137862,0.335855812411584,1056.2710936638066,monthly_rebalance
2023-11-01,BUY,UGPA3,51,20.640620840839997,1052.6716628828399,0.3368549321225088,3.262575848844108,monthly_rebalance
2023-12-01,SELL,UGPA3,51,25.184789080919998,1284.42424312692,0.4110157578006144,1287.2758032179634,monthly_rebalance
2023-12-01,BUY,ITSA4,142,9.05421882365,1285.6990729583001,0.41142370334665607,1.1653065563166365,monthly_rebalance
2024-01-02,SELL,ITSA4,142,9.574767188460001,1359.6169407613202,0.4350774210436225,1360.3471698965932,monthly_rebalance
2024-01-02,BUY,USIM5,146,9.30930019019,1359.15782776774,0.4349305048856768,0.7544116239675986,monthly_rebalance
2024-02-01,SELL,USIM5,146,9.17082030969,1338.9397652147402,0.4284607248687169,1339.265716113839,monthly_rebalance
2024-02-01,BUY,PETR4,32,40.820778778779996,1306.2649209209599,0.4180047746947072,32.58279041818446,monthly_rebalance
2024-03-01,SELL,PETR4,32,40.309648471530004,1289.9087510889601,0.41277080034846725,1322.0787707067961,monthly_rebalance
2024-03-01,BUY,USIM5,119,11.031020460459999,1312.69143479474,0.4200612591343168,8.967274652921787,monthly_rebalance
2024-04-01,SELL,USIM5,119,10.05992969031,1197.13163314689,0.3830821226070048,1205.7158256772047,monthly_rebalance
2024-04-01,BUY,SUZB3,18,64.064,1153.1519999999998,0.36900864,52.194817037204984,monthly_rebalance
2024-05-02,SELL,SUZB3,18,58.98096091908,1061.65729654344,0.3397303348939008,1113.5123832457512,monthly_rebalance
2024-05-02,BUY,PETR4,26,42.292249999999996,1099.5984999999998,0.35187152,13.56201172575129,monthly_rebalance
2024-06-03,SELL,PETR4,26,38.79117182817,1008.57046753242,0.3227425496103744,1021.809736708561,monthly_rebalance
2024-06-03,BUY,EGIE3,32,30.988099021879997,991.6191687001599,0.3173181339840512,29.87324987441707,monthly_rebalance
2024-07-01,SELL,EGIE3,32,31.52558511774,1008.81872376768,0.3228219916056576,1038.3691516504914,monthly_rebalance
2024-07-01,BUY,WEGE3,24,41.891848468469995,1005.4043632432799,0.32172939623784963,32.643059010973616,monthly_rebalance
2024-08-01,SELL,WEGE3,24,50.549398471530004,1213.1855633167202,0.3882193802613505,1245.4404029474326,monthly_rebalance
2024-08-01,BUY,BBSE3,35,35.31527877878,1236.0347572573,0.39553112232233606,9.010114567810206,monthly_rebalance
2024-09-02,SELL,BBSE3,35,36.83312893107,1289.15951258745,0.4125310440279841,1297.7570961112324,monthly_rebalance
2024-09-02,BUY,BBDC4,83,15.515499999999998,1287.7864999999997,0.41209167999999996,9.558504431232677,monthly_rebalance
2024-10-01,SELL,BBDC4,83,14.605379890110001,1212.24653087913,0.3879188898813216,1221.4171164204813,monthly_rebalance
2024-10-01,BUY,PSSA3,32,37.016979539539996,1184.5433452652799,0.3790538704848896,36.494717284716444,monthly_rebalance
2024-11-01,SELL,PSSA3,32,37.88207817183,1212.22650149856,0.38791248047953925,1248.333306302797,monthly_rebalance
2024-11-01,BUY,SUZB3,20,59.85979923923999,1197.1959847847997,0.383102715131136,50.754218802866035,monthly_rebalance
2024-12-02,SELL,SUZB3,20,61.99794136863,1239.9588273726001,0.39678682475923205,1290.316259350707,monthly_rebalance
2024-12-02,BUY,CSMG3,50,25.335309469469998,1266.7654734735,0.40536495151152,23.14542092569559,monthly_rebalance
2025-01-02,SELL,CSMG3,50,20.799179690309998,1039.9589845154999,0.33278687504495996,1062.7716185661504,monthly_rebalance
2025-01-02,BUY,KLBN11,46,22.99326715686,1057.69028921556,0.3384608925489792,4.742868458041585,monthly_rebalance
2025-02-03,SELL,KLBN11,46,22.20549444783,1021.4527446001799,0.3268648782720576,1025.8687481799493,monthly_rebalance
2025-02-03,BUY,TOTS3,30,33.773741681679994,1013.2122504503998,0.32422792014412793,12.332269809405375,monthly_rebalance
2025-04-01,SELL,TOTS3,30,33.47648832168,1004.2946496504001,0.32137428788812805,1016.3055451719173,monthly_rebalance
2025-04-01,BUY,ABEV3,75,13.413399619619998,1006.0049714714999,0.32192159087087996,9.978652109546601,monthly_rebalance
2025-05-02,SELL,ABEV3,75,14.39558985015,1079.66923876125,0.34549415640360004,1089.302396714393,monthly_rebalance
2025-05-02,BUY,RENT3,25,42.94290153152999,1073.5725382882497,0.34354321225223994,15.386315213891066,monthly_rebalance
2025-06-02,SELL,RENT3,25,43.25669924076,1081.417481019,0.34605359392608004,1096.4577426389649,monthly_rebalance
2025-06-02,BUY,LREN3,60,18.238219309309997,1094.2931585585998,0.350173810738752,1.8144102696262507,monthly_rebalance
2025-07-01,SELL,LREN3,60,19.670310529469997,1180.2186317681999,0.377669962165824,1181.6553720756604,monthly_rebalance
2025-07-01,BUY,PSSA3,21,55.32527046045999,1161.8306796696597,0.3717858174942911,19.452906588506266,monthly_rebalance
2025-08-01,SELL,PSSA3,21,52.397550759240005,1100.34856594404,0.35211154110209286,1119.449360991444,monthly_rebalance
2025-08-01,BUY,TOTS3,25,44.03399168167999,1100.8497920419998,0.35227193345343993,18.247297015990853,monthly_rebalance
2025-09-01,SELL,TOTS3,25,43.03692182817,1075.92304570425,0.34429537462536003,1093.8260473456155,monthly_rebalance
2025-09-01,BUY,CSMG3,36,30.080049239239994,1082.8817726126397,0.34652216723604473,10.597752565739711,monthly_rebalance
2025-11-03,SELL,CSMG3,36,37.75221091908,1359.0795930868799,0.4349054697878016,1369.2424401828318,monthly_rebalance
2025-11-03,BUY,CPFE3,32,42.082040920919994,1346.6253094694398,0.43092009903022077,22.186210614361926,monthly_rebalance
2025-12-01,SELL,CPFE3,32,48.82112893107,1562.27612579424,0.4999283602541568,1583.9624080483477,monthly_rebalance
2025-12-01,BUY,SANB11,46,34.18415153152999,1572.4709704503796,0.5031907105441215,10.988246887423884,monthly_rebalance
2026-01-02,SELL,SANB11,46,34.255710919079995,1575.7627022776799,0.5042440647288576,1586.2467051003748,monthly_rebalance
2026-01-02,BUY,CSMG3,36,43.96391816817,1582.7010540541198,0.5064643372973184,3.0391867089576863,monthly_rebalance
2026-02-02,SELL,CSMG3,36,52.347601528469994,1884.51365502492,0.6030443696079744,1886.9497973642697,monthly_rebalance
2026-02-02,BUY,PETR4,51,36.81677877878,1877.65571771778,0.6008498296696896,8.693229816820121,monthly_rebalance
2026-03-02,SELL,PETR4,51,41.258699240759995,2104.19366127876,0.6733419716092033,2112.2135491239706,monthly_rebalance
2026-03-02,BUY,MULT3,60,34.62459015015,2077.475409009,0.66479213088288,34.07334798408783,monthly_rebalance
2026-04-01,SELL,MULT3,60,31.987980459539997,1919.2788275724,0.614169224823168,1952.7380063316646,monthly_rebalance
2026-04-01,BUY,PETR4,40,47.74770076076,1909.9080304303998,0.611170569737728,42.218805331527165,monthly_rebalance
2026-05-04,SELL,PETR4,40,49.23071878122,1969.2287512487999,0.630153200399616,2010.8174033799273,monthly_rebalance
2026-05-04,BUY,GGBR4,88,22.62260038038,1990.78883347344,0.6370524267115009,19.391517479775757,monthly_rebalance
2026-06-01,SELL,GGBR4,88,22.80716992008,2007.0309529670399,0.6422499049494528,2025.7802205418661,monthly_rebalance
2026-06-01,BUY,USIM5,183,11.011,2015.013,0.6448041600000001,10.122416381866287,monthly_rebalance
2026-07-01,SELL,USIM5,183,8.33166014985,1524.69380742255,0.487902018375216,1534.328321786041,monthly_rebalance
2026-07-01,BUY,BBSE3,39,38.83879923924,1514.7131703303598,0.48470821450571516,19.1304432411755,monthly_rebalance
2026-08-03,SELL,BBSE3,39,41.258699240759995,1609.0892703896398,0.5149085665246848,1627.7048050642907,monthly_rebalance
2026-08-03,BUY,UGPA3,49,33.143110610609995,1624.0124199198897,0.5196839743743648,3.172701170026585,monthly_rebalance
2026-09-01,SELL,UGPA3,49,35.02494136863,1716.2221270628702,0.5491910806601185,1718.8456371522366,monthly_rebalance
2026-09-01,BUY,SMTO3,86,19.76975,1700.1985,0.54406352,18.1030736322366,monthly_rebalance
2026-09-10,SELL,SMTO3,86,21.03893947053,1809.3487944655799,0.5789916142289856,1826.8728764835876,final_close_liquidation
